director_name,ceremony,year,category,outcome,original_language
Louis Hudson,Edinburgh International Film Festival,2012.0,Best New British Animation,Nominated,en
Russell Brown,Prince of Prestige Academy Award,2017.0,Paeca,Nominated,en
Flora Gomes,Venice Film Festival,1988.0,C.I.C.A.E. Award - Special Mention,Won,pt
Enrique Gato,"Cinema Writers Circle Awards, Spain",2013.0,CEC Award,Won,es
Alejandro Jodorowsky,Sitges - Catalonian International Film Festival,2006.0,Time-Machine Honorary Award,Won,en
Anne Pick,New York Festivals,2008.0,Silver Medal,Won,en
Alan Landsburg,Primetime Emmy Awards,1976.0,Primetime Emmy,Nominated,en
Vittorio Gassman,Montréal World Film Festival,1989.0,Special Jury Award,Won,it
Jaime Camino,Chicago International Film Festival,1976.0,Gold Hugo,Nominated,en
Bill Plympton,Chicago International Film Festival,2001.0,Gold Hugo,Nominated,en
Ian & Cooper,Phoenix Film Critics Society Awards,2003.0,PFCS Award,Won,en
Paul Sorvino,Awards Circuit Community Awards,1996.0,ACCA,Nominated,en
Takashi Miike,Japanese Professional Movie Awards,1998.0,Japanese Professional Movie Award,Won,ja
Wim Wenders,"César Awards, France",1985.0,César,Nominated,de
Alexandra Lescaze,Austin Film Festival,2013.0,Audience Award,Won,en
Ryan Gosling,Golden Schmoes Awards,2011.0,Golden Schmoes,Won,en
Barry Greenwald,Columbus International Film & Video Festival,1995.0,Chris Award,Won,en
George Clooney,Phoenix Film Critics Society Awards,2011.0,PFCS Award,Nominated,en
Bill Douglas,Berlin International Film Festival,1974.0,Interfilm Award - Recommendation,Won,en
Daniel Taye Workou,Ouagadougou Panafrican Film and Television Festival,2007.0,Grand Prize - Etalon de Yennega,Won,en
Ted Fendt,Jeonju Film Festival,2016.0,Grand Prize,Nominated,en
Ben Burtt,BAFTA Awards,2000.0,BAFTA Film Award,Nominated,en
Manuel Gutiérrez Aragón,"Cinema Writers Circle Awards, Spain",1974.0,CEC Award,Won,es
Wes Anderson,Dallas-Fort Worth Film Critics Association Awards,2012.0,DFWFCA Award,Nominated,en
Diego Modino,Grossmann Fantastic Film and Wine Festival,2014.0,Jury Award,Won,es
Ricky Schroder,Western Heritage Awards,1994.0,Bronze Wrangler,Won,en
Christian Vincent,Venice Film Festival,2015.0,Green Drop Award,Nominated,fr
Paweł Pawlikowski,Emden International Film Festival,2005.0,Emden Film Award,Nominated,en
Ethan Coen,Argentinean Film Critics Association Awards,2015.0,Silver Condor,Nominated,en
Wilson Yip,Fantasia Film Festival,2009.0,Guru Prize for Most Energetic Film,2nd place,cn
AJ Schnack,News & Documentary Emmy Awards,2016.0,Emmy,Nominated,en
Joel Ashton McCarthy,Leo Awards,2015.0,Leo,Nominated,en
Barry Greenwald,WorldFest Houston,2000.0,Gold Award,Won,en
Jobin Ballesteros,Gawad Urian Awards,2010.0,Gawad Urian Award,Nominated,en
Tyler Perry,Village Voice Film Poll,2014.0,VVFP Award,Nominated,en
Mohamed Abderrahman Tazi,Amiens International Film Festival,1989.0,Special Jury Award,Won,en
Heather Tobin,Long Island Gay and Lesbian Film Festival,2013.0,Jury Award,Won,en
Karim Traïdia,Cairo International Film Festival,2016.0,Golden Pyramid,Nominated,nl
Rob Burnett,Primetime Emmy Awards,1992.0,Primetime Emmy,Nominated,en
Michel Legrand,"Golden Globes, USA",1970.0,Golden Globe,Nominated,fr
Werner Herzog,"Cinema Eye Honors Awards, US",2009.0,Cinema Eye Honors Award,Nominated,en
George Schlatter,Primetime Emmy Awards,1968.0,Primetime Emmy,Won,en
James Benning,Los Angeles Film Critics Association Awards,2008.0,Independent/Experimental Film and Video Award,Won,en
Jeremy Cumpston,Newport Beach Film Festival,2012.0,Short Film Award,Nominated,en
Theodore Ushev,Dresden Film Festival,2011.0,Youth Jury Award - Honorable Mention,Won,en
Márta Mészáros,Berlin International Film Festival,1975.0,C.I.D.A.L.C. Award,Won,hu
Tom Trbovich,CableACE Awards,1987.0,ACE,Won,en
Jan Komasa,Polish Film Festival,2011.0,Honorable Mention,Won,pl
Inês de Medeiros,Algarve International Film Festival,1999.0,Grand Prize of the City of Portimão,Nominated,en
Lula Buarque de Hollanda,San Francisco International Film Festival,2001.0,Certificate of Merit,Won,pt
Yang Ya-Zhou,Montréal World Film Festival,2006.0,Grand Prix des Amériques,Nominated,zh
Philippe Rousselot,"National Society of Film Critics Awards, USA",1991.0,NSFC Award,3rd place,en
Björk,"National Board of Review, USA",2000.0,Special Citation,Won,fr
Julio Médem,Nantes Spanish Film Festival,2008.0,Youth Jury Award,Won,es
Andrey Zvyagintsev,Guldbagge Awards,2016.0,Guldbagge,Won,ru
Alex Infascelli,Fantastic Fest,2016.0,Fantastic Fest Jury Award,Nominated,it
Damián Szifrón,São Paulo International Film Festival,2014.0,Audience Award,Won,es
Nenad Đurić,Skip City International D-Cinema Festival,2007.0,Grand Prize,Nominated,bs
Felix Thompson,Cleveland International Film Festival,2016.0,Best American Independent Feature Film,Nominated,en
Peter McDonald,Irish Film and Television Awards,2014.0,IFTA Award,Nominated,en
Matt Maiellaro,Annie Awards,2012.0,Annie,Nominated,en
Haifaa Al-Mansour,Los Angeles Film Festival,2013.0,Audience Award,Won,en
Steven Shainberg,Film Independent Spirit Awards,2003.0,Independent Spirit Award,Nominated,en
Hany Abu-Assad,Ghent International Film Festival,2013.0,Youth Jury Award,Won,en
Robin Wright,IGN Summer Movie Awards,2013.0,IGN Award,Nominated,en
Alanis Obomsawin,Genie Awards,2001.0,Genie,Nominated,en
John Malkovich,Southeastern Film Critics Association Awards,2000.0,SEFCA Award,2nd place,en
Tim Haines,Primetime Emmy Awards,2007.0,Primetime Emmy,Nominated,en
Jia Zhangke,Buenos Aires International Festival of Independent Cinema,1999.0,Best Film,Nominated,zh
Jesse Dayton,Housecore Horror Film Festival,2013.0,Rotscar Award,Nominated,en
Pierre Schöller,Cannes Film Festival,2011.0,Un Certain Regard Award,Nominated,fr
Damian Horan,"American Society of Cinematographers, USA",2013.0,ASC Heritage Award,Won,en
Pietro Germi,Venice Film Festival,1952.0,Golden Lion,Nominated,it
Jean-François Caissy,Hot Docs Canadian International Documentary Festival,2014.0,Best Canadian Documentary,Nominated,en
S. R. Prabhakaran,Filmfare Awards South,2013.0,Filmfare Award - Tamil Film Industry,Nominated,ta
Daniel Lanois,Grammy Awards,2006.0,Grammy,Won,en
Yôji Yamada,Awards of the Japanese Academy,1978.0,Award of the Japanese Academy,Won,ja
Juanma Bajo Ulloa,Premios ACE,1993.0,Premio ACE,Won,es
Marylou Tibaldo-Bongiorno,Organization of American Historians,2008.0,Erik Barnouw Award,Won,en
Agustín Díaz Yanes,Lisbon & Estoril Film Festival,2016.0,Tribute Award,Won,es
Bob Nelson,"American Comedy Awards, USA",2014.0,American Comedy Award,Nominated,en
Ivan O'Mahoney,Prix Europa,2006.0,Prix Europa,Won,en
Daisaku Kimura,Awards of the Japanese Academy,2000.0,Award of the Japanese Academy,Nominated,ja
Ben Stiller,Teen Choice Awards,2002.0,Teen Choice Award,Won,en
Lucy Akhurst,Atlantic City Film Festival,2004.0,Jury Award,Won,en
John Williams,"Golden Globes, USA",1978.0,Golden Globe,Nominated,en
Anthony Quinn,"National Board of Review, USA",1964.0,NBR Award,Won,en
Alan Berliner,Sundance Film Festival,1992.0,Grand Jury Prize,Nominated,en
Kay Pollak,Moscow International Film Festival,1977.0,Golden Prize,Nominated,sv
Sheri Elwood,Gemini Awards,1998.0,Gemini,Nominated,en
Matthew Diamond,Primetime Emmy Awards,2002.0,Primetime Emmy,Nominated,en
Jean-Luc Godard,Berlin International Film Festival,1966.0,Youth Film Award,Won,fr
Alexander Nanau,Melbourne International Film Festival,2015.0,People's Choice Award,Nominated,en
Zhao Wei,Golden Horse Film Festival,2002.0,Golden Horse Award,Nominated,zh
Malcolm D. Lee,Black Reel Awards,2003.0,Black Reel,Nominated,en
Claire Denis,Alliance of Women Film Journalists,2011.0,EDA Female Focus Award,Nominated,fr
Rafael Corkidi,"Ariel Awards, Mexico",1977.0,Silver Ariel,Nominated,en
David Saxon,"American Cinema Editors, USA",1977.0,Eddie,Nominated,en
Carl Reiner,Online Film & Television Association,2005.0,OFTA TV Hall of Fame,Won,en
Horant H. Hohlfeld,Primetime Emmy Awards,1984.0,Primetime Emmy,Nominated,de
Cameo Wood,Idyllwild International Festival of Cinema,2015.0,The Juan Ruiz Anchia Award,Nominated,en
John Daly,California Independent Film Festival,2008.0,Lifetime Achievement Award,Won,en
Norodom Sihanouk,Moscow International Film Festival,1967.0,Grand Prix,Nominated,en
David Redmon,Stockholm Film Festival,2014.0,iFestival Award,Nominated,en
Spike Lee,Italian Online Movie Awards (IOMA),2004.0,IOMA,Nominated,en
Stanley Kubrick,Italian National Syndicate of Film Journalists,1959.0,Silver Ribbon,Won,en
Sebastian Schipper,German Film Awards,2015.0,Film Award in Gold,Won,de
Jamil Dehlavi,Barcelona International Film Festival,2014.0,Gold Lion Award,Won,en
Daniel Nocke,German Television Awards,2008.0,German Television Award,Nominated,de
Volker Schlöndorff,Valladolid International Film Festival,2014.0,Golden Spike,Nominated,de
Peter O'Toole,Laurel Awards,1965.0,Golden Laurel,Nominated,en
Harry Shearer,Seattle Film Critics Awards,2003.0,Seattle Film Critics Award,Won,en
Ning Hao,Chinese Film Media Awards,2007.0,China Film Media Award,Won,zh
David Lisle Johnson,Palm Beach International Film Festival,2009.0,Audience Award,Won,fr
Pippa Bianco,Cannes Film Festival,2015.0,Cinefondation Award,Won,en
Eugenio Polgovsky,Cinéma du Réel,2005.0,Joris Ivens Award,Won,en
Fritz Lehner,"Diagonale, Austria",2002.0,Diagonale Grand Prize,Won,de
Curtis Hanson,Awards Circuit Community Awards,1997.0,ACCA,Won,en
Sanjay Patel,"Academy Awards, USA",2016.0,Oscar,Nominated,en
Adam Foulkes,Annecy International Animated Film Festival,2005.0,Advertising or Promotional Film Award,Won,en
Roger Michell,New York Film Festival,2013.0,Grand Marnier Fellowship Award,Nominated,en
Andrzej Brzozowski,Krakow Film Festival,1968.0,Silver Hobby-Horse of Cracow,Won,pl
Grant Heslov,AACTA International Awards,2012.0,AACTA International Award,Nominated,en
Antoine de Caunes,"César Awards, France",1999.0,César,Nominated,en
Amanda Kernell,Santa Barbara International Film Festival,2017.0,Valhalla Award,Won,sv
Emeric Pressburger,Venice Film Festival,1949.0,Golden Lion,Nominated,en
Rodolfo Kuhn,Mar del Plata Film Festival,1962.0,FIPRESCI Prize,Won,es
David Wenham,Gold Derby Awards,2003.0,Gold Derby Award,Nominated,en
Paul Cammermans,Moscow International Film Festival,1987.0,Golden Prize,Nominated,en
Masahiro Shinoda,Awards of the Japanese Academy,2000.0,Award of the Japanese Academy,Nominated,ja
Ellen Burstyn,"Academy Awards, USA",1974.0,Oscar,Nominated,en
Fyodor Khitruk,Nika Awards,2007.0,Nika,Won,ru
Robert Rodriguez,Imagen Foundation Awards,2006.0,Imagen Award,Nominated,en
Pekka Veikkolainen,Tampere International Short Film Festival,2013.0,Best Documentary,Won,en
Mikhail Kalatozov,Cannes Film Festival,1958.0,Palme d'Or,Won,ru
David Robert Mitchell,Rondo Hatton Classic Horror Awards,2015.0,Rondo Statuette,Nominated,en
Costa-Gavras,New York Film Critics Circle Awards,1969.0,NYFCC Award,Won,fr
Frank Hall Green,Gasparilla International Film Festival,2015.0,Grand Jury,Won,en
Faouzi Bensaïdi,Brest European Short Film Festival,1998.0,Best First Work,Won,en
Stig Bergqvist,Ottawa International Animation Festival,1994.0,OIAF Award,Won,en
Nicholas Meyer,Hugo Awards,1992.0,Hugo,Nominated,en
Giorgi Shengelaia,Berlin International Film Festival,1986.0,Silver Berlin Bear,Won,en
Teresa Fabik,"Amanda Awards, Norway",2004.0,Best Nordic Newcomer,Won,sv
Jenny Lewis,Young Artist Awards,1988.0,Young Artist Award,Nominated,en
Maarten Koopman,Biarritz International Festival of Audiovisual Programming,1997.0,Golden FIPA,Won,nl
Andrei Konchalovsky,"Golden Eagle Awards, Russia",2015.0,Golden Eagle,Nominated,en
Fabián Bielinsky,Bogota Film Festival,2001.0,Golden Precolumbian Circle,Nominated,es
Marilou Diaz-Abaya,Gawad Urian Awards,2000.0,Gawad Urian Award,Nominated,en
Thomas Ciulei,Romanian Union of Filmmakers,2008.0,Romanian Union of Filmmakers Award,Won,en
Phedon Papamichael,"American Society of Cinematographers, USA",2014.0,ASC Award,Nominated,en
Massimiliano D'Epiro,Concorto Film Festival,2017.0,Golden Donkey Award,Nominated,it
Frank Darabont,"Writers Guild of America, USA",1991.0,WGA Award (TV),Nominated,en
Carl Reiner,Gold Derby Awards,2007.0,Gold Derby TV Award,Nominated,en
Miranda July,Sundance Film Festival,2005.0,Special Jury Prize,Won,en
Joseph L. Mankiewicz,"Directors Guild of America, USA",1986.0,Lifetime Achievement Award,Won,en
Anita Killi,Berlin International Film Festival,2000.0,Deutsches Kinderhilfswerk - Special Award,Won,en
Andrew Stanton,DVD Exclusive Awards,2003.0,DVDX Award,Won,en
Adam Bernstein,PGA Awards,2015.0,PGA Award,Won,en
Charles Officer,"Canadian Screen Awards, CA",2014.0,Canadian Screen Award,Nominated,en
Phil Solomon,Ann Arbor Film Festival,1995.0,Jury Award,Won,en
Atıf Yılmaz,Antalya Golden Orange Film Festival,1966.0,Golden Orange,2nd place,tr
Andrew Haigh,Dinard British Film Festival,2011.0,Special Mention,Won,en
Ernesto Daranas,Oslo Films from the South Festival,2014.0,Films from the South Award,Nominated,es
Sally Wainwright,BAFTA Awards,2013.0,BAFTA TV Award,Won,en
Kevin Dunn,Screen Actors Guild Awards,2015.0,Actor,Nominated,en
Diego Rougier,NYC Indie Film Awards,2016.0,NYC Indie Film Award,Nominated,es
Miguel Bardem,Ft. Lauderdale International Film Festival,2005.0,Jury Award,Won,es
Phil Comeau,Cinema on the Bayou Film Festival,2016.0,Goujon Caille: Spotted Catfish,Won,en
Walter Carvalho,Brazilia Festival of Brazilian Cinema,1996.0,Candango Trophy,Won,pt
George Miller,"Golden Globes, USA",2016.0,Golden Globe,Nominated,en
Melissa Jo Peltier,"Writers Guild of America, USA",1998.0,WGA Award (TV),Nominated,en
Johnny Darrell,Leo Awards,2013.0,Leo,Won,en
Roberto Catani,Annecy International Animated Film Festival,2014.0,Special Distinction,Won,en
Bong Joon-ho,Cannes Film Festival,2008.0,Un Certain Regard Award,Nominated,ko
Bryan Norton,Sitges - Catalonian International Film Festival,2013.0,Maria,Nominated,en
Jannes Hendrikz,Clermont-Ferrand International Short Film Festival,2007.0,Canal+ Award,Won,en
Christoph Waltz,Central Ohio Film Critics Association,2010.0,COFCA Award,Won,de
Scarlett Johansson,Golden Schmoes Awards,2006.0,Golden Schmoes,2nd place,en
Attila Mispál,Hungarian Film Week,2005.0,Best Debut Film,Won,hu
Whoopi Goldberg,TV Land Awards,2008.0,TV Land Award,Nominated,en
Ferenc Moldoványi,Oberhausen International Short Film Festival,1988.0,Honorable Mention,Won,en
Xie Jin,Shanghai International Film Festival,2007.0,Special Artistic Achievement Award,Won,zh
Hal Needham,"Academy Awards, USA",2013.0,Honorary Award,Won,en
John Seale,Chicago Film Critics Association Awards,2000.0,CFCA Award,Nominated,en
Yash Chopra,Asia Pacific Screen Awards,2008.0,FIAPF Award for Outstanding Achievement in Film,Won,hi
Susanna Lira,International Documentary Association,2013.0,IDA Award,Nominated,pt
Georges Schwizgebel,Hiroshima International Animation Festival,2002.0,Special Prize,Won,en
Christa Moesker,Algarve International Film Festival,1999.0,Grand Prize of the City of Portimão,Nominated,en
Nelson Yu Lik-wai,Los Angeles Film Critics Association Awards,2008.0,LAFCA Award,Won,cn
S. Epatha Merkerson,Screen Actors Guild Awards,1998.0,Actor,Nominated,en
Cameron Crowe,Dallas-Fort Worth Film Critics Association Awards,2001.0,DFWFCA Award,Nominated,en
Wu Nien-Jen,Hong Kong Film Awards,1991.0,Hong Kong Film Award,Nominated,zh
K. S. Ravikumar,"Tamil Nadu State Film Awards, India",1994.0,Creative Award,Won,en
Scarlett Johansson,"American Comedy Awards, USA",2014.0,American Comedy Award,Nominated,en
Leszek Dawid,Polish Film Awards,2012.0,Eagle,Nominated,pl
Blake Robbins,Newport Beach Film Festival,2014.0,Jury Award,Won,en
Christian Bonke,CPH:DOX,2011.0,Danish Dox Award,Nominated,en
Stefan Sarazin,Verona Love Screens Film Festival,2003.0,Best Film,Won,de
Pernille Rose Grønkjær,Film Independent Spirit Awards,2008.0,Independent Spirit Award,Nominated,en
Nana Patekar,Awards of the International Indian Film Academy,2006.0,Popular Award,Nominated,hi
Maria de Medeiros,"Golden Globes, Portugal",2001.0,Golden Globe,Won,pt
Nicolás Rincón Gille,Cinéma du Réel,2007.0,Joris Ivens Award,Won,es
Paco Plaza,Sitges - Catalonian International Film Festival,2007.0,Best Film,Nominated,es
Terrence Malick,Sydney Film Festival,2011.0,Sydney Film Prize,Nominated,en
Laura Poitras,International Online Cinema Awards (INOCA),2015.0,INOCA,Won,en
Carlitos Ruiz Ruiz,Premios ACE,2009.0,Premio ACE,Won,es
Francis Ford,"Academy Awards, USA",1980.0,Oscar,Nominated,en
Alec Baldwin,"National Board of Review, USA",2000.0,NBR Award,Won,en
Peter O'Fallon,New York International Film and TV Festival,2016.0,Silver World Medal,2nd place,en
Ivan Mena,Kansas City FilmFest,2015.0,Festival Prize,Nominated,es
Alberto Lattuada,David di Donatello Awards,1982.0,Golden Medal of the Minister of Tourism,Won,it
Ezequiel Radusky,Cannes Film Festival,2013.0,Critics Week - Special Mention,Won,en
Bridget Terry,Christopher Awards,2002.0,Christopher Award,Won,en
Andrew Kotatko,Los Angeles Cinefest,2017.0,Los Angeles Cinefest Award,Nominated,en
Emilio Fernández,"Ariel Awards, Mexico",1975.0,Golden Ariel,Won,en
Philip Rosenthal,Primetime Emmy Awards,2003.0,Primetime Emmy,Won,en
Rachel Tunnard,"East End Film Festival, UK",2016.0,Accession Award,Won,en
Laure Prouvost,Rotterdam International Film Festival,2011.0,Tiger Award for Short Film,Nominated,en
Chris Landreth,"Canadian Screen Awards, CA",2014.0,Canadian Screen Award,Won,en
Baz Luhrmann,Cannes Film Festival,1992.0,Award of the Youth,Won,en
Dwayne Johnson-Cochran,Chicago International Film Festival,1999.0,Gold Hugo,Nominated,en
Brendon O'Loughlin,Philadelphia FirstGlance Film Festival,2010.0,Festival Award,Won,en
Franziska Meletzky,Bavarian Film Awards,2017.0,Bavarian Film Award,Won,de
Olivia Wilde,Golden Schmoes Awards,2010.0,Golden Schmoes,Nominated,en
Billy Wilder,"Golden Globes, USA",1973.0,Golden Globe,Nominated,en
Jesper Quistgaard,Odense International Film Festival,2013.0,Audience Award,Nominated,da
Mario O'Hara,Gawad Urian Awards,1977.0,Gawad Urian Award,Nominated,en
Børge Ring,Hiroshima International Animation Festival,1985.0,Festival Prize,Won,en
Fariborz Kamkari,Santa Barbara International Film Festival,2017.0,Jury Award,Nominated,it
Ingo Rasper,Max Ophüls Festival,2002.0,Best Short Film,Nominated,de
Adrien Brody,Screen Actors Guild Awards,2012.0,Actor,Nominated,en
Wes Anderson,Houston Film Critics Society Awards,2015.0,HFCS Award,Nominated,en
Hamilton Luske,Cannes Film Festival,1953.0,Grand Prize of the Festival,Nominated,en
Gordon Pinsent,Gemini Awards,1996.0,Gemini,Won,en
Julia Murat,Berlin International Film Festival,2017.0,FIPRESCI Prize,Won,pt
Gustavo Rondón Córdova,Amiens International Film Festival,2013.0,Screenplay Creation Fonds,Won,en
Tonje Hessen Schei,Bergen International Film Festival,2014.0,Check Points,Won,en
Alex van Warmerdam,Venice Film Festival,1996.0,FIPRESCI Prize,Won,nl
Denis Villeneuve,CinEuphoria Awards,2015.0,CinEuphoria,Nominated,en
Danny Tull,Jackson Hole Film Festival,2006.0,Cowboy Award,Won,en
Michael Verhoeven,Bavarian Film Awards,2017.0,Bavarian Film Award,Won,de
Paolo Benvenuti,Locarno International Film Festival,1996.0,Golden Leopard,Nominated,it
Anton Holden,Primetime Emmy Awards,1997.0,Primetime Emmy,Nominated,en
Fausto Brizzi,David di Donatello Awards,2007.0,David of the Youth,Nominated,it
Paolo Benvenuti,Golden Ciak Awards,2001.0,Golden Ciak,Nominated,it
Luis Puenzo,Argentinean Film Critics Association Awards,1986.0,Silver Condor,Won,en
Paolo Sorrentino,FICE - Federazione Italiana Cinema d'Essai,2011.0,FICE Award,Won,en
Don Hertzfeldt,UFVA Film Festival,1998.0,Second Prize,Won,en
Lee Anthony,Fort Myers Beach Film Festival,2014.0,Best Documentary,Won,de
Aki Kaurismäki,European Film Awards,1992.0,European Film Award,Nominated,fi
David Wnendt,Prix Europa,2011.0,Prix Europa,Won,de
Sergey Chekalov,Teletriumph,2011.0,Teletriumph,Nominated,ru
Prakash Raj,"National Film Awards, India",1998.0,Silver Lotus Award,Won,ta
Michelangelo Antonioni,David di Donatello Awards,1961.0,David,Won,it
Vlad Yudin,"Rincon International Film Festival, PR",2014.0,Excellence Award,Won,en
Jack Webb,Western Heritage Awards,1973.0,Bronze Wrangler,Won,en
Jamie Mitchell,Primetime Emmy Awards,1992.0,Primetime Emmy,Nominated,en
Emilio Fernández,"Ariel Awards, Mexico",1947.0,Silver Ariel,Won,en
Steven A. Wacker,Daytime Emmy Awards,2011.0,Daytime Emmy,Won,en
Jones,Phoenix Film Critics Society Awards,2014.0,PFCS Award,Nominated,en
Siddiq Barmak,Miami Film Festival,2004.0,Grand Jury Prize,Won,en
Maria Zmarz-Koczanowicz,Krakow Film Festival,2009.0,Award of the President of the Association of Polish Filmmakers,Won,pl
Stuart Gillard,"Directors Guild of America, USA",2011.0,DGA Award,Nominated,en
Percy Adlon,Venice Film Festival,1982.0,OCIC Award,Won,de
Roddy McDowall,Primetime Emmy Awards,1964.0,Primetime Emmy,Nominated,en
Denis Côté,Berlin International Film Festival,2013.0,Alfred Bauer Award,Won,en
Alex Pettyfer,Teen Choice Awards,2011.0,Teen Choice Award,Nominated,en
Martin Kollár,"Sun in a Net Awards, Slovakia",2016.0,Sun in a Net,Won,en
Axel Danielson,Nantucket Film Festival,2017.0,Audience Award,Won,sv
Amo Bek-Nazaryan,People's Artist of the Republic,1935.0,People's Artist of the Republic,Won,en
Peter Berg,Screen Actors Guild Awards,1997.0,Actor,Nominated,en
Adrien Brody,CinEuphoria Awards,2013.0,CinEuphoria,Nominated,en
Daisaku Kimura,Awards of the Japanese Academy,1986.0,Award of the Japanese Academy,Nominated,ja
Eddie Romero,FAMAS Awards,1967.0,FAMAS Award,Won,en
Tzahi Grad,Awards of the Israeli Film Academy,2007.0,Award of the Israeli Film Academy,Nominated,en
Aleksi Salmenperä,Marrakech International Film Festival,2007.0,Golden Star,Nominated,fi
Harvey Weinstein,PGA Awards,1999.0,PGA Award,Nominated,en
Eli Cohen,Awards of the Israeli Film Academy,2001.0,Award of the Israeli Film Academy,Nominated,en
Patrick Doyon,Hiroshima International Animation Festival,2012.0,Grand Prix,Nominated,fr
Víctor García León,Málaga Spanish Film Festival,2017.0,Special Mention,Won,en
John Crowley,BAFTA Awards,2008.0,BAFTA TV Award,Nominated,en
Román Chalbaud,Havana Film Festival,1997.0,Grand Coral - Third Prize,Won,es
Youssef Chahine,Berlin International Film Festival,1979.0,Silver Berlin Bear,Won,ar
Margarethe von Trotta,Gaudí Awards,2014.0,Gaudí Award,Nominated,de
