director_name,ceremony,year,category,outcome,original_language
Stefania Sandrelli,Argentinean Film Critics Association Awards,2001.0,Silver Condor,Nominated,it
José Sánchez Montes,Goya Awards,2017.0,Goya,Nominated,en
Robert Duvall,Online Film & Television Association,2007.0,OFTA Television Award,Won,en
Ilmar Raag,Karlovy Vary International Film Festival,2007.0,East of West Award - Special Mention,Won,en
Anthony Maras,Australian Film Institute,2005.0,AFI Award,Nominated,en
Sara Eustáquio,Chandler International Film Festival,2016.0,CIFF Award,Won,en
Phil Collins,"Golden Globes, USA",1985.0,Golden Globe,Nominated,en
Clint Eastwood,"National Society of Film Critics Awards, USA",2009.0,NSFC Award,3rd place,en
Sanjay Leela Bhansali,"National Film Awards, India",2016.0,Golden Lotus Award,Won,hi
David Farrier,Melbourne International Film Festival,2016.0,Most Popular Documentary,Nominated,en
Adetoro Makinde,Chicago International Film Festival,2007.0,Gold Hugo,Nominated,en
Jacques Bonnavent,Palm Springs International ShortFest,2010.0,Best of the Festival,Won,es
Lynn True,San Francisco International Asian American Film Festival,2011.0,Visual Achievement Award,Won,en
Marcelo Ferrari,Huelva Latin American Film Festival,2003.0,Audience Award,Won,en
Todd Haynes,Toronto Film Critics Association Awards,2002.0,TFCA Award,Nominated,en
Tara Illenberger,Cinemalaya Independent Film Festival,2014.0,Balanghai Trophy,Won,tl
Paul Newman,"Academy Awards, USA",1969.0,Oscar,Nominated,en
Joseph Losey,Sant Jordi Awards,1972.0,Sant Jordi,Won,en
Anne Wheeler,Leo Awards,2009.0,Leo,Won,en
Kamal,Filmfare Awards South,1996.0,Filmfare Award - Tamil Film Industry,Won,ml
David DeCoteau,GayVN Awards,2008.0,Hall of Fame,Won,en
Sílvia Munt,Fotogramas de Plata,1985.0,Fotogramas de Plata,Nominated,en
Penelope Spheeris,Temecula Valley International Film Festival,2003.0,Lifetime Achievement Award,Won,en
Gavin Millar,BAFTA Awards,2007.0,BAFTA TV Award,Won,en
Jean-François Rivard,Locarno International Film Festival,2004.0,Golden Pardino - Leopards of Tomorrow,Nominated,en
Martin Scorsese,BAFTA Awards,2012.0,David Lean Award for Direction,Nominated,en
Susan Coyne,Gemini Awards,2006.0,Gemini,Won,en
Fernando Fernán Gómez,Venice Film Festival,1984.0,Pasinetti Award,Won,es
Zhora Kryzhovnikov,Sochi Open Russian Film Festival,2014.0,Kinotavr Shorts Competition Prize,Won,ru
Dan Curtis,Television Critics Association Awards,1989.0,Career Achievement Award,Nominated,en
David Moore,MTV Movie + TV Awards,2005.0,MTV Movie Award,Nominated,en
Carola Fuentes,"Sunscreen Film Festival, US",2017.0,Jury Award,Won,es
Don Hertzfeldt,"Newport International Film Festival, Rhode Island",2001.0,Jury Award,Won,en
David Parker,"Cinema Audio Society, USA",2004.0,C.A.S. Award,Nominated,en
John Moffitt,CableACE Awards,1983.0,ACE,Nominated,en
Anna Maguire,British Film Institute Awards,2016.0,Short Film Award,Won,en
Anton Holden,"Motion Picture Sound Editors, USA",2006.0,Golden Reel Award,Nominated,en
Gunnar Fischer,Guldbagge Awards,2003.0,Honorary Award,Won,en
Kerri Green,Young Artist Awards,1987.0,Young Artist Award,Nominated,en
Guillaume Canet,"Globes de Cristal Awards, France",2007.0,Globe de Cristal,Won,fr
Harold Pinter,BAFTA Awards,1997.0,Academy Fellowship,Won,en
Chris Smith,Film Independent Spirit Awards,2008.0,John Cassavetes Award,Nominated,en
Al Pacino,Blockbuster Entertainment Awards,2000.0,Blockbuster Entertainment Award,Nominated,en
Matthias Schweighöfer,Bavarian TV Awards,2010.0,Bavarian TV Award,Nominated,de
Lam Lê,Amiens International Film Festival,2012.0,Special Jury Award,Won,fr
Daniele Vicari,"Golden Globes, Italy",2003.0,Golden Globe,Nominated,it
Nanni Loy,Avellino Neorealism Film Festival,1963.0,Laceno d'Oro,Won,it
Douglas Mackinnon,Hugo Awards,2015.0,Hugo,Nominated,en
Sylvain George,CPH:DOX,2009.0,New Vision Award,Nominated,en
Rabah Ameur-Zaïmeche,Olhar de Cinema - Curitiba International Film Festival,2015.0,Olhar Award - Best Film,Nominated,fr
Michael Haneke,Sitges - Catalonian International Film Festival,2003.0,Best Screenplay,Won,de
Ray Ashley,"Academy Awards, USA",1954.0,Oscar,Nominated,en
Kamal Kamal,Filmfare Awards South,2002.0,Filmfare Award - Tamil Film Industry,Nominated,en
Marc Schmidt,Camerimage,2013.0,Golden Frog,Nominated,nl
Víctor Gaviria,Málaga Spanish Film Festival,2017.0,Silver Biznaga,Won,es
Ira Sachs,Argentinean Film Critics Association Awards,2017.0,Silver Condor,Nominated,en
S. Shankar,"Tamil Nadu State Film Awards, India",1993.0,Creative Award,Won,ta
Werner Herzog,Torino Film Festival,2011.0,Gandhi's Glasses Award - Special Mention,Won,en
Christine Lahti,Satellite Awards,1997.0,Golden Satellite Award,Won,en
Greg Kohs,Slamdance Film Festival,2008.0,Grand Jury Prize,Won,en
Bill Condon,"Writers Guild of America, USA",2003.0,WGA Award (Screen),Nominated,en
Peter Anthony,Uranium International Film Festival,2016.0,Best Documentary,Won,da
Joost van Ginkel,Tribeca Film Festival,2010.0,Jury Award,Nominated,nl
Juri Rechinsky,Odessa International Film Festival,2017.0,Golden Duke,Nominated,en
James Schamus,Hamptons International Film Festival,2012.0,Industry Toast,Won,en
Anne Wild,"First Steps Awards, Germany",2002.0,First Steps Award,Nominated,de
Daniel Vega Vidal,Lima Latin American Film Festival,2010.0,Best Peruan Film,Won,es
Михаил Калатозишвили,Marrakech International Film Festival,2008.0,Golden Star,Won,en
Gianluca De Serio,Italian Documentary Academy Awards,2016.0,Italian Documentary Academy Award,Won,it
Edward Lyons,West Chester International Short Film Festival,2015.0,Festival Prize,Nominated,en
Nora Twomey,Annecy International Animated Film Festival,2009.0,Audience Award,Won,en
Yi'nan Diao,China Film Director's Guild Awards,2015.0,China Film Directors' Guild Award,Won,zh
Michael White,Black Reel Awards,2010.0,Black Reel,Nominated,en
Kwak Kyung-taek,Hawaii International Film Festival,2007.0,Achievement in Directing,Won,ko
Vitali Kanevsky,Cannes Film Festival,1992.0,Palme d'Or,Nominated,ru
Bertram Verhaag,Santa Cruz Film Festival,2005.0,Environmental Film Award,Won,de
Bob Castrone,Los Angeles Film Festival,2015.0,LA Muse Award,Nominated,en
Wim Wenders,German Film Critics Association Awards,1976.0,German Film Critics Award,Won,de
Tsung-Han Tsai,Encounters International Film Festival,2017.0,Brief Encounters Grand Prix,Nominated,en
Terrence Malick,Village Voice Film Poll,2011.0,VVFP Award,Won,en
George Veras,Daytime Emmy Awards,2004.0,Daytime Emmy,Nominated,en
Kari Juusonen,Sichuan TV Festival,2015.0,Gold Panda,Won,en
Tracey Ullman,Awards Circuit Community Awards,1994.0,ACCA,Nominated,en
Rebecca Hu,Offshoot Film Festival,2014.0,Jury Award,Won,en
Bam Margera,MTV Movie + TV Awards,2003.0,MTV Movie Award,Nominated,en
Jeremy Berg,Crimson Screen Horror Film Fest,2015.0,Crimmy,Nominated,en
Robert De Niro,Made in NY Awards,2012.0,MINY,Won,en
Cecilia Peck,Chicago International Film Festival,2006.0,Special Jury Prize,Won,en
Jennifer Morrison,"People's Choice Awards, USA",2017.0,People's Choice Award,Nominated,en
Darrell James Roodt,Taormina International Film Festival,2000.0,Taormina Arte Award,Won,en
Phil Sheerin,Raindance Film Festival,2015.0,Jury Prize,Won,en
Jack Bender,CableACE Awards,1985.0,ACE,Nominated,en
Ute Wieland,"Adolf Grimme Awards, Germany",2013.0,Adolf Grimme Award,Nominated,de
Jacques Audiard,"Magritte Awards, Belgium",2013.0,Magritte Award,Nominated,fr
Lauren Wolkstein,Odense International Film Festival,2011.0,Grand Prix,Nominated,en
Tom Hooper,BAFTA Awards,2011.0,David Lean Award for Direction,Nominated,en
Malcolm-Jamal Warner,Image Awards,2012.0,Image Award,Won,en
Dhanush,Zee Cine Awards,2014.0,Popular Award,Won,ta
Peter O'Toole,"Golden Globes, USA",1981.0,Golden Globe,Nominated,en
Mehmet Kurtulus,"New Faces Awards, Germany",1999.0,New Faces Award,Nominated,tr
Krzysztof Krauze,Polish Film Festival,1996.0,Special Jury Prize,Won,pl
Ian Sander,Primetime Emmy Awards,1992.0,Primetime Emmy,Nominated,en
Ryan Phillippe,Gotham Awards,2005.0,Gotham Independent Film Award,Nominated,en
Paul Currie,Film Critics Circle of Australia Awards,2017.0,FCCA Award,Nominated,en
Robert Kaylor,"National Society of Film Critics Awards, USA",1972.0,Richard and Hilda Rosenthal Foundation Award,Won,en
Ziad H. Hamzeh,Boston International Film Festival,2004.0,Best Documentary Feature,Won,en
Fenton Bailey,News & Documentary Emmy Awards,2012.0,Emmy,Nominated,en
Milan Blažeković,San Sebastián International Film Festival,1976.0,Golden Seashell,Won,hr
Gyula Maár,Mannheim-Heidelberg International Filmfestival,1974.0,Grand Prize,Won,hu
John Frankenheimer,"Academy of Science Fiction, Fantasy & Horror Films, USA",1997.0,Lifetime Achievement Award,Won,en
Edward Bernds,"National Board of Review, USA",1997.0,Special Citation,Won,en
Beyoncé Knowles,Satellite Awards,2003.0,Golden Satellite Award,Nominated,en
Hong Khaou,Sundance Film Festival,2011.0,Short Filmmaking Award,Nominated,en
Claire Denis,Namur International Festival of French-Speaking Film,1996.0,Golden Bayard,Nominated,fr
Eric Toledano,"Amanda Awards, Norway",2013.0,Amanda,Nominated,fr
Matti Kuortti,Jussi Awards,1989.0,Jussi,Won,en
Don Hertzfeldt,Humboldt International Film Festival,1997.0,Honorable Mention,Won,en
Leslie Dektor,"Directors Guild of America, USA",1987.0,DGA Award,Nominated,en
Elliot Silverstein,"Directors Guild of America, USA",1966.0,DGA Award,Nominated,en
Andrea Arnold,Stockholm Film Festival,2011.0,Bronze Horse,Nominated,en
Hideo Onchi,Hochi Film Awards,2003.0,Hochi Film Award,Won,ja
Athina Rachel Tsangari,Sydney Film Festival,2011.0,Sydney Film Prize,Nominated,en
Fred Quimby,"Academy Awards, USA",1947.0,Oscar,Won,de
João Jardim,Paris Brazilian Film Festival,2002.0,Audience Award,Won,pt
Mitsuo Yanagimachi,Awards of the Japanese Academy,1983.0,Award of the Japanese Academy,Nominated,ja
Oscar Ruiz Navia,Gramado Film Festival,2010.0,Kikito Critics Prize,Won,es
Konstantin Bojanov,Hamburg Film Festival,2011.0,Young Talent Award,Won,bg
Asghar Farhadi,Warsaw International Film Festival,2004.0,Grand Prix,Won,fa
Leslie Hope,KIDS FIRST! Film Festival,2008.0,KIDS FIRST! Best Award,3rd place,en
David Trueba,"Cinema Writers Circle Awards, Spain",2014.0,CEC Award,Nominated,es
Doris Dörrie,Berlin International Film Festival,2016.0,C.I.C.A.E. Award,Won,de
Susana Sousa Dias,International Documentary Film Festival of Navarra Punto de Vista,2011.0,Special Mention,Won,en
Laurent Cantet,Venice Film Festival,2005.0,Golden Lion,Nominated,en
David Brodie,Primetime Emmy Awards,2009.0,Primetime Emmy,Won,en
Warren Beatty,"Directors Guild of America, USA",1982.0,DGA Award,Won,en
Sylvie Rokab,Eugene International Film Festival,2014.0,Best Social Benefit Documentary,Won,en
Andrei Stempkovsky,Sochi Open Russian Film Festival,2010.0,Best Screenplay,Won,en
Rufus Beck,German Film Awards,1998.0,Film Award in Gold,Nominated,de
Patrick Kalyn,Visual Effects Society Awards,2005.0,VES Award,Won,en
Patrick Brice,iHorror Awards,2016.0,iHorror Award,Won,en
Malcolm D. Lee,Image Awards,2006.0,Image Award,Nominated,en
Arnold Schwarzenegger,"Academy of Science Fiction, Fantasy & Horror Films, USA",1995.0,Saturn Award,Nominated,en
Martin Enlen,Hof International Film Festival,1991.0,Best New Director Promotional Award,Won,de
Marie Amachoukeli,Cannes Film Festival,2014.0,Un Certain Regard Award,Nominated,fr
Nikos Nikolaidis,Chicago International Film Festival,1999.0,Gold Hugo,Nominated,el
Magdalena Lazarkiewicz,Créteil International Women's Film Festival,1986.0,Grand Prix,Won,pl
Nonzee Nimibutr,Thailand National Film Association Awards,2000.0,National Film Association Award,Won,th
Ane Siderman,Mecal Chile - Festival Latinoamericano e Internacional de Cortometrajes,2012.0,Award PROVOCA to the Best Documentary Short Film,Won,pt
Ben Affleck,Broadcast Film Critics Association Awards,2011.0,Critics Choice Award,Nominated,en
Terre Weisman,New Hampshire Film Festival,2003.0,Best Feature,Won,en
Sudabeh Mortezai,Hong Kong International Film Festival,2014.0,FIPRESCI Prize,Nominated,de
Marc Isaacs,Krakow Film Festival,2010.0,Silver Horn,Won,en
Jean-Luc Godard,Venice Film Festival,1962.0,Special Jury Prize,Won,fr
Jia Zhangke,Buenos Aires International Festival of Independent Cinema,2001.0,Best Film,Won,zh
Kaspar Jancis,Krakow Film Festival,2012.0,Prix UIP Cracow (European Short Film),Won,en
David Lean,New York Film Critics Circle Awards,1952.0,NYFCC Award,3rd place,en
Gracia Querejeta,Goya Awards,2016.0,Goya,Nominated,es
Rudolf Ising,"Academy Awards, USA",1937.0,Oscar,Nominated,en
Daniele Luchetti,Seville European Film Festival,2007.0,Silver Giraldillo,Won,it
Corneliu Porumboiu,Astra Film Festival Sibiu,2014.0,Festival Prize,Won,ro
Erik Clausen,Shanghai International Film Festival,1995.0,Golden Goblet,Won,da
Frederick de Cordova,Primetime Emmy Awards,1987.0,Primetime Emmy,Nominated,en
Nicolas Provost,Locarno International Film Festival,2005.0,Golden Pardino - Leopards of Tomorrow,Nominated,en
Abner Benaim,Málaga Spanish Film Festival,2015.0,Silver Biznaga,Won,es
Rashid Masharawi,Montpellier Mediterranean Film Festival,1994.0,Critics Award,Won,en
Bahman Ghobadi,Gijón International Film Festival,2002.0,Grand Prix Asturias,Nominated,fa
William Wyler,New York Film Critics Circle Awards,1955.0,NYFCC Award,3rd place,en
Carlos Saura,Los Angeles Latino International Film Festival,1999.0,Lifetime Achievement Award,Won,es
Baltasar Kormákur,Göteborg Film Festival,2013.0,Dragon Award,Nominated,en
Ben Stiller,Primetime Emmy Awards,1993.0,Primetime Emmy,Won,en
Jaromil Jireš,Chicago International Film Festival,1972.0,Gold Hugo,Nominated,cs
Matthew Heineman,Newport Beach Film Festival,2012.0,Achievement Award,Won,en
Michel Hazanavicius,"Directors Guild of America, USA",2012.0,DGA Award,Won,fr
Zach Braff,MTV Movie + TV Awards,2005.0,MTV Movie Award,Nominated,en
Wally Pfister,"Academy Awards, USA",2009.0,Oscar,Nominated,en
Nils Malmros,Festróia - Tróia International Film Festival,1998.0,Golden Dolphin,Nominated,da
Dennis Stein-Schomburg,Hamburg International Short Film Festival,2015.0,Hamburg Short Film Award,Nominated,en
Yves Ciampi,Moscow International Film Festival,1965.0,Grand Prix,Nominated,en
Sean Bardin,Bare Bones International Film & Music Festival,2011.0,Bonehead Award,Nominated,en
Alex Infascelli,David di Donatello Awards,2001.0,David,Won,it
Hatem Khraiche Ruiz-Zorilla,Málaga Spanish Film Festival,2010.0,Special Jury Award,Won,es
Oliver Mielke,German Comedy Awards,2004.0,German Comedy Award,Nominated,de
Volker Koepp,German Critics Association Awards,1993.0,Critics Award,Won,de
Johannes Naber,Moscow International Film Festival,2010.0,Special Jury Prize,Won,de
Clint Eastwood,"Golden Globes, USA",1993.0,Golden Globe,Won,en
Ross Partridge,Phoenix Film Festival,2011.0,Copper Wing Award,Won,en
Olivier Assayas,International Online Cinema Awards (INOCA),2016.0,INOCA,2nd place,en
Ken Loach,Venice Film Festival,1986.0,Golden Lion,Nominated,en
Michel Deville,Prix Louis Delluc,1988.0,Prix Louis Delluc,Won,fr
Henry Winkler,Daytime Emmy Awards,1985.0,Daytime Emmy,Nominated,en
Ali F. Mostafa,Abu Dhabi Film Festival,2014.0,Black Pearl Award,Nominated,ar
Mark A.Z. Dippé,Sitges - Catalonian International Film Festival,1997.0,Best Film,Nominated,en
Britta Sjogren,Aspen Shortsfest,1996.0,Special Recognition,Won,en
Edward Zwick,"Academy of Science Fiction, Fantasy & Horror Films, USA",2004.0,Saturn Award,Nominated,en
Cory Bowles,Screen Nova Scotia Awards,2017.0,Screen Nova Scotia Award,Nominated,en
Mai Zetterling,Venice Film Festival,1963.0,Best Short Film,Won,en
Michael Winterbottom,Valladolid International Film Festival,2001.0,Golden Spike,Nominated,en
Angus Wall,Awards Circuit Community Awards,2010.0,ACCA,Won,en
Želimir Gvardiol,Qabila Film Festival,2014.0,Festival Award,Won,en
Leslie Cockburn,News & Documentary Emmy Awards,2002.0,Emmy,Nominated,en
Todd Field,Film Independent Spirit Awards,2002.0,Independent Spirit Award,Nominated,en
Carmen Castillo,Miami Film Festival,2008.0,Special Mention,Won,fr
Larry Lansburgh,"Academy Awards, USA",1976.0,Oscar,Nominated,en
Bernie Zelvis,Montecatini Filmvideo - International Short Film Festival,1998.0,Special Award,Won,en
Charles Bennett,"Writers Guild of America, USA",1995.0,Laurel Award for Screen Writing Achievement,Won,en
Agim Sopi,Top Indie Film Awards,2017.0,June Award,Won,en
Michel Ocelot,Annecy International Animated Film Festival,1991.0,FIPRESCI Prize,Won,fr
Åke Lindman,Jussi Awards,1988.0,Jussi,Won,fi
Juan Carlos Marí,Goya Awards,2004.0,Goya,Won,en
Murilo Salles,"ACIE Awards, Brazil",2004.0,ACIE Award,Nominated,pt
Shuchi Talati,NoBudge Awards,2013.0,Best Director,Won,en
Walter Heynowski,Krakow Film Festival,1978.0,Special Mention,Won,de
Duane Hopkins,Dresden Film Festival,2002.0,Best Short Film,3rd place,en
Ed Harris,Women's Image Network Awards,2005.0,WIN Award,Won,en
Gábor Reisz,Torino Film Festival,2014.0,Audience Award,Won,hu
Jack O'Connell,Cannes Film Festival,2015.0,Chopard Trophy,Won,da
Steven Shainberg,Sundance Film Festival,2002.0,Grand Jury Prize,Nominated,en
Rosanna Arquette,Boston Society of Film Critics Awards,1984.0,BSFC Award,Won,en
Michael Goldenberg,"Academy of Science Fiction, Fantasy & Horror Films, USA",2008.0,Saturn Award,Nominated,en
Bahman Ghobadi,Istanbul International Film Festival,2007.0,People's Choice Award,Won,fa
Carlo Mazzacurati,Venice Film Festival,1999.0,Children and Cinema Award - Special Mention,Won,it
Emer Reynolds,Sydney Film Festival,2017.0,Audience Award,Nominated,en
Alessandro Rak,Golden Ciak Awards,2014.0,Golden Ciak,Won,it
Ivo Lopes Araújo,Guadalajara International Film Festival,2014.0,Mayahuel Award,Won,pt
Larenz Tate,Image Awards,1998.0,Image Award,Nominated,en
Hyun-Yung Chang,Puchon International Fantastic Film Festival,2008.0,Best Korean Short Film,Won,ko
Laurent Cantet,Robert Festival,2010.0,Robert,Nominated,en
Tom McCarthy,Denver Film Critics Society,2016.0,DFCS Award,Won,en
Dominik Graf,"Adolf Grimme Awards, Germany",2012.0,Adolf Grimme Award,Won,de
Titus Paar,SFV Festival,2006.0,Bronze Medal,3rd place,en
Matthew Heineman,Montclair Film Festival (MFF),2017.0,Special Jury Prize,Won,en
Marco Bellocchio,Italian National Syndicate of Film Journalists,2002.0,Silver Ribbon,Won,en
Andrew L. Stone,Walk of Fame,1960.0,Star on the Walk of Fame,Won,en
Mort Nathan,"Writers Guild of America, USA",1988.0,WGA Award (TV),Nominated,en
Giovanni Giommi,Torino Film Festival,2011.0,Prize of the City of Torino,Nominated,en
Paddy Considine,Sundance Film Festival,2011.0,Directing Award,Won,en
Damir Catic,WorldFest Houston,2015.0,Platinum Award,Won,en
Todd Haynes,International Online Cinema Awards (INOCA),2016.0,INOCA,2nd place,en
Hermína Týrlová,San Sebastián International Film Festival,1970.0,Golden Seashell,Won,cs
Rebecca Baron,Ann Arbor Film Festival,1999.0,Jury Award,Won,en
Ben Chace,Los Angeles Film Festival,2015.0,World Fiction Award,Nominated,en
Isa Qosja,Cinema for Peace Awards,2015.0,Cinema for Peace Award for Justice,Won,sq
Martin McDonagh,Italian Online Movie Awards (IOMA),2009.0,IOMA,Won,en
Jean-Gabriel Périot,Tribeca Film Festival,2010.0,Jury Award,Nominated,en
Michael Collier,Primetime Emmy Awards,2006.0,Primetime Emmy,Nominated,en
Dalibor Matanić,Bratislava International Film Festival,2009.0,Special Mention,Won,hr
Dave Rock,Riverside International Film Festival,2011.0,Best of Show,Won,en
Roberto Benigni,David di Donatello Awards,1998.0,David,Won,it
John Frankenheimer,"Directors Guild of America, USA",1998.0,DGA Award,Nominated,en
Annie Eastman,SXSW Film Festival,2012.0,Audience Award,Won,en
Brett Ratner,FOCAL International Awards,2015.0,FOCAL Award,Won,en
Gil Portes,Metro Manila Film Festival,1990.0,Festival Prize,Won,en
Rian Johnson,Chicago Film Critics Association Awards,2012.0,CFCA Award,Nominated,en
Damian Horan,WorldFest Houston,2012.0,Special Jury Award,Won,en
Marco Turco,Biarritz International Festival of Audiovisual Programming,2011.0,Silver FIPA,Won,it
Ray Tintori,Sundance Film Festival,2007.0,Short Filmmaking Award - Honorable Mention,Won,en
Kim Ki-duk,Asian Film Awards,2013.0,Asian Film Award,Nominated,ko
Don Cheadle,Online Film & Television Association,2015.0,OFTA Television Award,Nominated,en
Antonello Fassari,Golden Ciak Awards,1995.0,Golden Ciak,Nominated,it
Joel Lamangan,FAMAS Awards,2006.0,FAMAS Award,Nominated,en
Ellen Burstyn,Critics Choice Television Awards,2013.0,Critics' Choice TV Award,Nominated,en
Joel Coen,BAFTA Awards,2008.0,BAFTA Film Award,Nominated,en
Davide Melini,Los Angeles Film Awards,2017.0,LAFA September Award,Won,en
Peter Gilbert,Chicago International Film Festival,1998.0,Gold Hugo,Nominated,en
Eric Lartigau,"César Awards, France",2015.0,César,Nominated,fr
Joel Lamangan,Star Awards for Movies,1996.0,Star Award,Won,en
Miguel Littín ,Santa Barbara International Film Festival,2010.0,Nueva Vision Award,Nominated,es
Cordell Barker,San Francisco International Film Festival,2002.0,Golden Gate Award,Won,en
Michael Cimino,Razzie Awards,1982.0,Razzie Award,Won,en
Santiago Giralt,Buenos Aires International Festival of Independent Cinema,2007.0,Best Local Film,Won,es
Jean-Pierre Jeunet,Tallinn Black Nights Film Festival,2001.0,Audience Award,Won,fr
Tom Zenker,German Camera Award,2001.0,German Camera Award - Outstanding Editing,Nominated,de
Roy Kellino,"Directors Guild of America, USA",1956.0,DGA Award,Nominated,en
Deepa Mehta,L.A. Outfest,1997.0,Audience Award,Won,en
John Ottman,"Academy of Science Fiction, Fantasy & Horror Films, USA",2015.0,Saturn Award,Nominated,en
Juan Carlos Rulfo,Miami Film Festival,2006.0,Grand Jury Prize,Won,en
Xiong Xin-Xin,Hong Kong Film Awards,2006.0,Hong Kong Film Award,Nominated,zh
Svetlana Proskurina,Pacific Meridian International Film Festival of Asia Pacific Countries,2005.0,Jury Award,Won,en
Kimi Takesue,Slamdance Film Festival,2002.0,Spirit of Slamdance Award,Won,en
Ramin Bahrani,Marrakech International Film Festival,2005.0,Golden Star,Nominated,en
Laurence Fishburne,Image Awards,2007.0,Image Award,Nominated,it
Seth Keal,Tribeca Film Festival,2012.0,Tribeca Online Festival Award,Won,en
Darren Conway,News & Documentary Emmy Awards,2016.0,Emmy,Nominated,en
Rainer Werner Fassbinder,German Film Awards,1979.0,Film Award in Gold,Won,de
Shim Sung-bo,Fantasporto,2015.0,Directors' Week Award,Nominated,ko
Amir Manor,Jerusalem Film Festival,2012.0,Haggiag Award,Nominated,en
David Newman,"National Society of Film Critics Awards, USA",1968.0,NSFC Award,Won,en
Radu Jude,Sundance Film Festival,2008.0,NHK Award,Won,en
Luigi Magni,David di Donatello Awards,1978.0,David,Won,it
D.A. Pennebaker,Online Film & Television Association,2002.0,OFTA Film Award,Won,en
Michael Ballhaus,Camerimage,2010.0,Lifetime Achievement Award,Won,de
Arne Skouen,Mar del Plata Film Festival,1959.0,Best Film,Nominated,no
Andrea Dorfman,Avanca Film Festival,2001.0,Special Mention - Feature Film,Won,en
Oscar Ruiz Navia,Seville European Film Festival,2014.0,New Waves Award,Won,es
Gianfranco Rosi,"César Awards, France",2017.0,César,Nominated,en
Boris von Borresholm,German Film Awards,1980.0,Honorary Award,Won,en
Lodge Kerrigan,Deauville Film Festival,2005.0,Grand Special Prize,Nominated,en
Ralph Fiennes,London Critics Circle Film Awards,1995.0,ALFS Award,Won,en
George Lucas,Visual Effects Society Awards,2007.0,Honorary Membership,Won,en
Kristina Grozeva,Istanbul International Film Festival,2017.0,FACE Award,Nominated,bg
Christopher Nolan,Online Film Critics Society Awards,2011.0,OFCS Award,Nominated,en
Jonas Geirnaert,Palm Springs International ShortFest,2004.0,Student Award,2nd place,en
Daniel Barnz,Lucas - International Festival of Films for Children and Young People,2008.0,Don Quijote Award,Won,en
Leslee Udwin,London Critics Circle Film Awards,2000.0,ALFS Award,Won,en
Danny Añonuevo,Cinemalaya Independent Film Festival,2010.0,Balanghai Trophy,Nominated,en
Lasse Hallström,"Directors Guild of America, USA",1988.0,DGA Award,Nominated,en
Vanessa Roth,Hamptons International Film Festival,2010.0,Victor Rabinowitz and Joanne Grant Award for Social Justice,Won,en
Ha Jung-woo,"Grand Bell Awards, South Korea",2015.0,Grand Bell Award,Nominated,ko
Patrick Bouchitey,Cannes Film Festival,1991.0,Palme d'Or,Nominated,fr
Erik Gustavson,"Amanda Awards, Norway",1993.0,Amanda,Won,en
Konrad Niewolski,RiverRun International Film Festival,2006.0,Jury Prize,Won,pl
Øystein Karlsen,"Golden Screen, Norway",2013.0,Golden Screen,Won,no
Anthony Maras,Flickerfest International Short Film Festival,2012.0,Best Australian Short Film,Won,en
Sofia Coppola,International Online Cinema Awards (INOCA),2004.0,INOCA,Won,en
Wolfgang Kohlhaase,German Film Awards,2006.0,Film Award in Gold,Nominated,de
Lonnie Schuyler,Cedar Rapids Independent Film Festival,2010.0,Audience Award,Won,en
Julie Taymor,Chlotrudis Awards,2001.0,Chlotrudis Award,Nominated,en
Federico Luppi,Argentinean Film Critics Association Awards,2003.0,Silver Condor,Nominated,en
Wanuri Kahiu,Los Angeles Pan African Film Festival,2010.0,Best Feature,Won,en
Richard Marquand,"Academy of Science Fiction, Fantasy & Horror Films, USA",1984.0,Saturn Award,Nominated,en
Jim Jarmusch,Provincetown International Film Festival,2004.0,Filmmaker on the Edge Award,Won,en
Felipe Guerrero,"T-Mobile New Horizons International Film Festival, Poland",2016.0,FIPRESCI Prize,Won,en
Philippe Harel,Tampere International Short Film Festival,1990.0,Prize of International Federation of Film Societies,Won,fr
M. Night Shyamalan,The Stinkers Bad Movie Awards,2006.0,Stinker Award,Nominated,en
Lee Hirsch,Bergen International Film Festival,2011.0,Audience Award,Won,en
Daniel Díaz Torres,Fribourg International Film Festival,1995.0,Don Quixote Award,Won,es
Asia Argento,Los Angeles Italian Film Awards,2003.0,Outstanding Achievement Award,Won,en
Ron Silver,Daytime Emmy Awards,2005.0,Daytime Emmy,Nominated,en
Paddy Considine,Hawaii International Film Festival,2011.0,EuroCinema Hawai'i Award,Nominated,en
Don Hertzfeldt,Cinematexas International Short Film Festival,2000.0,Cinematexas Spirit Award,Won,en
David Cronenberg,New York Film Critics Circle Awards,2005.0,NYFCC Award,2nd place,en
Ilker Çatak,Hamburg Film Festival,2017.0,Young Talent Award,Nominated,tr
Volker Schlöndorff,Film by the Sea International Film Festival,2007.0,Lifetime Achievement Award,Won,de
Judy Morris,Australian Film Institute,1986.0,AFI Award,Nominated,en
Sylvie Testud,Village Voice Film Poll,2010.0,VVFP Award,Nominated,fr
Roberto Garzelli,Montréal World Film Festival,2010.0,Bronze Zenith,Won,fr
Christopher Scott Cherot,Sundance Film Festival,1998.0,Grand Jury Prize,Nominated,en
Jan-Hinrik Drevs,"New Faces Awards, Germany",2009.0,New Faces Award,Nominated,de
Juliusz Machulski,Polish Film Festival,2004.0,Best Screenplay,Won,pl
Victor Salva,Sitges - Catalonian International Film Festival,2001.0,Best Film,Nominated,en
Richard Fleischer,"Academy Awards, USA",1948.0,Oscar,Won,en
