director_name,ceremony,year,category,outcome,original_language
Santiago Mitre,Academy of Motion Picture Arts and Sciences of Argentina,2008.0,Award of the Argentinean Academy,Nominated,es
Branko Schmidt,Split International Festival of New Film,2007.0,Grand Prix,Nominated,hr
Milčo Mančevski,David di Donatello Awards,1995.0,Special David,Won,en
Ben Browder,"Academy of Science Fiction, Fantasy & Horror Films, USA",2001.0,Saturn Award,Nominated,en
Dylan Baker,Online Film & Television Association,1999.0,OFTA Film Award,Nominated,en
Richard Todd,"Academy Awards, USA",1950.0,Oscar,Nominated,en
Martha Stephens,SXSW Film Festival,2010.0,Audience Award,Nominated,en
Spike Lee,Black Reel Awards,2000.0,Black Reel,Nominated,en
Ethan Hawke,Indiewire Critics' Poll,2014.0,ICP Award,3rd place,en
Yorgos Lanthimos,Lisbon & Estoril Film Festival,2009.0,Jaeger - LeCoultre Best Film Award,Nominated,en
Lal,"National Film Awards, India",2013.0,Silver Lotus Award,Won,ml
Torill Kove,New York City Short Film Festival,2006.0,Festival Award,Won,en
John Gussman,Port Townsend Film Festival,2014.0,Audience Award,Won,en
Steve Buscemi,Las Vegas Film Critics Society Awards,2002.0,Sierra Award,Won,en
Niki Caro,Sundance Film Festival,2003.0,Audience Award,Won,en
Talia Shire,Garden State Film Festival,2010.0,Wave of Excellence for Filmmaking,Won,en
Patricia Rozema,PEN Center USA West Literary Awards,2010.0,Literary Award,Nominated,en
Tony Leblanc,"Cinema Writers Circle Awards, Spain",2011.0,CEC Career Award,Won,es
Lucio Gaudino,Torino International Festival of Young Cinema,1995.0,Best Italian Short Film of the Year - Special Mention,Won,it
Konstantin Bronzit,Annecy International Animated Film Festival,2005.0,Cristal,Nominated,ru
Shyamaprasad,Kerala International Film Festival,2009.0,NETPAC Award,Won,ml
Sérgio Goldenberg,"ACIE Awards, Brazil",2006.0,ACIE Award,Won,pt
Brad Anderson,Sitges - Catalonian International Film Festival,2001.0,Best Director,Won,en
Steven Hilliard Stern,San Francisco International Film Festival,1999.0,Certificate of Merit,Won,en
Kris Avedisian,Fargo Film Festival,2017.0,Best Narrative Feature,Nominated,en
Jon Springer,"Buried Alive Film Festival, Atlanta",2009.0,Splitizie,Won,en
Kelly Moore,Ashland Independent Film Festival,2017.0,Special Mention,Won,en
Ang Lee,Gotham Awards,2002.0,Lifetime Achievement Award,Won,en
Denny Tedesco,International Documentary Association,2008.0,Music Documentary Award,Nominated,en
Ricardo Darín,Academy of Motion Picture Arts and Sciences of Argentina,2009.0,Award of the Argentinean Academy,Won,es
Peter Mettler,Nyon Visions du Réel,2002.0,Grand Prix,Won,en
Julie Taymor,Venice Film Festival,2002.0,Golden Lion,Nominated,en
Paul Thomas Anderson,Dublin Film Critics Circle Awards,2008.0,DFCC,Won,en
Rik Swartzwelder,The Attic Film Festival,2017.0,Best Male Performance,Nominated,en
Zach Braff,Central Ohio Film Critics Association,2005.0,COFCA Award,Won,en
Jon Gunn,Las Vegas International Film Festival,2009.0,Grand Jury Prize,Won,en
Beppe Grillo,David di Donatello Awards,1982.0,David,Won,it
Jennifer Ussi,Toronto Sprockets International Film Festival for Children,2001.0,Short Film Award,Won,en
Joel Coen,Iowa Film Critics Awards,2008.0,IFC Award,Won,en
Chi Chang,Nantes Three Continents Festival,2015.0,Golden Montgolfiere,Nominated,zh
Nacho Vigalondo,Chicago International Film Festival,2008.0,Gold Hugo,Nominated,en
Ava DuVernay,Image Awards,2015.0,Image Award,Nominated,en
Frederik Meldal Nørgaard,European Film Awards,2001.0,European Film Award,Nominated,da
Aaron Moorhead,Neuchâtel International Fantastic Film Festival,2015.0,Narcisse Award,Nominated,en
Lauren Greenfield,Sundance Film Festival,2012.0,Grand Jury Prize,Nominated,en
Kira Richards Hansen,Odense International Film Festival,2013.0,Grand Prix,Nominated,da
Robert De Niro,Karlovy Vary International Film Festival,2008.0,Special Prize for Outstanding Contribution to World Cinema,Won,en
Domingos de Oliveira,Mar del Plata Film Festival,1968.0,Best Film,Nominated,pt
Max Celada,Jogja-NETPAC Asian Film Festival,2013.0,Blencong Award,Nominated,en
Hatem Khraiche Ruiz-Zorilla,Valladolid International Film Festival,2012.0,Castile and León Short Film Award,Nominated,es
Hans W. Geißendörfer,Chicago International Film Festival,1978.0,Gold Hugo,Nominated,de
Erwin Wagenhofer,"Austrian Film Award, AT",2014.0,Austrian Film Award,Nominated,de
Michael Kahn,Online Film Critics Society Awards,2006.0,OFCS Award,Nominated,en
Steffen Schäffler,Ottawa International Animation Festival,2000.0,OIAF Award,Won,de
Jochen Alexander Freydank,Kansas City FilmFest,2009.0,Festival Prize,Won,de
Riki Lindhome,Behind the Voice Actors Awards,2014.0,BTVA Television Voice Acting Award,Nominated,en
Sara Johnsen,TheWIFTS Foundation International Visionary Awards,2012.0,The Jury Award,Won,en
Erwin Stranka,Eberswalde Film Festival,1980.0,Jury Prize,Nominated,de
Adirley Queirós,Locarno International Film Festival,2017.0,Signs of Life Section,Nominated,pt
Cynthia Wade,"Academy Awards, USA",2013.0,Oscar,Nominated,en
Wei Tung,Golden Horse Film Festival,1994.0,Golden Horse Award,Nominated,en
Neus Ballús,Alcalá de Henares Short Film Festival,2010.0,City of Alcalá Award,Won,en
Jay Chou,Hong Kong Film Awards,2007.0,Hong Kong Film Award,Won,zh
Jiří Weiss,San Sebastián International Film Festival,1960.0,Golden Seashell,Won,cs
Asghar Farhadi,Valladolid International Film Festival,2016.0,Golden Spike,Nominated,fa
George Lucas,The Stinkers Bad Movie Awards,2002.0,Stinker Award,Nominated,en
Scott Hicks,News & Documentary Emmy Awards,1994.0,Emmy,Won,en
Johnnie To,Sitges - Catalonian International Film Festival,2005.0,Best Film,Nominated,cn
Nina Paley,Athens International Film Festival,2008.0,Best Screenplay,Won,en
Lasse Hallström,Berlin International Film Festival,2002.0,Golden Berlin Bear,Nominated,en
Stephen Kessler,Slamdunk Film Festival,2001.0,Best Feature Film,Won,en
Mark Joffe,Karlovy Vary International Film Festival,1992.0,Crystal Globe,Nominated,en
Marieke Blaauw,San Francisco International Film Festival,2015.0,Golden Gate Award,Won,en
Luis de la Madrid,"Cinema Writers Circle Awards, Spain",2000.0,CEC Award,Nominated,es
Ramtin Lavafipour,Warsaw International Film Festival,2009.0,Competition 1-2 Award,Nominated,en
George Scott,Genie Awards,1980.0,Genie,Won,en
Andrew Haigh,Atlanta Film Festival,2009.0,Special Jury Award,Won,en
Tom Green,The Stinkers Bad Movie Awards,2000.0,Stinker Award,Won,en
Paul Thomas Anderson,Cannes Film Festival,2002.0,Palme d'Or,Nominated,en
Jean-Claude Codsi,Namur International Festival of French-Speaking Film,1994.0,Jury Special Prize,Won,en
Ido Haar,Jerusalem Film Festival,2015.0,Van Leer Group Foundation Award,Nominated,en
Christopher Di Nunzio,"Action on Film International Film Festival, USA",2015.0,Action on Film Award,2nd place,en
Marco Luca Cattaneo,Rome Film Fest,2011.0,Prospettive Award,Nominated,it
Simon Pummell,Edinburgh International Film Festival,2015.0,The Michael Powell Award for Best British Feature Film,Nominated,en
Tom Holland,Young Artist Awards,2016.0,Young Artist Award,Nominated,en
Pantelis Voulgaris,Thessaloniki Film Festival,1985.0,Hellenic Association of Film Critics Award,Won,en
Jon Bang Carlsen,Karlovy Vary International Film Festival,2015.0,Best Documentary,Nominated,en
Chris Hegedus,Sundance Film Festival,2001.0,Grand Jury Prize,Nominated,en
Rúnar Rúnarsson,Chicago International Film Festival,2011.0,Gold Hugo,Nominated,is
Sam Shepard,"Cinema Writers Circle Awards, Spain",2012.0,CEC Award,Nominated,en
Brian Knappenberger,"Writers Guild of America, USA",2013.0,WGA Award (Screen),Nominated,en
Peter Lord,Annecy International Animated Film Festival,1993.0,Audience Award,Won,en
Travis Knight,Awards Circuit Community Awards,2012.0,ACCA,Nominated,en
Paul Verhoeven,"César Awards, France",2017.0,César,Nominated,de
Adrien Brody,International Online Film Critics' Poll,2010.0,IOFCP Award,Nominated,en
Eddie Cahyono,Five Flavours Film Festival,2015.0,New Asian Cinema,Won,en
Bruce Paltrow,Primetime Emmy Awards,1986.0,Primetime Emmy,Nominated,en
Jonathan auf der Heide,Australian Academy of Cinema and Television Arts (AACTA) Awards,2015.0,AACTA Award,Won,en
Aleksey Batalov,People's Artist of the USSR,1976.0,People's Artist of the USSR,Won,ru
Daihachi Yoshida,Cannes Film Festival,2007.0,Critics Week Grand Prize,Nominated,ja
Michal Žabka,Hiroshima International Animation Festival,2002.0,Special Jury Prize,Won,cs
Borja Cobeaga,San Sebastián International Film Festival,2014.0,Irizar Award,Won,es
Jeffrey Jeturian,Moscow International Film Festival,2006.0,FIPRESCI Prize,Won,en
Yves Simoneau,Primetime Emmy Awards,2007.0,Primetime Emmy,Nominated,en
Yves Ciampi,Moscow International Film Festival,1965.0,Golden Prize,Won,en
Satyajit Ray,Berlin International Film Festival,1966.0,UNICRIT Award,Won,bn
Todd Looby,Midwest Independent Film Festival,2013.0,Best of the Midwest Award,Won,en
Frederico Serra,Monte-Carlo TV Festival,2011.0,Golden Nymph,Nominated,en
Uberto Pasolini,VOICES Festival,2014.0,The Grand Prix Award,Won,en
Mark Ruffalo,Screen Actors Guild Awards,2015.0,Actor,Nominated,en
Andrea Frazzi,Ft. Lauderdale International Film Festival,2000.0,Jury Award,Won,it
John Huston,Chicago International Film Festival,1979.0,Gold Hugo,Nominated,en
Sue Brooks,Australian Film Institute,2003.0,AFI Award,Won,en
Teller,CinEuphoria Awards,2014.0,CinEuphoria,Nominated,en
Woody Harrelson,MTV Movie + TV Awards,1994.0,MTV Movie Award,Won,en
Joseph Losey,Cannes Film Festival,1971.0,Palme d'Or,Won,en
Nicolau Breyner,Monte-Carlo TV Festival,2012.0,Golden Nymph,Nominated,pt
Francesco Rosi,Munich Film Festival,1998.0,CineMerit Award,Won,it
François Pirot,"Magritte Awards, Belgium",2013.0,Magritte Award,Nominated,fr
Patricia Lovell,Australian Film Institute,2004.0,Raymond Longford Award,Won,en
Corrie Chen,WOW Film Festival,2012.0,WOW Award,Won,en
Guðmundur Arnar Guðmundsson,Fünf Seen Film Festival,2017.0,Audience Award,Nominated,en
Samuel Abrahams,Encounters International Film Festival,2010.0,Brief Encounters Best of the South West Award,Won,en
Luciano Emmer,Italian National Syndicate of Film Journalists,1949.0,Silver Ribbon,Won,it
Paul Bettany,Evening Standard British Film Awards,2004.0,Evening Standard British Film Award,Won,en
Julia Loktev,AFI Fest,2011.0,Grand Jury Prize,Won,en
Olexa Hewryk,Daytime Emmy Awards,2009.0,Daytime Emmy,Won,en
Géza von Radványi,Moscow International Film Festival,1965.0,Grand Prix,Nominated,de
Mariem Pérez Riera,Chicago International Film Festival,2007.0,Audience Choice Award,Won,es
Fernández Costanza,Guadalajara International Film Festival,2013.0,PREMIO MAGUEY,Nominated,en
Andrew Kötting,Chicago International Film Festival,1993.0,Silver Plaque,Won,en
Paul Leduc,Havana Film Festival,1985.0,Grand Coral - First Prize,Won,en
Paolo Virzì,"Golden Globes, Italy",2014.0,Golden Globe,Nominated,it
Tom Tykwer,Gijón International Film Festival,2000.0,Grand Prix Asturias,Nominated,de
Jorge Sánchez-Cabezudo,"Cinema Writers Circle Awards, Spain",2007.0,CEC Award,Won,es
Anders Thomas Jensen,Bodil Awards,2001.0,Bodil,Nominated,da
Chris Brown,MTV Video Music Awards (VMA),2013.0,VMA,Nominated,en
James Cameron,BAFTA Awards,1998.0,David Lean Award for Direction,Nominated,en
John Seale,Awards Circuit Community Awards,1996.0,ACCA,2nd place,en
Phil Comeau,Festival international du cinema francophone en Acadie,2016.0,Audience Award,Won,en
Nathan Hughes-Berry,Aesthetica Short Film Festival,2015.0,Festival Prize,Nominated,en
Vishal Bhardwaj,Zee Cine Awards,2005.0,Technical Award,Won,hi
José María Forqué,Goya Awards,1995.0,Honorary Goya,Won,en
John Dahl,Online Film & Television Association,2011.0,OFTA Television Award,Nominated,en
Annemarie Jacir,Istanbul International Film Festival,2013.0,Golden Tulip,Nominated,en
Bill Tytla,Annie Awards,1981.0,Winsor McCay Award,Won,en
Leigh Jason,New York Film Critics Circle Awards,1994.0,NYFCC Award,2nd place,en
Richard Attenborough,BAFTA Awards,1978.0,BAFTA Film Award,Nominated,en
Hilde Van Mieghem,Nederlands Film Festival,2014.0,Audience Award,Nominated,nl
Elio Petri,Berlin International Film Festival,1973.0,Golden Berlin Bear,Nominated,it
Joe C. Maxwell,Emerging Cinematographer Awards,2001.0,EC Award,Won,en
Hou Hsiao-hsien,Cannes Film Festival,1996.0,Palme d'Or,Nominated,zh
Chris Terrio,Deauville Film Festival,2004.0,Grand Special Prize,Nominated,en
Stanley Donen,Boxoffice Magazine Awards,1957.0,Boxoffice Blue Ribbon Award,Won,en
William A. Wellman,Oldenburg Film Festival,2000.0,German Independence Honorary Award,Won,en
Ken Finkleman,Gemini Awards,1999.0,Gemini,Nominated,en
Bruno Polidoro,Gramado Film Festival,2010.0,Prêmio Assembleia Legislativa - Mostra de Curtas Gaúchos,Won,pt
Amit Dutta,Entrevues Film Festival,2009.0,Grand Prix,Nominated,en
Om Raut,Filmfare Awards,2016.0,Filmfare Award,Won,en
Christoph Waltz,Italian Online Movie Awards (IOMA),2013.0,IOMA,Won,de
Chris Munro,"Academy Awards, USA",2000.0,Oscar,Nominated,en
Jeremy Podeswa,Ghent International Film Festival,1999.0,Grand Prix,Nominated,en
Dev Benegal,Torino International Festival of Young Cinema,1994.0,Prize of the City of Torino,Nominated,en
Steve Buscemi,"New York Film Critics, Online",2001.0,NYFCO Award,Won,en
Beyoncé Knowles,Primetime Emmy Awards,2013.0,Primetime Emmy,Nominated,en
Torstein Grude,CPH:DOX,2017.0,F:ACT Award,Nominated,en
Haro Senft,Berlin International Film Festival,2012.0,Berlinale Camera,Won,en
Klaus Maria Brandauer,Moscow International Film Festival,1995.0,Andrei Tarkovsky Award,Won,de
Vera Farmiga,Gold Derby Awards,2017.0,Gold Derby TV Award,Nominated,en
Alan Bridges,Moscow International Film Festival,1985.0,Golden Prize,Nominated,en
Sean Penn,BAFTA Awards,2004.0,BAFTA Film Award,Nominated,en
Dean Bennett,Directors Guild of Canada,2013.0,DGC Team Award,Nominated,en
Paul Campion,Rushes Soho Shorts Festival,2008.0,Short Film Award,Nominated,en
Nate Parker,"168 Film Festival, US",2013.0,Best Actor,Won,en
Maria Schrader,German Film Awards,1999.0,Film Award in Gold,Won,de
Ross Katz,"Writers Guild of America, USA",2010.0,WGA Award (TV),Won,en
Kihachiro Kawamoto,China International Cartoon and Digital Art Festival,2006.0,Grand Prix,Won,ja
Sandra Kogut,Oberhausen International Short Film Festival,1995.0,Main Prize,Won,pt
Paul Lynch,CableACE Awards,1985.0,ACE,Won,en
Peter Mullan,Palm Springs International ShortFest,1996.0,Jury Award,Won,en
Alonso Ruiz Palacios,Morelia International Film Festival,2014.0,Feature Film Competition Award,Won,es
Ian & Cooper,Screen Actors Guild Awards,2004.0,Actor,Won,en
Simão Cayatte,CinEuphoria Awards,2016.0,CinEuphoria,Won,pt
Ike Jarlego Jr.,Gawad Urian Awards,1986.0,Gawad Urian Award,Nominated,en
Bae Chang-ho,Korean Association of Film Critics Awards,1988.0,Korean Association of Film Critics Award,Won,ko
Christoph Waltz,"Academy of Science Fiction, Fantasy & Horror Films, USA",2013.0,Saturn Award,Nominated,de
Valéry Rosier,World Premieres Film Festival,2016.0,Intercontinental Prize,Nominated,es
Shemi Zarhin,Chicago International Film Festival,2012.0,Gold Hugo,Nominated,en
Stig Andersen,"Amanda Awards, Norway",1999.0,Amanda,Nominated,en
Dominga Sotomayor Castillo,"T-Mobile New Horizons International Film Festival, Poland",2012.0,Grand Prix,Won,en
Andrei Konchalovsky,Cannes Film Festival,1994.0,Palme d'Or,Nominated,en
Richard Pryor,Walk of Fame,1993.0,Star on the Walk of Fame,Won,en
Sergei Debizhev,Nika Awards,2015.0,Nika,Nominated,ru
David Steinberg,Primetime Emmy Awards,1990.0,Primetime Emmy,Nominated,en
Vojtěch Jasný,Cannes Film Festival,1959.0,Palme d'Or,Nominated,de
Darren Aronofsky,London Critics Circle Film Awards,2009.0,ALFS Award,Nominated,en
Constantin Popescu,"Gopo Awards, Romania",2011.0,Gopos Award,Nominated,en
Steve Cuden,MicroCineFest,2002.0,Grand Jury Award,Won,en
Derek Hockenbrough,"Sunscreen Film Festival, US",2013.0,Festival Prize,Won,en
Jochen Kuhn,Hamburg International Short Film Festival,2014.0,Jury Award (German Competition),Nominated,en
Alberto Mariscal,"Ariel Awards, Mexico",1952.0,Silver Ariel,Nominated,en
Carlo J. Caparas,FAMAS Awards,1980.0,FAMAS Award,Won,en
James Jones,DVD Exclusive Awards,2006.0,DVDX Award,Won,en
Olle Hellbom,Berlin International Film Festival,1978.0,Golden Berlin Bear,Nominated,sv
Robert De Niro,Hollywood Film Awards,2015.0,Career Achievement Award,Won,en
Anthony Maras,Melbourne International Film Festival,2011.0,Best Australian Short Film,Won,en
Hayao Miyazaki,Tokyo Anime Award,2009.0,Animation of the Year,Won,ja
Jonah Markowitz,Provincetown International Film Festival,2016.0,Audience Award,Won,en
Puri Jagannath,South Indian International Movie Awards,2013.0,SIIMA - Telugu,Nominated,te
Raimundas Banionis,Lithuanian Film Awards,2009.0,Silver Crane,Won,lt
B.P. Paquette,Cinéfest Sudbury,2004.0,Best Canadian Film,Nominated,en
Wayne Hope,Australian Film Institute,2004.0,AFI Award,Nominated,en
Sergey Loznitsa,Cinéma du Réel,2015.0,Short Film Award,Nominated,en
Tom Ford,Gold Derby Awards,2017.0,Gold Derby Award,Nominated,en
Michael Noer,Tallinn Black Nights Film Festival,2013.0,Just Film Award,Nominated,da
Jonathan Hodgson,London Critics Circle Film Awards,1984.0,Mari Kuttna Prize for Animation,Won,en
Oday Rasheed,Warsaw International Film Festival,2011.0,Competition 1-2 Award,Nominated,en
Mira Nair,Venice Film Festival,2002.0,UNESCO Award,Won,en
John Williams,"Academy Awards, USA",1972.0,Oscar,Won,en
Rustin Thompson,Chicago Underground Film Festival,2000.0,Gold Jury Award,Won,en
Jorg Fockele,L.A. Outfest,1998.0,Audience Award,Won,de
Tim Hetherington,Alliance of Women Film Journalists,2011.0,EDA Award,Nominated,en
Liz Holzman,Daytime Emmy Awards,1997.0,Daytime Emmy,Nominated,en
Tara Illenberger,Star Awards for Movies,2016.0,Star Award,Nominated,tl
Mikael Kristersson,Guldbagge Awards,1999.0,Guldbagge,Nominated,en
Caetano Veloso,Brazilia Festival of Brazilian Cinema,1967.0,Candango Trophy,Won,pt
Víctor Laplace,Cartagena Film Festival,2000.0,Golden India Catalina,Won,es
John Barnard,Black Point Film Festival,2003.0,Festival Award,Won,en
Alan Mak,Golden Horse Film Festival,2003.0,Golden Horse Award,Nominated,en
Abbas Kiarostami,Locarno International Film Festival,1989.0,Prize of the Ecumenical Jury - Special Mention,Won,en
Henri-Georges Clouzot,Mar del Plata Film Festival,1961.0,Best Film,Nominated,fr
Maxim Pozdorovkin,Melbourne International Film Festival,2013.0,Most Popular Documentary,Nominated,en
Vincent Brando,Washington DC Independent Film Festival,2012.0,Grand Jury Award,Won,en
Louis C.K.,Primetime Emmy Awards,1999.0,Primetime Emmy,Won,en
Judi Dench,Gold Derby Awards,2011.0,Gold Derby Award,Won,en
Viesturs Kairišs,Latvian National Film Festival,2009.0,Latvian Film Prize,Nominated,lv
Stev Elam,Boston International Film Festival,2015.0,Best Director,Won,en
Franc Roddam,Cannes Film Festival,1987.0,Palme d'Or,Nominated,en
Hiner Saleem,São Paulo International Film Festival,2003.0,International Jury Award,Nominated,fr
Craig Brewer,Washington DC Area Film Critics Association Awards,2005.0,WAFCA Award,Nominated,en
Rufus Norris,Giffoni Film Festival,2012.0,Golden Gryphon,2nd place,en
Sebastián Lelio,Havana Film Festival,2013.0,Grand Coral - Third Prize,Won,es
Mamoru Hosoda,Mainichi Film Concours,2012.0,Mainichi Film Concours,Won,ja
Ole Christian Madsen,Ole Awards,2012.0,Ole,Nominated,da
Julie Anne Robinson,Online Film & Television Association,2013.0,OFTA Television Award,Nominated,en
David Steinberg,Primetime Emmy Awards,2014.0,Primetime Emmy,Nominated,en
Kim Ki,Venice Film Festival,2004.0,FIPRESCI Prize,Won,en
Daniel Attias,Online Film & Television Association,2002.0,OFTA Television Award,Nominated,en
Tim Heidecker,Philadelphia Film Festival,2012.0,Honorable Mention,Won,en
Max Färberböck,Bavarian TV Awards,2011.0,Bavarian TV Award,Won,de
Martin Smith,Leo Awards,2009.0,Leo,Nominated,en
Arliss Howard,Western Heritage Awards,2000.0,Bronze Wrangler,Won,en
Yves Montmayeur,Tribeca Film Festival,2013.0,Jury Award,Nominated,en
Arnold de Parscau,Chicago International Film Festival,2014.0,Gold Hugo,Nominated,en
Dimitris Athanitis,Washington DC Independent Film Festival,2017.0,Best International Film,Nominated,en
Lynn Hamrick,Chicago International Film Festival,1996.0,Gold Plaque,Won,en
Beate Thalberg,"Romy Gala, Austria",2002.0,Romy,Won,de
Cristian Nemescu,CineMAiubit - International Student Film Festival,2000.0,Prize for 16 mm Fiction Films,Won,ro
Jonathan Glazer,"Cinema Bloggers Awards, Portugal",2015.0,Cinema Bloggers Award,Nominated,en
Philippe Pollet-Villard,"Academy Awards, USA",2008.0,Oscar,Won,en
Philippe Orreindy,Capalbio Cinema,2003.0,Best Creative Idea,Won,en
Raúl Marchand Sánchez,Tribeca Film Festival,2002.0,Jury Award,Nominated,es
Helen Hunt,Viewers for Quality Television Awards,1997.0,Q Award,Won,en
Stephen Weeks,Sitges - Catalonian International Film Festival,1975.0,Prize of the International Critics' Jury,Won,en
John Sayles,Chicago Film Critics Association Awards,1992.0,CFCA Award,Nominated,en
Shane Black,Razzie Awards,1994.0,Razzie Award,Nominated,en
Pedro Pires,Genie Awards,2010.0,Genie,Won,en
Francis Ford Coppola,Thessaloniki Film Festival,2005.0,Honorary Golden Alexander,Won,en
John Francis Daley,YoungStar Awards,2000.0,YoungStar Award,Nominated,en
Carlos Cuarón,Awards Circuit Community Awards,2002.0,ACCA,Nominated,en
Rhys Graham,Australian Film Institute,2007.0,AFI Award,Nominated,en
Blake Edwards,Rhode Island International Film Festival,2001.0,Lifetime Achievement Award,Won,en
Sarah Polley,Cinéfest Sudbury,2006.0,Best Canadian First Feature,Won,en
Barney Platts-Mills,Chicago International Film Festival,1973.0,Gold Hugo,Nominated,en
Hans Petter Moland,San Sebastián International Film Festival,1995.0,Special Mention,Won,en
Johnnie To,Golden Bauhinia Awards,2004.0,Golden Bauhinia,Won,cn
Miley Cyrus,MTV Movie + TV Awards,2009.0,MTV Movie Award,Won,en
Ingrid Stenersen,Berlin Interfilm Festival,2015.0,Best Film,Nominated,en
Francesca Archibugi,Venice Film Festival,1998.0,OCIC Award,Won,it
Kátia Lund,Stockholm Film Festival,2002.0,Best Short Film,Won,en
Martin Sheen,Walk of Fame,1989.0,Star on the Walk of Fame,Won,en
Kirsten Dunst,Satellite Awards,2015.0,Satellite Award,Nominated,en
Rithy Panh,Rome Film Fest,2008.0,Golden Marc'Aurelio Award,Nominated,en
Mike Gray,BAFTA Awards,1980.0,BAFTA Film Award,Nominated,en
Rafael Urban,Cinema Brazil Grand Prize,2012.0,Cinema Brazil Grand Prize,Nominated,en
Sean Nelson,Pocono Mountains Film Festival,2011.0,Festival Prize,Won,en
Bill Douglas,Berlin International Film Festival,1979.0,FIPRESCI Prize,Won,en
Nana Ekvtimishvili,Sofia International Film Festival,2017.0,Best Director,Won,ka
Hermine Huntgeburth,Bavarian TV Awards,2008.0,Bavarian TV Award,Won,de
Jeff Frost,Art Directors Guild,2016.0,Excellence in Production Design Award,Nominated,en
Mark Schlichter,Baden-Baden TV Film Festival,1995.0,Special Award,Won,de
Erica Dunton,Sarasota Film Festival,2006.0,Jury Prize,Won,en
Jon Red,Hong Kong International Film Festival,2004.0,Silver DV Award,Won,en
John Cromwell,New York Film Critics Circle Awards,1939.0,NYFCC Award,2nd place,en
Bruce Weber,International Documentary Association,1988.0,IDA Award,Won,en
Oskar Roehler,German Film Critics Association Awards,2014.0,German Film Critics Award,Nominated,de
Karel Reisz,Evening Standard British Film Awards,1982.0,Evening Standard British Film Award,Won,en
Alex Law,Hong Kong Film Awards,1986.0,Hong Kong Film Award,Nominated,cn
Aleksandr Veledinskiy,Russian Guild of Film Critics,2006.0,White Elephant,Nominated,ru
Tadashi Imai,Montréal World Film Festival,1991.0,Prize of the Ecumenical Jury,Won,ja
Michael Mann,Robert Festival,2001.0,Robert,Nominated,en
Mischa Kamp,"Golden and Platin Film, Netherlands",2012.0,Golden Film,Won,nl
Anders Thomas Jensen,São Paulo International Film Festival,2005.0,Audience Award,Won,da
Eddie Garcia,Star Awards for Movies,2006.0,Star Award,Nominated,en
Kirk Douglas,San Sebastián International Film Festival,1958.0,Zulueta Prize,Won,en
Casey Affleck,Seattle Film Critics Awards,2017.0,Seattle Film Critics Award,Won,en
Michael Keaton,San Diego Film Critics Society Awards,2014.0,SDFCS Award,Won,en
José Padilha,"Prêmio Qualidade, Brazil",2007.0,Prêmio Qualidade,Won,en
Rebecca Cremona,California Film Awards,2014.0,Silver Award,Won,mt
Martin Scorsese,Dallas-Fort Worth Film Critics Association Awards,1994.0,DFWFCA Award,3rd place,en
Javier Mariscal,Annecy International Animated Film Festival,2011.0,FNAC Award,Won,en
Juan José Jusid,Cartagena Film Festival,1998.0,Golden India Catalina,Won,es
Marco Ferreri,"Cinema Writers Circle Awards, Spain",1960.0,"""Jimeno"" Revelation Award",Won,it
Sergey Loznitsa,Rotterdam International Film Festival,2013.0,Tiger Award for Short Film,Nominated,en
Lake Bell,Chicago Film Critics Association Awards,2013.0,CFCA Award,Nominated,en
Adirley Queirós,Brazilia Festival of Brazilian Cinema,2014.0,Canal Brasil Acquisition Award,Won,pt
Giorgos Georgopoulos,Los Angeles Greek Film Festival (LAGFF),2012.0,Orpheus Award,Nominated,en
Tom Rosenberg,Film Independent Spirit Awards,2007.0,Independent Spirit Award,Nominated,en
Jessica Oreck,AFI Fest,2014.0,Audience Award,Nominated,en
Phil Comeau,Cinequest San Jose Film Festival,1997.0,Best First Feature,Won,en
Yael Melamede,News & Documentary Emmy Awards,2015.0,Emmy,Won,en
Cristiano Bortone,São Paulo International Film Festival,2016.0,International Jury Award,Nominated,it
Li Xiaofeng,Yamagata International Documentary Film Festival,2013.0,Ogawa Shinsuke Prize,Nominated,zh
Frederico Serra,Torino Film Festival,2008.0,Cipputi Award,Won,en
Euros Lyn,"SFX Awards, UK",2007.0,SFX Award,Won,en
Ang Lee,Asia-Pacific Film Festival,1994.0,Best Film,Won,en
Aashiq Abu,Kerala State Film Awards,2012.0,Kerala State Film Award,Won,ml
Craig Ferguson,Daytime Emmy Awards,2017.0,Daytime Emmy,Nominated,en
Hrvoje Hribar,Pula Film Festival,2006.0,"Audience Award ""Golden Gate Pula""",Won,hr
Steve Buscemi,Screen Actors Guild Awards,2014.0,Actor,Nominated,en
Stephen Frears,Film Independent Spirit Awards,1988.0,Independent Spirit Award,Nominated,en
Aleksandr Proshkin,Nika Awards,1989.0,Nika,Won,ru
Marco Bonfanti,Venice Film Festival,2016.0,Venezia Classici Award,Nominated,en
DeShon Hardy,Winter Film Awards,2016.0,Award of Excellence,Nominated,en
Roberta Durrant,Lucas - International Festival of Films for Children and Young People,2013.0,Lucas,Won,en
Todd Haynes,Sitges - Catalonian International Film Festival,1991.0,Special Prize of the Jury,Won,en
Nuran Calis,"Nuremberg Film Festival ""Turkey-Germany""",2014.0,Best Film,Nominated,de
Tony Palmer,Viareggio EuropaCinema,1988.0,EuropaCinema Platinum Award,Won,en
Peter Gessner,Mannheim-Heidelberg International Filmfestival,1966.0,Interfilm Award,Won,en
Haider Rashid,Golden Ciak Awards,2014.0,Golden Ciak,Nominated,en
