director_name,ceremony,year,category,outcome,original_language
Leslie Zemeckis,Hollywood Film Awards,2012.0,Hollywood Discovery Award,Won,en
Hwang Dong-hyuk,Blue Dragon Awards,2014.0,Blue Dragon Award,Nominated,ko
Ayşe Polat,Ankara International Film Festival,2005.0,Special Award of the Jury,Won,de
Craig Monahan,Rencontres Internationales du Cinema des Antipodes,2014.0,Audience Award,Won,en
Gerard Johnstone,SXSW Film Festival,2014.0,Audience Award,Nominated,en
Brendan Hay,Primetime Emmy Awards,2015.0,Primetime Emmy,Nominated,en
Paul Morrell,MTV Movie + TV Awards,2007.0,MTV Movie Award,Nominated,en
Eric Toledano,European Film Awards,2012.0,European Film Award,Nominated,fr
Andrea Sedláčková,Chicago International Film Festival,2014.0,Audience Choice Award,Nominated,cs
Sai Paranjape,Filmfare Awards,1985.0,Filmfare Award,Won,en
Jean-Louis Bertuccelli,Fantasporto,1985.0,International Fantasy Film Award,Nominated,fr
Bill Forsyth,Tokyo International Film Festival,1987.0,Special Jury Prize,Won,en
Demián Bichir,Film Independent Spirit Awards,2012.0,Independent Spirit Award,Nominated,en
Grant Orchard,Annecy International Animated Film Festival,2011.0,Junior Jury Award,Won,en
Ellen Burstyn,Online Film & Television Association,2016.0,OFTA Television Award,Won,en
Leon Dai,"Golden Bell Awards, Taiwan",2007.0,Golden Bell Award,Nominated,zh
Ralph Staub,"Academy Awards, USA",1945.0,Oscar,Nominated,en
David Leland,Christopher Awards,2002.0,Christopher Award,Won,en
Édouard Molinaro,Karlovy Vary International Film Festival,1996.0,Crystal Globe,Nominated,fr
Ellen Kuras,Sundance Film Festival,1995.0,Cinematography Award,Won,en
Sam Esmail,Seoul International Drama Awards,2016.0,Individual Award,Nominated,en
Kang Je-gyu,Shanghai International Film Festival,2015.0,Golden Goblet,Nominated,ko
Peter Patzak,Moscow International Film Festival,1997.0,Golden St. George,Nominated,de
Ralph Waite,Taormina International Film Festival,1980.0,Golden Charybdis,Nominated,en
Michael Larnell,Sundance Film Festival,2015.0,Audience Award,Nominated,en
Tristán Bauer,Huelva Latin American Film Festival,1990.0,Golden Colon,Won,es
Ventura Pons,Festróia - Tróia International Film Festival,2000.0,OCIC Award,Won,en
Simon Staho,Robert Festival,2005.0,Robert,Nominated,en
William Mesa,BAFTA Awards,1994.0,BAFTA Film Award,Nominated,en
James Ivory,Sant Jordi Awards,1987.0,Sant Jordi,Won,en
Bùi Thạc Chuyên,Granada Film Festival Cines del Sur,2010.0,NETPAC Prize,Won,vi
Karen Kelly,Zagreb World Festival of Animated Films,1996.0,Second Prize,Won,en
Hans Canosa,Hamptons International Film Festival,2002.0,Golden Starfish Award,Nominated,en
Kim Han-min,"Grand Bell Awards, South Korea",2014.0,Grand Bell Award,Won,ko
Nassar,South Indian International Movie Awards,2013.0,SIIMA - Telugu,Nominated,ta
Clint Eastwood,Film Society of Lincoln Center,1996.0,Gala Tribute,Won,en
Jan Svěrák,Czech Lions,2011.0,Czech Lion,Nominated,cs
Russell Calabrese,Primetime Emmy Awards,2007.0,Primetime Emmy,Nominated,en
Im Sang-soo,Stockholm Film Festival,2001.0,Bronze Horse,Nominated,ko
Ridley Scott,PGA Awards,2016.0,PGA Award,Nominated,en
Dong-hun Choi,Hawaii International Film Festival,2012.0,Audience Award,Won,ko
Juan Antonio Bardem,"Cinema Writers Circle Awards, Spain",1952.0,"""Jimeno"" Revelation Award",Won,es
Michael Glawogger,"Austrian Film Award, AT",2012.0,Austrian Film Award,Won,de
Jack O'Connell,Monte-Carlo TV Festival,2010.0,Golden Nymph,Nominated,da
Fernando Franco,Gaudí Awards,2013.0,Gaudí Award,Nominated,en
Oliver Stone,PGA Awards,1990.0,PGA Award,Nominated,en
Fernand Melgar,Jihlava International Documentary Film Festival,2014.0,Best World Documentary,Nominated,es
Aram Garriga,Sitges - Catalonian International Film Festival,2013.0,New Visions Award,Nominated,en
Bruno Nuytten,"César Awards, France",1987.0,César,Nominated,fr
Massimiliano De serio,Locarno International Film Festival,2011.0,Junior Jury Award,2nd place,en
Bernard Rapp,7 d'Or Night,1988.0,7 d'Or,Won,fr
Kambuzia Partovi,Fajr Film Festival,2017.0,Crystal Simorgh,Won,fa
Bernd Eichinger,Bavarian Film Awards,1994.0,Bavarian Film Award,Won,de
Michael Dudok de Wit,Nederlands Film Festival,2001.0,Golden Calf,Nominated,en
Eric Toledano,European Film Awards,2012.0,European Film Award,Nominated,fr
Hayao Miyazaki,"Academy Awards, USA",2003.0,Oscar,Won,ja
Ole Christian Madsen,Istanbul International Film Festival,2015.0,Golden Tulip,Nominated,da
Gabriel Abrantes,Locarno International Film Festival,2011.0,Film and Video Subtitling Award,Won,en
Akira Kurosawa,Blue Ribbon Awards,1999.0,Special Award,Won,ja
Peter Sattler,Abu Dhabi Film Festival,2014.0,Black Pearl Award,Nominated,en
Russell Brown,Northern Virginia International Film and Music Festival,2017.0,Jury Prize,Won,en
Anthony Minghella,BAFTA/LA Britannia Awards,2006.0,Britannia Award,Won,en
Terence Hill,Bambi Awards,1975.0,Bambi,Won,it
Lotfi Achour,Cannes Film Festival,2016.0,Palme d'Or - Best Short Film,Nominated,ar
Richard Mostler,Berlin International Film Festival,1956.0,Grand Bronze Plaque,Won,en
Daniele Anastasion,Sundance Film Festival,2011.0,Grand Jury Prize,Nominated,en
James Spione,Rhode Island International Film Festival,2011.0,First Prize,Won,en
Chus Gutiérrez,Goya Awards,2009.0,Goya,Nominated,en
Daniel Filho,São Paulo Association of Art Critics Awards,1977.0,APCA Trophy,Won,pt
Mostofa Sarwar Farooki,Asia-Pacific Film Festival,2012.0,Best Screenplay,Nominated,bn
Thomas Newman,International Film Music Critics Award (IFMCA),2015.0,IFMCA Award,Nominated,en
Chito S. Roño,Gawad Urian Awards,1999.0,Gawad Urian Award,Nominated,en
Ethan Hawke,"Academy Awards, USA",2015.0,Oscar,Nominated,en
Blayne Weaver,"Hill Country Film Festival, US",2012.0,Best Feature,Won,en
Mathieu Delaporte,"César Awards, France",2013.0,César,Nominated,fr
Ray Klonsky,Hot Docs Canadian International Documentary Festival,2014.0,Best Canadian Documentary,Nominated,en
Alexander Olch,CPH:DOX,2009.0,CPH:DOX Award,Nominated,en
Hassan Yektapanah,Locarno International Film Festival,2004.0,Netpac Award,Won,en
Elia Kazan,"Directors Guild of America, USA",1952.0,DGA Award,Nominated,en
Mark Fergus,Online Film Critics Society Awards,2007.0,OFCS Award,Won,en
Brillante Mendoza,Durban International Film Festival,2008.0,Best Film,Won,en
Philippe Orreindy,Montréal World Film Festival,2002.0,First Prize (Short Films),Won,en
John Ottman,"Academy of Science Fiction, Fantasy & Horror Films, USA",1996.0,Saturn Award,Won,en
Tobe Hooper,MTV Video Music Awards (VMA),1984.0,VMA,Nominated,en
Nana Ekvtimishvili,Hong Kong International Film Festival,2013.0,FIPRESCI Prize,Won,ka
Nikša Sviličić,Cairo International Film Festival,2009.0,Golden Pyramid,Nominated,hr
Noël Wells,Dallas International Film Festival,2017.0,Grand Jury Prize,Won,en
Christopher Nolan,Chicago Film Critics Association Awards,2014.0,CFCA Award,Nominated,en
Dick Tuinder,Nederlands Film Festival,1993.0,Grolsch Film Award,Won,en
David Jaure,Indie Gathering International Film Festival,2014.0,Indie Gathering Award,Nominated,en
Alphan Eşeli,Hong Kong Asian Film Festival,2013.0,New Talent Award,Won,en
Steve Yeager,Sundance Film Festival,1998.0,Filmmakers Trophy,Won,en
Jacques-Rémy Girerd,BAFTA Awards,1995.0,BAFTA Film Award,Nominated,fr
Sara Blecher,Los Angeles Film Festival,2015.0,World Fiction Award,Nominated,en
Timothy A. Chey,Hamptons International Film Festival,1997.0,Golden Starfish Award,Nominated,en
Robert Marianetti,Ottawa International Animation Festival,2004.0,OIAF Award,Won,en
Andrew Lang,Havana Film Festival,2009.0,Coral,Won,en
Niki Caro,Rotterdam International Film Festival,2003.0,Audience Award,Won,en
Lee Jones,Broadcast Film Critics Association Awards,2008.0,Critics Choice Award,Nominated,en
Nagisa Ōshima,Chicago International Film Festival,1976.0,Special Jury Prize,Won,ja
Kavi Raz,Palm Beach International Film Festival,2006.0,Audience Award,Won,en
Mathias Gokalp,Prix Louis Delluc,2009.0,Prix Louis Delluc,Nominated,fr
Diego Quemada-Díez,Amiens International Film Festival,2007.0,Special Mention,Won,en
Ruben Östlund,Sundance Film Festival,2011.0,Short Filmmaking Award,Nominated,en
Nana,Online Film & Television Association,1998.0,OFTA Television Award,Nominated,en
Sean MacLeod Phillips,Visual Effects Society Awards,2014.0,VES Award,Nominated,en
Sally Sussman Morina,Daytime Emmy Awards,1999.0,Daytime Emmy,Nominated,en
Gene Kelly,ASCAP Film and Television Music Awards,1989.0,Pied Piper Award,Won,en
Scott Tanner Jones,Filmstock International Film Festival,2009.0,Audience Award,Won,en
Natalie Portman,Central Ohio Film Critics Association,2017.0,COFCA Award,Nominated,en
Peter Capaldi,Los Angeles Film Critics Association Awards,2009.0,LAFCA Award,2nd place,en
Jeremy Lalonde,Canadian Cinema Editors Awards,2016.0,Canadian Cinema Editors Award,Nominated,en
Mark Ruffalo,Awards Circuit Community Awards,2004.0,ACCA,Nominated,en
David Stenn,Razzie Awards,1992.0,Razzie Award,Nominated,en
Andrew Lancaster,ARIA Music Awards,1999.0,ARIA Music Award,Won,en
Jerzy Kucia,Krakow Film Festival,1979.0,Special Jury Prize,Won,en
Mike Judge,"Writers Guild of America, USA",2017.0,Animation Writers Caucus Animation Award,Won,en
Liddy Oldroyd,BAFTA Awards,1995.0,BAFTA TV Award,Nominated,en
Ferzan Ozpetek,Moscow International Film Festival,2012.0,Golden St. George,Nominated,it
Luchino Visconti,Venice Film Festival,1967.0,Golden Lion,Nominated,it
Johannes Naber,Max Ophüls Festival,2011.0,Max Ophüls Award,Won,de
Luis Sánchez-Polack,"TP de Oro, Spain",1978.0,TP de Oro,Won,en
Tom Tykwer,Chlotrudis Awards,2002.0,Chlotrudis Award,Nominated,de
Roger Michell,Directors Guild of Great Britain,2005.0,DGGB Award,Nominated,en
Jan Schomburg,German Film Critics Association Awards,2012.0,German Film Critics Award,Nominated,de
Yorgos Lanthimos,British Independent Film Awards,2015.0,British Independent Film Award,Nominated,en
Venu,Kerala State Film Awards,2004.0,Kerala State Film Award,Won,ml
David Mamet,Chlotrudis Awards,2001.0,Chlotrudis Award,Nominated,en
Joan Chen,Film Critics Circle of Australia Awards,2008.0,FCCA Award,Won,en
Luca Miniero,Italian Online Movie Awards (IOMA),2011.0,IOMA,Nominated,it
Baz Luhrmann,Gold Derby Awards,2010.0,Gold Derby Award,3rd place,en
Vera Tschechowa,German Film Awards,1962.0,Film Award in Gold,Won,de
Toshifumi Matsushita,New Jersey International Festival,2009.0,Honorable Mention,Won,en
Jean Vallée,Gijón International Film Festival,2005.0,Special Prize of the Young Jury,Won,en
Alexandra Dahlström,Guldbagge Awards,1999.0,Guldbagge,Won,en
Guy Nattiv,Arcipelago - International Festival of Short Films and New Images,2003.0,ConCorto Award,Won,en
Lars Lennart Forsberg,Leipzig DOK Festival,2000.0,Don Quixote Award - Honorable Mention,Won,sv
Belkacem Hadjadj,Fribourg International Film Festival,1996.0,Youth Jury Award,Won,en
Gilles Béhat,Chicago International Film Festival,1984.0,Gold Hugo,Nominated,en
Till Kleinert,Milan International Lesbian and Gay Film Festival,2009.0,Best Short,Won,en
Keith Beauchamp,Miami Film Festival,2005.0,Audience Award,Won,en
Mel Gibson,Fangoria Chainsaw Awards,2003.0,Chainsaw Award,3rd place,en
Orlow Seunke,Toronto International Film Festival,1982.0,International Critics' Award,Won,nl
Alan Simpson,BAFTA Awards,2016.0,Academy Fellowship,Won,en
John Sturges,Laurel Awards,1970.0,Golden Laurel,Nominated,en
Melissa Jo Peltier,Primetime Emmy Awards,2009.0,Primetime Emmy,Nominated,en
Soja Jovanović,Pula Film Festival of Yugoslavian Films,1957.0,Golden Arena,Won,sr
Amnon Buchbinder,Atlantic Film Festival,2005.0,Canadian Award - Honorable Mention,Won,en
Sławomir Grünberg,Columbus International Film & Video Festival,1999.0,Bronze Plaque Award,Won,pl
Pascale Lamche,Sundance Film Festival,2017.0,Directing Award,Won,en
Giuseppe Tornatore,Cannes Film Festival,1990.0,Prize of the Ecumenical Jury,Won,it
Jackie Chan,"People's Choice Awards, USA",2008.0,People's Choice Award,Nominated,cn
James Gartner,"Directors Guild of America, USA",1997.0,DGA Award,Nominated,en
Radu Jude,Cottbus Film Festival of Young East European Cinema,2008.0,Short Film Prize,Won,en
Ned Farr,L.A. Outfest,2006.0,Grand Jury Award,Won,en
Mike Leigh,International Cinephile Society Awards,2011.0,ICS Award,Won,en
Joko Anwar,Bangkok International Film Festival,2009.0,Golden Kinnaree Award,Nominated,id
Tommy Pallotta,Atlanta Film Festival,1999.0,Jury Award,Won,en
Zaida Bergroth,Tampere International Short Film Festival,2004.0,Special Prize,Won,en
Hannah Espia,"Golden Screen Awards, Philippines",2014.0,Golden Screen Award,Won,en
Gail Willumsen,News & Documentary Emmy Awards,2006.0,Emmy,Won,en
Luke Davies,Phoenix Film Critics Society Awards,2016.0,PFCS Award,Nominated,en
Robert Kondo,Annie Awards,2014.0,Annie,Nominated,en
Greg Lamberson,Fantastic Cinema Festival,2016.0,Grand Jury Award,Nominated,en
Elizabeth Banks,MTV Movie + TV Awards,2015.0,MTV Movie Award,Won,en
Giuseppe De Santis,Italian National Syndicate of Film Journalists,1948.0,Silver Ribbon,Won,it
Peter Payer,Mannheim-Heidelberg International Filmfestival,1999.0,Audience Award,Won,de
Bas Devos,Berlin International Film Festival,2014.0,Best First Feature Award,Nominated,en
Bogdan Mustata,Bilbao International Festival of Documentary and Short Films,2008.0,Golden Mikeldi,Nominated,it
Jörgen Persson,Guldbagge Awards,1987.0,Jury Specialbagge,Won,en
Susan Froemke,Newport Beach Film Festival,2012.0,Achievement Award,Won,en
Jen McGowan,SXSW Film Festival,2014.0,SXSW Gamechanger Award,Won,en
Francis Ford,Cannes Film Festival,1967.0,Palme d'Or,Nominated,en
Courteney Cox,"American Comedy Awards, USA",1999.0,American Comedy Award,Nominated,en
Jehane Noujaim,International Documentary Association,2004.0,IDA Award - Honorable Mention,Won,ar
Matt Dillon,20/20 Awards,2010.0,Felix,Nominated,en
Yuri Ancarani,Locarno International Film Festival,2014.0,Golden Pardino - Leopards of Tomorrow,Nominated,en
Craig Monahan,Ghent International Film Festival,1998.0,Student Jury Award,Won,en
Sean Penn,Awards Circuit Community Awards,2003.0,ACCA,Nominated,en
Víctor Gaviria,Bogota Film Festival,1987.0,Golden Precolumbian Circle,Won,es
Midi Z,Jerusalem Film Festival,2017.0,In Spirit for Freedom Award,Nominated,zh
Ana Valine,Vancouver International Film Festival,2014.0,Women in Film Award,Won,en
Chelsea McMullan,Krakow Film Festival,2014.0,Golden Heynal,Nominated,en
Deniz Gamze Ergüven,Stockholm Film Festival,2015.0,Bronze Horse,Nominated,en
Robert Elkins,Louisville Fright Night Film Fest,2010.0,Honorable Mention,Won,en
Majid Majidi,Oulu International Children's Film Festival,1997.0,C.I.F.E.J. Award,Won,fa
Ruby Yang,RiverRun International Film Festival,2007.0,Jury Prize,Won,en
George Schouten,Barcelona International Film Festival,2013.0,Castell Award,Won,nl
Ole Christian Madsen,Robert Festival,2000.0,Robert,Nominated,da
Joel Schumacher,Philadelphia International Gay & Lesbian Film Festival,2000.0,Artistic Achievement Award,Won,en
Chiqui Carabante,Murcia Week of Spanish Cinema,2003.0,Festival Award,Won,es
Julie Lopes-Curval,Cannes Film Festival,2002.0,Golden Camera,Won,fr
Snow Zou,Macau International Movie Festival,2014.0,Golden Lotus Awards,Nominated,en
Brent Huff,Christian WYSIWYG Film Festival,2007.0,Best Feature Film,Won,en
Gabriel Range,Banff Television Festival,2011.0,Banff Rockie Award,Nominated,en
Zhang Yimou,Berlin International Film Festival,2000.0,Silver Berlin Bear,Won,zh
Billy Bob Thornton,Film Independent Spirit Awards,1997.0,Independent Spirit Award,Won,en
Steven Soderbergh,Cannes Film Festival,2013.0,Queer Palm,Nominated,en
Chris Columbus,"Academy of Science Fiction, Fantasy & Horror Films, USA",1985.0,Saturn Award,Nominated,en
Martí Roca,Sitges - Catalonian International Film Festival,2004.0,Nova Autoria Award,Won,es
Santiago Tabernero,Valladolid International Film Festival,2005.0,Audience Award,Won,es
Jeff Barnaby,Genie Awards,2011.0,Genie,Nominated,en
Denis Leary,Primetime Emmy Awards,2005.0,Primetime Emmy,Nominated,en
Juan Bautista Stagnaro,Shanghai International Film Festival,1995.0,Special Jury Award,Won,es
Louie Psihoyos,Nantucket Film Festival,2009.0,Audience Award,Won,en
Alejandro González Iñárritu,Ghent International Film Festival,2000.0,Grand Prix,Won,en
Diane Keaton,Alliance of Women Film Journalists,2008.0,EDA Special Mention Award,Nominated,en
Roberto Rossellini,Venice Film Festival,1952.0,Golden Lion,Nominated,it
Zam Salim,Jim Poole Short Film Award,2007.0,Jim Poole Short Film Award,Nominated,en
John Guillermin,Razzie Awards,1985.0,Razzie Award,Nominated,en
Johannes Stjärne Nilsson,Capalbio Cinema,2001.0,Best Film,Won,en
Chip Richie,American Indian Film Festival,2006.0,American Indian Movie Award,Won,en
Simon Beaufoy,British Independent Film Awards,2008.0,British Independent Film Award,Nominated,en
Agnès Varda,Chicago International Film Festival,1981.0,Gold Hugo,Nominated,fr
Miranda July,Cannes Film Festival,2005.0,Young Critics Award,Won,en
Roger Young,Primetime Emmy Awards,1981.0,Primetime Emmy,Nominated,en
Xavier Seron,Brussels International Independent Film Festival,2008.0,SACD Prize,Won,fr
Arne Toonen,Hamburg Film Festival,2015.0,Michel Award,Won,nl
Olivier Panchot,Clermont-Ferrand International Short Film Festival,1992.0,Best First Film,Won,fr
Olivier Dahan,"Lumiere Awards, France",2008.0,World Audience Award,Won,fr
Valerie Faris,MTV Video Music Awards (VMA),1997.0,VMA,Nominated,en
Geordie Sabbagh,WorldFest Houston,2014.0,Gold Award,Won,en
Llorenç Soler,Gaudí Awards,2010.0,Gaudí Award,Nominated,es
Gabriel Mascaro,Locarno International Film Festival,2014.0,Golden Leopard,Nominated,pt
John Wayne,Laurel Awards,1960.0,Golden Laurel,Nominated,en
John Derek,Razzie Awards,1985.0,Razzie Award,Won,en
Gerbert Rappaport,State Prize of Soviet Union - Stalinskaya Premia,1951.0,Stalinskaya Premia,Won,en
Bennett Miller,Stockholm Film Festival,2014.0,Bronze Horse,Nominated,en
Diana Groó,WorldFest Houston,2005.0,Gold Remi Award,Won,hu
Etienne Comar,Christopher Awards,2012.0,Christopher Award,Won,fr
Dorothée Van Den Berghe,Locarno International Film Festival,2002.0,Golden Leopard,Nominated,en
Fernando Eimbcke,Mar del Plata Film Festival,2013.0,Best Film,Nominated,es
Krzysztof Zanussi,Polish Film Awards,2005.0,Eagle,Nominated,pl
Alexander Payne,Film Independent Spirit Awards,2000.0,Independent Spirit Award,Won,en
Fredi M. Murer,Swiss Film Prize,2007.0,Swiss Film Prize,Won,de
Jack Nicholson,New York Film Critics Circle Awards,1987.0,NYFCC Award,Won,en
Agnieszka Holland,San Sebastián International Film Festival,1995.0,Golden Seashell,Nominated,en
Alonso Ruiz Palacios,The Platino Awards for Iberoamerican Cinema,2016.0,Platino Award,Nominated,es
Ethan Hawke,North Carolina Film Critics Association,2015.0,NCFCA Award,Nominated,en
Rok Biček,Tel-Aviv International Student Film Festival,2010.0,Best Fiction Film,Nominated,sl
Andy Harries,BAFTA Awards,2007.0,BAFTA TV Award,Nominated,en
Raúl Arévalo,"Cinema Writers Circle Awards, Spain",2017.0,CEC Award,Won,en
Marty Murray,World Stunt Awards,2004.0,Taurus Award,Nominated,en
Asia Argento,"Golden Globes, Italy",1989.0,Golden Globe,Won,en
Bogdan Mirică,Cannes Film Festival,2016.0,FIPRESCI Prize,Won,ro
Aleksandr Rogozhkin,Karlovy Vary International Film Festival,2006.0,Crystal Globe,Nominated,ru
Pavel Kostomarov,Seville European Film Festival,2008.0,Golden Giraldillo,Won,en
Lee Chang-dong,Asia Pacific Screen Awards,2007.0,Asia Pacific Screen Award,Nominated,ko
Carlos Hugo Christensen,Berlin International Film Festival,1959.0,Golden Berlin Bear,Nominated,en
Hsu Hsiao-Ming,Chicago International Film Festival,1992.0,Gold Hugo,Nominated,zh
Richard Curtis,BAFTA Awards,2004.0,Alexander Korda Award for Best British Film,Nominated,en
Yang Zhang,Stockholm Film Festival,2001.0,FIPRESCI Prize,Won,zh
Susan Lacy,PGA Awards,2013.0,PGA Award,Won,en
Brianne Murphy,Primetime Emmy Awards,1987.0,Primetime Emmy,Nominated,en
Juan Riedinger,Leo Awards,2012.0,Leo,Won,en
Adrian Belic,Jackson Crossroads Film Festival,2008.0,Festival Award,Won,en
Christophe Ruggia,Avignon Film Festival,2002.0,Prix Tournage,Won,fr
Crispian Mills,Sitges - Catalonian International Film Festival,2012.0,Maria,Nominated,en
Antonio Chavarrías,Goya Awards,2003.0,Goya,Nominated,es
Lee Chatametikool,Asian Film Awards,2007.0,Asian Film Award,Won,en
Steven Spielberg,Hugo Awards,1982.0,Hugo,Won,en
Peter Raymont,Gemini Awards,2010.0,Gemini,Won,en
Ted Geoghegan,BloodGuts UK Horror Awards,2015.0,BloodGuts UK Horror Award,Nominated,en
Lars Kraume,Locarno International Film Festival,2015.0,Variety Piazza Grande Award,Nominated,de
Anthony Chen,Tokyo FILMeX,2013.0,Audience Award,Won,en
Damián Szifrón,Seattle Film Critics Awards,2015.0,Seattle Film Critics Award,Nominated,es
Busby Berkeley,"Academy Awards, USA",1936.0,Oscar,Nominated,en
Forest Whitaker,Toronto International Film Festival,1993.0,International Critics' Award (FIPRESCI),Won,en
Richard Burton,"Academy Awards, USA",1965.0,Oscar,Nominated,en
Masaki Kobayashi,Mainichi Film Concours,1968.0,Mainichi Film Concours,Won,ja
Álvaro Brechner,Goya Awards,2015.0,Goya,Nominated,en
Joel Coen,Fantasporto,1986.0,Audience Jury Award,Won,en
Tom Tykwer,International Film Music Critics Award (IFMCA),2012.0,IFMCA Award,Nominated,de
Robert Wise,"Directors Guild of America, USA",1957.0,DGA Award,Nominated,en
Theo van Gogh,Nederlands Film Festival,1996.0,Golden Calf,Nominated,nl
Simon Brand,San Diego Latino Film Festival,2009.0,Corazon Award,Won,en
Andrew Haigh,European Film Awards,2015.0,European Film Award,Nominated,en
Pablo Larraín,Film Independent Spirit Awards,2014.0,John Cassavetes Award,Nominated,es
Judith Ehrlich,Organization of American Historians,2003.0,Erik Barnouw Award,Won,en
Alexandra Gulea,Pesaro International Film Festival of New Cinema,2013.0,Premio Lino Micciché,Nominated,ro
Arnold Schwarzenegger,Razzie Awards,1994.0,Razzie Award,Nominated,en
Constanze Knoche,Oldenburg Film Festival,2012.0,German Independence Award - Best German Film,Nominated,de
Beth McCarthy-Miller,Online Film & Television Association,2014.0,OFTA Television Award,Won,en
Maryo J. de los Reyes,Berlin International Film Festival,2004.0,Crystal Bear,Won,en
Girish Kasaravalli,Vesoul Asian Film Festival,2011.0,INALCO Jury Award - Special Mention,Won,en
Philippe Garrel,Cannes Film Festival,2017.0,SACD Prize (Directors' Fortnight),Won,fr
Todd Field,International Online Cinema Awards (INOCA),2007.0,INOCA,Nominated,en
Sergey Puskepalis,Asia Pacific Screen Awards,2010.0,Asia Pacific Screen Award,Nominated,ru
Roman Polanski,Laurel Awards,1971.0,Golden Laurel,Nominated,en
Eric Khoo,Fribourg International Film Festival,2006.0,Don Quixote Award,Won,en
William Wyler,New York Film Critics Circle Awards,1946.0,NYFCC Award,Won,en
João Botelho,Sophia Awards,2017.0,Sophia,Nominated,pt
Paulo José,"SESC Film Festival, Brazil",2012.0,Audience Award,Won,pt
Goutam Ghose,"National Film Awards, India",2006.0,Silver Lotus Award,Won,en
Leanne Allison,Leo Awards,2005.0,Leo,Nominated,en
Thomas Haden Church,Iowa Film Critics Awards,2005.0,IFC Award,Won,en
Al Pacino,Razzie Awards,2009.0,Razzie Award,Nominated,en
Abbas Kiarostami,Giffoni Film Festival,1997.0,Giffoni Award,Won,en
Zhang Yimou,Cannes Film Festival,1990.0,Palme d'Or,Nominated,zh
Nicolas Vanier,Minneapolis St. Paul International Film Festival,2015.0,Audience Choice Award,Won,fr
James Wan,iHorror Awards,2017.0,iHorror Award,Won,en
Raúl De la Torre,Mar del Plata Film Festival,1970.0,Special Jury Award,Won,es
George Cukor,New York Film Critics Circle Awards,1964.0,NYFCC Award,2nd place,en
Martin Scorsese,Boston Society of Film Critics Awards,2006.0,BSFC Award,Won,en
Gianpaolo Tescari,Italian National Syndicate of Film Journalists,1994.0,Silver Ribbon,Nominated,en
Theodore Melfi,Heartland Film,2016.0,Truly Moving Picture Award,Won,en
Daniel Hoesl,"East End Film Festival, UK",2016.0,Best Film,Nominated,de
Ki-seon Hong,Nantes Three Continents Festival,1992.0,Golden Montgolfiere,Nominated,ko
Vitali Kanevsky,European Film Awards,1990.0,European Film Award,Won,ru
Jonas Carpignano,Bimbi Belli Festival,2017.0,Best Film,Won,en
Saman Salur,Locarno International Film Festival,2006.0,Golden Leopard - Filmmakers of the Present,Nominated,en
Jake Smith,Young Artist Awards,2007.0,Young Artist Award,Won,en
Ang Lee,San Francisco Film Critics Circle,2005.0,SFFCC Award,Won,en
Emily Carmichael,Sundance Film Festival,2011.0,Short Filmmaking Award,Nominated,en
Félix Moati,"César Awards, France",2017.0,César,Nominated,en
Crispin Glover,"Academy of Science Fiction, Fantasy & Horror Films, USA",2004.0,Saturn Award,Nominated,en
Nicolas Winding Refn,Robert Festival,2014.0,Audience Award,Nominated,en
Cesc Gay,Valencia Festival of Mediterranean Cinema,2000.0,Best First Work,Won,es
Vibeke Muasya,Cinekid,2011.0,MovieSquad Junior Award,Won,da
Charles Wilkinson,Leo Awards,2014.0,Leo,Nominated,en
Ben Burtt,"Motion Picture Sound Editors, USA",2014.0,Golden Reel Award,Won,en
Di Moretti,Brazilia Festival of Brazilian Cinema,2004.0,Candango Trophy,Won,pt
Alvaro Ron,"Lionshead Film Festival, Dallas",2016.0,Festival Prize,Won,en
Nontawat Numbenchapol,Locarno International Film Festival,2013.0,Special Mention - Filmmakers of the Present,Won,en
Brian Cox,Teen Choice Awards,2003.0,Teen Choice Award,Nominated,en
Hilde Van Mieghem,Joseph Plateau Awards,1998.0,Joseph Plateau Award,Nominated,nl
Terry Hughes,BAFTA Awards,1974.0,BAFTA TV Award,Nominated,en
Ferzan Ozpetek,Karlovy Vary International Film Festival,2003.0,Crystal Globe,Won,it
Matt Ruskin,SXSW Film Festival,2012.0,SXSW Competition Award,Nominated,en
Julio Médem,Gramado Film Festival,1999.0,Audience Award,Won,es
Sebastián Lelio,Austin International Film Festival of the Americas,2006.0,Special Mention,Won,es
William H. Macy,Online Film Critics Society Awards,2001.0,OFCS Award,Won,en
Salma Hayek,ALMA Awards,2009.0,ALMA Award,Nominated,en
Joe Johnston,Hugo Awards,2012.0,Hugo,Nominated,en
Àlex Lora,Cabbagetown Short Film & Video Festival,2014.0,Grand Prize,Won,nl
JR,"People's Choice Awards, USA",2017.0,People's Choice Award,Nominated,en
Tommy Lee Jones,Dallas-Fort Worth Film Critics Association Awards,1992.0,DFWFCA Award,Won,en
Harold Ramis,BAFTA Awards,1994.0,BAFTA Film Award,Won,en
Emanuele Crialese,European Film Awards,2002.0,European Discovery of the Year,Nominated,it
Silvije Petranović,Shanghai International Film Festival,2004.0,Golden Goblet,Nominated,hr
Dick Maas,Rembrandt Awards,2011.0,Rembrandt Award,Nominated,nl
Stephanie Black,Sundance Film Festival,1990.0,Grand Jury Prize,Won,en
Steph Green,"Academy Awards, USA",2009.0,Oscar,Nominated,en
Nanni Moretti,David di Donatello Awards,1986.0,Golden Medal of the City of Rome,Won,it
