director_name,ceremony,year,category,outcome,original_language
Francesco Bruni,Golden Ciak Awards,2012.0,Golden Ciak,Nominated,it
Jon Stewart,Primetime Emmy Awards,2011.0,Primetime Emmy,Nominated,en
Laura Betti,Viareggio EuropaCinema,2000.0,Platinum Award for Cinematic Excellence,Won,en
Simon Edelstein,Mystfest,1980.0,Best Film,Nominated,fr
Éric Rohmer,Venice Film Festival,1986.0,Golden Lion,Won,fr
Shahrbanoo Sadat,Minneapolis St. Paul International Film Festival,2017.0,Emerging Filmmaker Award,Nominated,da
Christine Carrière,"César Awards, France",2008.0,César,Nominated,fr
Aristotelis Maragkos,Annecy International Animated Film Festival,2015.0,Cristal,Nominated,en
Stein Leikanger,AFI Fest,2000.0,Grand Jury Prize,Nominated,en
Hella Joof,Robert Festival,2017.0,Robert,Nominated,da
Daniel Junge,Dallas International Film Festival,2007.0,Grand Jury Prize,Won,en
Peter Hyams,Fantasporto,1997.0,International Fantasy Film Award,Nominated,en
Alfonso Cuarón,Hugo Awards,2005.0,Hugo,Nominated,en
Sharon Maymon,Sarlat International Cinema Festival,2009.0,Prix Aquitaine,Won,de
Peter Jackson,Chicago Film Critics Association Awards,2003.0,CFCA Award,Nominated,en
Robert Benton,"Golden Globes, USA",1980.0,Golden Globe,Won,en
Thomas Wangsmo,Minimalen,2010.0,Festival Prize,Nominated,en
Kyle Balda,BAFTA Awards,2016.0,BAFTA Film Award,Nominated,en
Stéphanie Anne Weber Biron,Genie Awards,2011.0,Genie,Nominated,en
Joan Long,Australian Film Institute,1977.0,AFI Award,Nominated,en
Tom Hanks,AARP Movies for Grownups Awards,2008.0,Movies for Grownups Award,Nominated,en
Ricardo Darín,San Sebastián International Film Festival,2015.0,Silver Seashell,Won,es
Luchino Visconti,New York Film Critics Circle Awards,1969.0,NYFCC Award,2nd place,it
Michael Haneke,International Online Cinema Awards (INOCA),2013.0,INOCA,Nominated,de
Umut Dag,FEST New Directors/New Films Festival,2014.0,Audience Award,Won,de
David Maysles,Primetime Emmy Awards,1987.0,Primetime Emmy,Won,en
Kristjan Thor,Cinequest San Jose Film Festival,2015.0,New Vision Award,Won,en
Bradley Cooper,Jupiter Award,2016.0,Jupiter Award,Nominated,en
Robert Snyder,"Academy Awards, USA",1951.0,Oscar,Won,en
Jag Mundhra,Screen Weekly Awards,2002.0,Screen,Nominated,en
Brillante Mendoza,Gawad Urian Awards,2008.0,Gawad Urian Award,Nominated,en
Edoardo de Angelis,Bimbi Belli Festival,2012.0,Best Film,Nominated,it
Richard Dembo,"César Awards, France",1985.0,César,Won,fr
Aku Louhimies,Jussi Awards,2013.0,Jussi,Nominated,fi
Iberê Carvalho,Gramado Film Festival,2015.0,Kikito Critics Prize,Won,pt
Haifaa Al-Mansour,Guild of German Art House Cinemas,2013.0,Guild Film Award - Gold,Won,en
Charlton Heston,Fotogramas de Plata,1960.0,Fotogramas de Plata,Won,en
Lina Wertmüller,New York Film Critics Circle Awards,1975.0,NYFCC Award,3rd place,it
Yeşim Ustaoğlu,CPH PIX,2016.0,Politiken's Audience Award,Nominated,tr
John Eastway,Australian Film Institute,2000.0,AFI Award,Won,en
Alejandro Suárez Lozano,Nocturna Madrid International Fantastic Film Festival,2015.0,SHOTS Audience Award Best Spanish Short Film,Won,en
Jilani Saadi,San Sebastián International Film Festival,2005.0,Cinema in Motion Award,Won,en
Nevil Dwek,Stony Brook Film Festival,2003.0,Best Feature,Won,en
Po-Chih Leong,Chicago International Film Festival,1991.0,Gold Hugo,Nominated,en
Effie Pappa,Los Angeles Greek Film Festival (LAGFF),2016.0,Orpheus Award,Nominated,en
Kenji Mizoguchi,Cannes Film Festival,1955.0,Palme d'Or,Nominated,ja
Liv Ullmann,Ghent International Film Festival,2000.0,Special Mention,Won,sv
Chandan Arora,Zee Cine Awards,2014.0,Technical Award,Nominated,hi
Laurence Olivier,BAFTA Awards,1970.0,BAFTA Film Award,Won,en
Jacques-Yves Cousteau,Primetime Emmy Awards,1985.0,Primetime Emmy,Won,fr
Maryo J. de los Reyes,Star Awards for Movies,2017.0,Star Award,Nominated,en
Peter Luisi,New Jersey International Festival,2011.0,Grand Prize,Won,de
Eugene Jarecki,Sundance Film Festival,2005.0,Grand Jury Prize,Won,en
Stephen David Brooks,Best Shorts Competition,2015.0,Award of Merit,Won,en
Sam Neill,American Television Awards,1993.0,American Television Award,Nominated,en
Kriv Stenders,Australian Academy of Cinema and Television Arts (AACTA) Awards,2015.0,AACTA Award,Nominated,en
Michael Melski,Atlantic Film Festival,2011.0,Atlantic Canadian Award,Won,en
Corin Hardy,British Independent Film Awards,2015.0,Douglas Hickox Award,Nominated,en
Deborah Stratman,Los Angeles Film Critics Association Awards,2016.0,Independent/Experimental Film and Video Award,Won,en
Gabe Torres,Crested Butte Reel Fest,2003.0,Grand Prix,Won,en
Raúl de la Fuente,San Diego Latino Film Festival,2014.0,Corazon Award,Won,es
Fabianny Deschamps,Montréal World Film Festival,2014.0,Golden Zenith,Nominated,en
Eric Brevig,Online Film & Television Association,1998.0,OFTA Film Award,Nominated,en
Ernesto Ardito,Argentinean Film Critics Association Awards,2005.0,Silver Condor,Nominated,en
Lewis Schoenbrun,WorldFest Houston,1995.0,Gold Award,Won,en
Laura Poitras,Indiewire Critics' Poll,2014.0,ICP Award,Won,en
Chel White,Black Maria Film and Video Festival,2007.0,Director's Choice,Won,en
Ian A Hunt,Primetime Emmy Awards,2003.0,Primetime Emmy,Nominated,en
Ryota Nakano,Skip City International D-Cinema Festival,2012.0,Grand Prize,Nominated,ja
Geoffrey Brent Shrewsbery,George Lindsey UNA Film Festival,2005.0,Honorable Mention,Won,en
Jean-Pierre Améris,Santa Barbara International Film Festival,2000.0,World Prism Award,Won,fr
Jamil Dehlavi,WorldFest Houston,2014.0,Gold Remi Award,Won,en
Virgil Widrich,Sarajevo Film Festival,2001.0,Prix UIP Sarajevo (European Short Film),Won,en
Vinko Möderndorfer,Annonay International Festival of First Films,2005.0,Special Jury Prize,Won,sl
Steph Green,Belfast Film Festival,2008.0,Highly Commended,Won,en
Jakrawal Nilthamrong,"T-Mobile New Horizons International Film Festival, Poland",2015.0,Grand Prix,Nominated,en
Ridley Scott,"Directors Guild of America, USA",1992.0,DGA Award,Nominated,en
Sebastián Lelio,Goya Awards,2014.0,Goya,Nominated,es
Andrei Konchalovsky,"César Awards, France",1985.0,César,Nominated,en
Ang Lee,Satellite Awards,2007.0,Satellite Award,Nominated,en
Michael Noer,CPH:DOX,2008.0,CPH:DOX Award,Nominated,da
Wilma Labate,Bogota Film Festival,1997.0,Golden Precolumbian Circle,Won,it
Julien Samani,Prix Jean Vigo,2005.0,Prix Jean Vigo,Won,fr
Peter Mullan,London Critics Circle Film Awards,2004.0,ALFS Award,Won,en
Louis J. Horvitz,CableACE Awards,1993.0,CableACE,Nominated,en
Bernie Brillstein,Primetime Emmy Awards,1997.0,Primetime Emmy,Nominated,en
Agustín Díaz Yanes,Turia Awards,1996.0,Turia Award,Won,es
Sandra Bullock,MTV Movie + TV Awards,1995.0,MTV Movie Award,Won,en
Pete Docter,Bodil Awards,2010.0,Bodil,Won,en
Ethan Shaftel,"The Indie Horror Film Festival, Chicago, US",2014.0,Best Special FX,Won,en
Andrea Frazzi,Karlovy Vary International Film Festival,2004.0,Crystal Globe,Won,it
Daniel Burman,Lleida Latin-American Film Festival,2001.0,Best Film,Won,es
Lupita Nyong'o,"National Society of Film Critics Awards, USA",2014.0,NSFC Award,2nd place,en
Louie Psihoyos,Amsterdam International Documentary Film Festival,2009.0,Audience Award,Won,en
Jesse Rosensweet,New York City Short Film Festival,2007.0,Audience Award,Nominated,en
Sophie Barthes,Montréal World Film Festival,2006.0,First Prize (Short Films),Nominated,en
Kathryn Bigelow,Seattle International Film Festival,2009.0,Golden Space Needle Award,Won,en
Laurent Lévy,"Motion Picture Sound Editors, USA",2011.0,Golden Reel Award,Nominated,fr
Douglas King,"BAFTA Awards, Scotland",2013.0,Bafta Scotland New Talent Award,Nominated,en
Inger Lise Hansen,Jihlava International Documentary Film Festival,2010.0,Best Experimental Documentary,Nominated,en
Bill Plympton,Annecy International Animated Film Festival,2013.0,Cristal,Nominated,en
Matteo Garrone,"Kineo Awards, Italy",2009.0,Kineo Award,Won,en
Stephen Burke,WorldFest Houston,1997.0,Silver Award,Won,en
Marlon Riggs,"Cinema Eye Honors Awards, US",2016.0,Cinema Eye Honors Award,Won,en
Peter Gould,Gold Derby Awards,2016.0,Gold Derby TV Award,Nominated,en
Geordie Sabbagh,WorldFest Houston,2012.0,Silver Award,Won,en
Arash T. Riahi,Schwerin Art of Film Festival,2008.0,Direction Award,Won,en
Kimon Tsakiris,London Greek Film Festival,2013.0,Festival Prize,Won,en
Herschel Daugherty,"Directors Guild of America, USA",1957.0,DGA Award,Won,en
Elizabeth Banks,Online Film & Television Association,2013.0,OFTA Television Award,Nominated,en
Neill Blomkamp,Los Angeles Film Critics Association Awards,2009.0,New Generation Award,Won,en
Stephen Furst,Santa Clarita International Film Festival,1999.0,Directors Gold Award,Won,en
Robert B. Weide,PGA Awards,2003.0,PGA Award,Won,en
Mara Wilson,Young Artist Awards,1997.0,Young Artist Award,Nominated,en
Sherad Anthony Sanchez,Torino Film Festival,2007.0,Prize of the City of Torino,Nominated,en
Nikolay Olyalin,Russian Guild of Film Critics,1998.0,Golden Aries,Nominated,en
Mikel Rueda,Queer Lisboa - Festival Internacional de Cinema Queer,2015.0,Jury Prize,Nominated,es
Tommy Jones,Black Film Critics Circle Awards,2012.0,BFCC Award,Won,en
Ángel Manuel Soto,John Paul II International Film Festival,2009.0,Festival Award,Nominated,es
John Malkovich,San Sebastián International Film Festival,1998.0,Donostia Lifetime Achievement Award,Won,en
Seren Yüce,Antalya Golden Orange Film Festival,2010.0,Golden Orange,Won,tr
Charles Ferguson,"Academy Awards, USA",2011.0,Oscar,Won,en
Ariel Rotter,Toulouse Latin America Film Festival,2001.0,Audience Award,Won,es
Billy Crystal,Primetime Emmy Awards,2012.0,Primetime Emmy,Nominated,en
Sarah Siegel-Magness,Alliance of Women Film Journalists,2009.0,EDA Award,Nominated,en
Agnès Varda,Viennale,2000.0,"Reader Jury of the ""Standard""",Won,fr
Jimmyo Burril,Rondo Hatton Classic Horror Awards,2007.0,Rondo Statuette,2nd place,en
Chris Kennedy,Australian Film Institute,1998.0,AFI Award,Nominated,en
Eyvind Johnson,Nobel Prize,1974.0,Nobel Prize in Literature,Won,en
Otto Preminger,Cannes Film Festival,1955.0,Palme d'Or,Nominated,en
Velcrow Ripper,Hawaii International Film Festival,1996.0,Special Jury Award,Won,en
Pedro Almodóvar,BAFTA Awards,2007.0,BAFTA Film Award,Nominated,es
Vincent Sandoval,Cinemanila International Film Festival,2011.0,Lino Brocka Award,Nominated,en
Mike Leigh,Taormina International Film Festival,2002.0,Taormina Arte Award,Won,en
Tom Zubrycki,Prague One World Film Festival,2001.0,Rudolf Vrba Award,Won,en
Maria Govan,Nashville Film Festival,2017.0,Honorable Mention,Won,en
John Sayles,BAFTA Awards,1997.0,BAFTA Film Award,Nominated,en
Carter,BAFTA Awards,2014.0,BAFTA TV Award,Nominated,en
Brandon Sawyer,Daytime Emmy Awards,2010.0,Daytime Emmy,Nominated,en
Adela Peeva,European Film Awards,2007.0,European Film Award,Nominated,en
Oriol Paulo,"Cinema Writers Circle Awards, Spain",2013.0,CEC Award,Nominated,es
John Rubin,Peabody Awards,2008.0,Peabody Award,Won,en
Ettore Scola,Taormina International Film Festival,2001.0,Taormina Arte Award,Won,it
Xan Cassavetes,Neuchâtel International Fantastic Film Festival,2013.0,Narcisse Award,Nominated,en
Vikas Bahl,"National Film Awards, India",2012.0,Silver Lotus Award,Won,hi
Mira Fornay,"Sun in a Net Awards, Slovakia",2014.0,Sun in a Net,Won,cs
Philip Seymour Hoffman,Italian Online Movie Awards (IOMA),2006.0,IOMA,Won,en
Lucile Hadzihalilovic,AFI Fest,2015.0,Audience Award,Nominated,fr
Jason Priestley,Directors Guild of Canada,2015.0,DGC Team Award,Nominated,en
Woody Allen,Italian Online Movie Awards (IOMA),2006.0,IOMA,Nominated,en
Arturo Pérez Torres ,International Documentary Film Festival of Navarra Punto de Vista,2005.0,Punto de Vista Grand Prize,Nominated,en
Peter Berg,Awards Circuit Community Awards,2016.0,ACCA,Nominated,en
César Meneghetti,Arcipelago - International Festival of Short Films and New Images,2004.0,eMovie/Digital Stories Award,Won,it
Jean-Luc Godard,Cannes Film Festival,1982.0,Palme d'Or,Nominated,fr
Alejandro González Iñárritu,Alliance of Women Film Journalists,2011.0,EDA Award,Nominated,en
Elizabeth Page,"Writers Guild of America, USA",1991.0,WGA Award (TV),Nominated,en
Vanja D'Alcantara,Skip City International D-Cinema Festival,2011.0,Grand Prize,Nominated,en
Masahiro Shinoda,Puchon International Fantastic Film Festival,2000.0,Best Director,Won,ja
Miklós Szurdi,Moscow International Film Festival,1983.0,Golden Prize,Nominated,en
Julian Fellowes,London Critics Circle Film Awards,2006.0,ALFS Award,Nominated,en
Valdís Óskarsdóttir,"Edda Awards, Iceland",2012.0,Edda Award,Nominated,en
Alexander Gaeta,Rhode Island International Film Festival,2012.0,Best Director,Nominated,en
João Falcão,Cinema Brazil Grand Prize,2007.0,Cinema Brazil Grand Prize,Nominated,pt
Alain Resnais,French Syndicate of Cinema Critics,1962.0,Critics Award,Won,fr
Phedon Papamichael,Avignon Film Festival,2000.0,Prix Vision,Won,en
Yoshitaro Nomura,Moscow International Film Festival,1975.0,Golden Prize,Nominated,ja
Gonzalo López-Gallego,Málaga Spanish Film Festival,2001.0,Golden Biznaga,Nominated,en
Rick Bieber,Rhode Island International Film Festival,2008.0,Grand Prize,Won,en
Aksel Hennie,Monte-Carlo TV Festival,2017.0,Golden Nymph,Won,no
Frédéric Choffat,Trieste Film Festival,1999.0,Prize for Peace,Won,fr
Leone Pompucci,Reims International Television Days,2004.0,Audience Award,Won,it
Laurent Achard,"César Awards, France",2006.0,César,Nominated,en
Rica Arevalo,"FAP Awards, Philippines",2008.0,FAP Award,Nominated,en
Jean-Paul Rouve,"César Awards, France",2003.0,César,Won,fr
Ron Howard,AACTA International Awards,2014.0,AACTA International Award,Nominated,en
Carter,"Golden Globes, USA",2008.0,Golden Globe,Nominated,en
Gérard Depardieu,European Film Awards,1998.0,Outstanding European Achievement in World Cinema,Nominated,en
Bela Segal,Awards of the International Indian Film Academy,2006.0,Award for Technical Excellence,Won,hi
Alec Joler,"Imagine Film Festival, NL",2009.0,Silver Méliès,Nominated,en
Esben Tønnesen,Algarve International Film Festival,2008.0,Youth Jury Award,Won,da
Ed Radtke,Cleveland International Film Festival,2000.0,Midwest Independent Filmmaker of the Year,Won,en
Im Sang-soo,Busan Film Critics Association (BCFA),2007.0,Busan Film Critics Association Award,Won,ko
Garry Marshall,Women in Film Lucy Awards,1996.0,Lucy Award,Won,en
Steven Zaillian,BAFTA Awards,2008.0,BAFTA Film Award,Nominated,en
Gregory Dark,"X-Rated Critics' Organization, USA",1997.0,XRCO Award,Won,en
Richard Goleszowski,Gold Derby Awards,2016.0,Gold Derby Award,Nominated,en
Dominik Graf,Baden-Baden TV Film Festival,2002.0,3Sat Audience Award,Nominated,de
Marco Ponti,Busto Arsizio Film Festival,2003.0,Best Screenplay,Won,it
Paolo Taviani,Venice Film Festival,1967.0,Golden Lion,Nominated,it
Emir Kusturica,Chicago International Film Festival,2014.0,Audience Choice Award,Nominated,en
Remton Siega Zuasola,Gawad Urian Awards,2015.0,Gawad Urian Award,Nominated,en
Joni Männistö,Dresden Film Festival,2012.0,Golden Horseman,Nominated,en
Gabriel Pelletier,Brussels International Festival of Fantasy Film (BIFFF),1997.0,Pegasus Audience Award,Won,fr
Steven Bognar,"Academy Awards, USA",2010.0,Oscar,Nominated,en
Jean-Teddy Filippe,Clermont-Ferrand International Short Film Festival,1990.0,Grand Prix,Won,en
King Vidor,"Golden Globes, USA",1957.0,Golden Globe,Nominated,en
Oswaldo Montenegro,Recife Cine PE Audiovisual Festival,2010.0,Calunga Trophy,Won,pt
Iain Forsyth,Sundance Film Festival,2014.0,Grand Jury Prize,Nominated,en
Wolfgang Petersen,BAFTA Awards,1983.0,BAFTA Film Award,Nominated,de
Miguel Gomes,"Cinema Bloggers Awards, Portugal",2013.0,Cinema Bloggers Award,Won,pt
Sergio Castellitto,Muscat Film Festival,2003.0,Best Actor,Won,it
Paul Solet,Toronto After Dark Film Festival,2009.0,Vision Award,3rd place,en
Carlo Verdone,Italian National Syndicate of Film Journalists,2016.0,Nino Manfredi Award,Won,it
Alfred Hitchcock,Laurel Awards,1959.0,Golden Laurel,Won,en
Leila Sansour,Dubai International Film Festival,2010.0,Muhr Arab Award,Nominated,en
Gene Laufenberg,Primetime Emmy Awards,1997.0,Primetime Emmy,Nominated,en
Jessica Yu,International Documentary Association,1995.0,IDA Award,Won,en
Brie Larson,"Indiana Film Journalists Association, US",2013.0,IFJA Award,2nd place,en
Sergey Loznitsa,Sochi Open Russian Film Festival,2010.0,Best Direction,Won,en
Chris Morris,Monte-Carlo Comedy Film Festival,2010.0,Special Jury Prize,Won,en
Abderrahmane Sissako,Cannes Film Festival,2002.0,Un Certain Regard Award,Nominated,fr
Phil Alden Robinson,Primetime Emmy Awards,2002.0,Primetime Emmy,Won,en
Bertrand Tavernier,"César Awards, France",1977.0,César,Won,fr
Christian Petzold,German Film Critics Association Awards,2008.0,German Film Critics Award,Won,de
Terry Miles,NSI Online Short Film Festival,2014.0,A&E Short Filmmakers Award,Won,en
Effie Pappa,Montréal World Film Festival,2014.0,Best Animation Film (Student Films),Won,en
Patricia Chica,"Shockfest Film Festival, US",2014.0,Shocker Award of the Year,Won,en
Royston Tan,Clermont-Ferrand International Short Film Festival,2007.0,Grand Prix,Won,en
Kari Pieskä,Tampere International Short Film Festival,2014.0,Student Prize,Won,fi
Robin Kasparik,New York City Horror Film Festival,2009.0,Best Short,Nominated,en
Fardin Saheb-Zamani,Karlovy Vary International Film Festival,2010.0,Crystal Globe,Nominated,fa
Christopher H.K. Lee,Montréal International Festival of Films on Art,2009.0,Jury Prize,Won,en
Robinson Stévenin,Paris Film Festival,1991.0,Best Actor,Won,fr
Adam Rifkin,DVD Exclusive Awards,2001.0,Video Premiere Award,Nominated,en
Britni West,Little Rock Film Festival,2015.0,Cinematic Non-Fiction,Nominated,en
Károly Makk,San Francisco International Film Festival,1958.0,Golden Gate Award,Won,hu
Laurent Bécue-Renard,European Film Awards,2014.0,European Film Award,Nominated,fr
John Sturges,Laurel Awards,1961.0,Golden Laurel,Nominated,en
Martin Scorsese,Seattle Film Critics Awards,2004.0,Seattle Film Critics Award,2nd place,en
Eric Black,Sundance Film Festival,2005.0,Grand Jury Prize,Nominated,en
Ruben Östlund,Dublin International Film Festival,2012.0,Dublin Film Critics Special Jury Prize,Won,en
Sonia Herman Dolz,Chicago International Film Festival,2000.0,Gold Hugo,Nominated,en
Frank Perry,"Directors Guild of America, USA",1967.0,DGA Award,Nominated,en
Jacob Tierney,"Canadian Screen Awards, CA",2014.0,Canadian Screen Award,Nominated,en
John Ridley,Houston Film Critics Society Awards,2013.0,HFCS Award,Won,en
Veiko Õunpuu,Tallinn Black Nights Film Festival,2007.0,Special Jury Prize,Won,en
Thomas Bidegain,International Cinephile Society Awards,2013.0,ICS Award,Nominated,fr
Calvin Skaggs,International Documentary Association,2008.0,IDA Award,Nominated,en
Lia Hietala,TLVFest - The Tel Aviv International LGBT Film Festival,2017.0,Jury Prize,Won,sv
Xavier Dolan,"Lumiere Awards, France",2010.0,World Audience Award,Won,fr
Ryan Gosling,Village Voice Film Poll,2010.0,VVFP Award,Nominated,en
Maya Vitkova,Chicago International Film Festival,2014.0,Audience Choice Award,Nominated,bg
Joaquin Baldwin,Phoenix Film Festival,2009.0,Board of Directors Award,Won,en
Paul Moloney,Australian Film Institute,2003.0,AFI Award,Nominated,en
Astrid Bussink,Edinburgh International Film Festival,2012.0,Best International Short Film,Nominated,en
Preston Sturges,"Academy Awards, USA",1941.0,Oscar,Won,en
Aleksei Popogrebsky,Karlovy Vary International Film Festival,2007.0,FIPRESCI Prize,Won,en
Konstantin Bronzit,Nika Awards,2015.0,Nika,Nominated,ru
Stephen Daldry,Gold Derby Awards,2003.0,Gold Derby Award,Nominated,en
Luke Walker,Film Critics Circle of Australia Awards,2013.0,FCCA Award,Nominated,en
Ádám Császi,Guadalajara International Film Festival,2014.0,PREMIO MAGUEY,Nominated,en
Frank Mosley,Champs-Élysées Film Festival,2017.0,Best American Short Film,Nominated,en
Gérard Mordillat,"César Awards, France",1995.0,César,Nominated,fr
Steffen Schäffler,Zagreb World Festival of Animated Films,2000.0,Best First Film,Won,de
Barry L. Caldwell,Park City Film Music Festival,2008.0,Gold Medal for Excellence,Won,en
Lisa F. Jackson,London Feminist Film Festival,2015.0,Best Feature Film,Won,en
Jessica Hausner,European Film Awards,2001.0,European Discovery of the Year,Nominated,de
Gazdag Gyula,Salerno International Film Festival,1989.0,Grand Prix,Won,hu
Fernando Meirelles,Washington DC Area Film Critics Association Awards,2005.0,WAFCA Award,Nominated,pt
Mark Peploe,"Golden Globes, USA",1988.0,Golden Globe,Won,en
Terry Hughes,Online Film & Television Association,2002.0,OFTA Television Award,Nominated,en
Fergus March,The Monkey Bread Tree Film Awards,2017.0,Summer Award,Nominated,en
Madeleine Gavin,Sundance Film Festival,2003.0,Grand Jury Prize,Nominated,en
Anca Miruna Lazarescu,Berlin Interfilm Festival,2011.0,Short Award,Won,de
Daniel Wachsmann,Locarno International Film Festival,1983.0,Silver Leopard,Won,en
Sławomir Fabicki,Tallinn Black Nights Film Festival,2002.0,Sleepwalkers Grand Prize,Won,en
John Patrick Shanley,"Golden Globes, USA",2009.0,Golden Globe,Nominated,en
Woody Allen,"Writers Guild of America, USA",1993.0,WGA Award (Screen),Nominated,en
Asghar Farhadi,Asia Pacific Screen Awards,2009.0,Jury Grand Prize,Won,fa
Paul Mazursky,Costume Designers Guild Awards,1999.0,Distinguished Director Award,Won,en
Paulo Sacramento,Los Angeles Latino International Film Festival,2004.0,Jury Award,Won,pt
Michael Curtiz,Venice Film Festival,1935.0,Mussolini Cup,Nominated,en
Karl Lemieux,SXSW Film Festival,2010.0,SXSW Grand Jury Award,Nominated,en
Pierre Stefanos,Czech Gay and Lesbian Film Festival,2010.0,Best Short,Won,en
George Miller,Houston Film Critics Society Awards,2016.0,HFCS Award,Nominated,en
Moncef Dhouib,Namur International Festival of French-Speaking Film,1993.0,Jury Special Prize,Won,en
Rebecca Miller,Alliance of Women Film Journalists,2017.0,EDA Female Focus Award,Nominated,en
Nicole Garcia,Cannes Film Festival,2002.0,Palme d'Or,Nominated,fr
David Burton Morris,Utah/US Film Festival,1983.0,Grand Jury Prize,Won,en
Wang Bing,Las Palmas Film Festival,2011.0,Special Jury Award,Won,en
Shirley MacLaine,Primetime Emmy Awards,1976.0,Primetime Emmy,Won,en
Angela Cheng,SXSW Film Festival,2012.0,SXSW Grand Jury Award,Nominated,en
Frédéric Choffat,The Film Series at Cine Gear Expo - A Tribute to the Visual Art of Filmmaking,2012.0,Jury Prize,Won,fr
Jason Winer,Primetime Emmy Awards,2012.0,Primetime Emmy,Nominated,en
Jean Vallée,Jutra Awards,1999.0,Jutra,Won,en
Anne Bancroft,"Academy Awards, USA",1968.0,Oscar,Nominated,en
Armando Iannucci,BAFTA Awards,2010.0,Alexander Korda Award for Best British Film,Nominated,en
José Buil,"Ariel Awards, Mexico",1991.0,Silver Ariel,Won,en
Joshua Sanchez,Urbanworld Film Festival,2012.0,Jury Prize,Won,en
F. Javier Gutiérrez,Brussels International Festival of Fantasy Film (BIFFF),2008.0,Golden Raven,Nominated,en
Jean Bach,Chicago International Film Festival,1997.0,Gold Plaque,Won,en
Isabel Herguera,IBAFF International Film Festival,2013.0,IBAFF Award,Nominated,en
Penna Filho,Algarve International Film Festival,1997.0,International Jury Award,Won,pt
Yang Ik-joon,KOFRA Film Awards,2010.0,KOFRA Film Award,Won,ko
Chris Wedge,Annie Awards,2014.0,Annie,Nominated,en
Anand Patwardhan,"Bombay International Documentary, Short and Animation Film Festival",1996.0,International Jury Award,Won,en
Patrick Huard,Vancouver Film Critics Circle,2016.0,VFCC Award,Nominated,en
Jason Cook,Soap Opera Digest Awards,2001.0,Soap Opera Digest Award,Won,en
Zeek Earl,SXSW Film Festival,2014.0,SXSW Grand Jury Award,Nominated,en
Philip Hoffman,Broadcast Film Critics Association Awards,2013.0,Critics Choice Award,Won,en
Pavel G. Vesnakov,Brive Mid-Length Film Meeting,2014.0,Grand Prix,Won,bg
Richard Burton,"Golden Globes, USA",1968.0,Golden Globe,Nominated,en
Jerry Seinfeld,"American Comedy Awards, USA",1996.0,American Comedy Award,Nominated,en
Mario Martone,"Golden Globes, Italy",2011.0,Special Award 'Stampa Estera',Won,it
Mark Herman,"Student Academy Awards, USA",1987.0,Honorary Foreign Film Award,Won,en
Craig Frank,LA Web Fest,2013.0,Outstanding Achievement Award,Won,da
Peter Capaldi,Evening Standard British Film Awards,2010.0,Peter Sellers Award for Comedy,Nominated,en
Tom Hardy,Toronto Film Critics Association Awards,2014.0,TFCA Award,Won,en
Valerio Zurlini,Cannes Film Festival,1961.0,Palme d'Or,Nominated,it
Sean Penn,Italian Online Movie Awards (IOMA),2008.0,IOMA,Won,en
Freida Lee Mock,"Academy Awards, USA",1983.0,Oscar,Nominated,en
Norry Niven,CINDY Awards,2016.0,Gold Award,Won,en
Juliana Rojas,L'Etrange Festival,2017.0,Grand Prix Nouveau Genre,Nominated,pt
Teona Strugar Mitevska,Rotterdam International Film Festival,2004.0,Tiger Award,Nominated,en
David Wnendt,German Film Awards,2016.0,Film Award in Gold,Nominated,de
Beth McCarthy-Miller,Primetime Emmy Awards,2016.0,Primetime Emmy,Nominated,en
Paul W.S. Anderson,Sitges - Catalonian International Film Festival,1995.0,Best Film,Nominated,en
Kat Candler,Austin Film Festival,2009.0,Audience Award,Won,en
Heiner Stadler,Mar del Plata Film Festival,1996.0,Special Jury Award,Won,de
Ian Power,Lucas - International Festival of Films for Children and Young People,2011.0,Lucas,Won,en
Julien Duvivier,Venice Film Festival,1949.0,Golden Lion,Nominated,fr
Ryan Gosling,Film Independent Spirit Awards,2002.0,Independent Spirit Award,Nominated,en
Lenny Abrahamson,Seattle Film Critics Awards,2015.0,Seattle Film Critics Award,Nominated,en
Jochen Alexander Freydank,Giffoni Film Festival,2008.0,ANEC Gold Medal,Won,de
Michael Keller,"Motion Picture Sound Editors, USA",2010.0,Golden Reel Award,Nominated,en
Leos Carax,Toronto Film Critics Association Awards,2012.0,TFCA Award,Nominated,en
Assaf MacHnes,20 MinMax International Short Film Festival,2014.0,20minmax Award,Won,he
Richard Patterson,Leo Awards,2009.0,Leo,Won,en
Lee Grant,CableACE Awards,1994.0,CableACE,Nominated,en
Bryce Dallas Howard,Screen Actors Guild Awards,2012.0,Actor,Won,en
Kasper Barfoed,Robert Festival,2015.0,Robert,Nominated,da
Mirrah Foulkes,Australian Academy of Cinema and Television Arts (AACTA) Awards,2013.0,AACTA Award,Nominated,en
Grzegorz Jaroszuk,AFI Fest,2011.0,Grand Jury Prize,Won,pl
Nishikant Kamat,Filmfare Awards,2009.0,Filmfare Award,Won,en
Jacques Audiard,CinEuphoria Awards,2011.0,CinEuphoria,Won,fr
Rip Torn,Primetime Emmy Awards,1995.0,Primetime Emmy,Nominated,en
Don Cheadle,MovieGuide Awards,2005.0,Grace Award,Nominated,en
David Michôd,Australian Film Institute,2007.0,AFI Award,Won,en
Armando Bo,Village Voice Film Poll,2014.0,VVFP Award,Nominated,es
Kevin Clash,Daytime Emmy Awards,2011.0,Daytime Emmy,Won,en
