director_name,ceremony,year,category,outcome,original_language
Debra Granik,Alliance of Women Film Journalists,2011.0,EDA Female Focus Award,Won,en
James L. Brooks,Online Film & Television Association,1998.0,OFTA TV Hall of Fame,Won,en
Iara Lee,Festival Internacional de Cortometraje Social Solo para Cortos,2014.0,Jury Award,Won,en
Raoul O'Connell,San Francisco International Lesbian & Gay Film Festival,1994.0,Audience Award,Won,en
George Clooney,Boston Society of Film Critics Awards,1998.0,BSFC Award,2nd place,en
Stephen Page,Australian Academy of Cinema and Television Arts (AACTA) Awards,2014.0,AACTA Award,Nominated,en
Xavier Giannoli,Venice Film Festival,2012.0,Golden Lion,Nominated,en
Laís Bodanzky,Cinema Brazil Grand Prize,2009.0,Cinema Brazil Grand Prize,Nominated,pt
Narciso Ibáñez Serrador,Sitges - Catalonian International Film Festival,2003.0,"""Maria"" Honorary Award",Won,es
Frederic Amat,Goya Awards,1999.0,Goya,Nominated,en
Don Hertzfeldt,Freaky Film Festival,2000.0,Jury Award,Won,en
Stanley Donen,"Directors Guild of America, USA",1955.0,DGA Award,Nominated,en
Krzysztof Zanussi,Polish Film Festival,2000.0,Critics Award,Won,pl
Marco Bellocchio,"Golden Globes, Italy",2009.0,Golden Globe,Nominated,en
Rubén Rojo Aura,Aguilar de Campoo Short Film Festival,2009.0,Grand Prix,Won,es
Jeff Barnaby,Seattle International Film Festival,2014.0,New Director's Showcase Award,Nominated,en
Antonia San Juan,Yoga Awards,2000.0,Special Award,Won,es
Jörundur Ragnarsson,Montréal World Film Festival,2014.0,First Prize (Short Films),Won,is
Bogdan Mustata,"Gopo Awards, Romania",2014.0,Gopos Award,Nominated,it
Philippe Lacôte,AFI Fest,2014.0,Audience Award,Nominated,en
Ross Hogg,Edinburgh International Film Festival,2013.0,Best Short Film,Nominated,en
Rodrigo Felha,Rio de Janeiro International Film Festival,2014.0,Audience Award,Won,pt
Nour Wazzi,Dubai International Film Festival,2010.0,Muhr Arab Award,Nominated,en
Szabolcs Hajdu,Gijón International Film Festival,1994.0,Best Actor,Won,hu
Jonathan Taylor,"Kids' Choice Awards, USA",1997.0,Blimp Award,Nominated,en
Donald P. Bellisario,Primetime Emmy Awards,1984.0,Primetime Emmy,Nominated,en
Daniel M. Smith,Accolade Competition,2016.0,Award of Excellence Special Mention,Won,en
Richard Linklater,San Francisco Film Critics Circle,2014.0,SFFCC Award,Won,en
Steven Knight,Evening Standard British Film Awards,2008.0,Evening Standard British Film Award,Nominated,en
Svetoslav Ovtcharov,Cairo International Film Festival,2010.0,Best Director,Won,en
Baran bo Odar,Bavarian Film Awards,2015.0,Bavarian Film Award,Won,de
Kristin Scott Thomas,Evening Standard British Film Awards,1989.0,Evening Standard British Film Award,Won,en
Liina Paakspuu,Warsaw International Film Festival,2008.0,Best Short,Nominated,et
Keith Behrman,Leo Awards,2003.0,Leo,Won,en
Joshua Safdie,Sarasota Film Festival,2008.0,Jury Prize,Won,en
Ken Diego,"Directors Guild of America, USA",2013.0,DGA Award,Won,en
Tony Leblanc,"National Syndicate of Spectacle, Spain",1960.0,Prize of the National Syndicate of Spectacle,Won,es
Carlos Sorin,Nantes Three Continents Festival,2004.0,Silver Montgolfiere,Won,en
Peter Bogdanovich,"Golden Globes, USA",1972.0,Golden Globe,Nominated,en
Pawan Wadeyar,South Indian International Movie Awards,2015.0,SIIMA - Kannada,Nominated,en
Ralph Eggleston,Hugo Awards,2002.0,Hugo,Nominated,en
Sarah Polley,Toronto Film Critics Association Awards,2007.0,TFCA Award,Won,en
Abby Mann,"Writers Guild of America, USA",1966.0,WGA Award (Screen),Nominated,en
Angelina Jolie,Russian National Movie Awards,2014.0,Georges Award,Nominated,en
Álex Montoya,Independent Days,2012.0,Jury Award,Nominated,en
Ricki Stern,Full Frame Documentary Film Festival,2006.0,Audience Award,Won,en
Marco Risi,Salerno Shadowline Film Festival,2002.0,Shadowline Award,Won,it
Nicolás Goldbart,Sitges - Catalonian International Film Festival,2010.0,Best Screenplay,Won,es
Dorota Kędzierzawska,Polish Film Awards,2006.0,Eagle,Nominated,en
Adam Deyoe,GenreBlast Film Festival,2016.0,GenreBlast Film Festival Award,Nominated,en
Mathijs Geijskes,Molodist International Film Festival,1997.0,Best Film Award,Nominated,nl
Manuel Poirier,Cannes Film Festival,1997.0,Palme d'Or,Nominated,fr
Conor Horgan,Cork International Film Festival,2002.0,Prix UIP Cork (European Short Film),Won,en
Gustavo Taretto,Clermont-Ferrand International Short Film Festival,2006.0,Grand Prix,Won,es
Rafael Gomes,Florianópolis Audiovisual Mercosul (FAM),2010.0,Official Jury,Won,en
James Kerwin,Crested Butte Reel Fest,2000.0,Gold Award,Won,en
Feras Fayyad,Sundance Film Festival,2017.0,Grand Jury Prize,Won,da
Aasne Vaa Greibrokk,Cleveland International Film Festival,2017.0,New Direction Competition,Nominated,en
Gary Oldman,Awards Circuit Community Awards,1994.0,ACCA,Nominated,en
William Shatner,"Academy of Science Fiction, Fantasy & Horror Films, USA",1983.0,Saturn Award,Won,en
Hans Petter Moland,Rouen Nordic Film Festival,1996.0,Young Audience Award,Won,en
James Mangold,Hollywood Film Awards,2013.0,Hollywood Movie Award,Nominated,en
Carlos Sorin,Nantes Three Continents Festival,2002.0,Young Audience Award,Won,en
Den Serras,HDFest,2006.0,Best High-Definition Short,2nd place,en
Rainer Frimmel,Golden Ciak Awards,2011.0,Golden Ciak,Won,en
Yann Piquer,Cannes Film Festival,1988.0,Jury Prize,Won,fr
Dhanush,Filmfare Awards South,2013.0,Filmfare Award - Tamil Film Industry,Won,ta
Laura Morante,Giffoni Film Festival,2009.0,François Truffaut Award,Won,it
Lawrence Kasdan,"Writers Guild of America, USA",1989.0,WGA Award (Screen),Nominated,en
Jan Bonny,European Film Awards,2007.0,European Discovery of the Year,Nominated,de
Mike Dagñalan,Cinemalaya Independent Film Festival,2005.0,Balanghai Trophy,Nominated,en
Marielle Heller,Women Film Critics Circle Awards,2015.0,WFCC Award,Nominated,en
Theu Boermans,Nederlands Film Festival,2006.0,Golden Calf,Nominated,nl
Ang Lee,London Critics Circle Film Awards,2001.0,ALFS Award,Nominated,en
Michael Hegner,China International Cartoon and Digital Art Festival,2007.0,Special Jury Award,Won,en
Norman McLaren,Cannes Film Festival,1955.0,Palme d'Or - Best Short Film,Won,en
Frida Kempff,Stockholm Film Festival,2011.0,1km Film Award,Nominated,sv
Orlando Lübbert,Havana Film Festival,2001.0,Best Screenplay,Won,en
Virgil Widrich,Bearded Child Film Festival,2003.0,Audience Award,Won,en
Mattias Löw,New York Festivals,2014.0,Grand Award,Nominated,sv
Martin Talbot,Palm Springs International Film Festival,2015.0,New Voices/New Visions Grand Jury Prize,Nominated,fr
Guilherme Coelho,Rio de Janeiro International Film Festival,2003.0,Première Brazil,Won,pt
Zach Braff,Sundance Film Festival,2004.0,Grand Jury Prize,Nominated,en
Chris Menges,Boston Society of Film Critics Awards,1985.0,BSFC Award,Won,en
Jens Jonsson,Palm Springs International ShortFest,2002.0,Jury Award,Won,en
Edward Lachman,"St. Louis Film Critics Association, US",2015.0,SLFCA Award,2nd place,en
Niki Caro,Seattle Jewish Film Festival,2017.0,Audience Choice Award,Won,en
Anthony Minghella,Guild of German Art House Cinemas,1997.0,Guild Film Award - Gold,Won,en
Martin Scorsese,Primetime Emmy Awards,2012.0,Primetime Emmy,Won,en
Jochen Alexander Freydank,Odense International Film Festival,2008.0,Best Children's Film,Won,de
Aamir Khan,Filmfare Awards,2002.0,Filmfare Award,Won,hi
Leonor Teles,Coimbra Caminhos do Cinema Português,2016.0,Revelation Award,Won,en
Mischa Kamp,Chicago International Children's Film Festival,2008.0,Adult's Jury Award,2nd place,nl
Marc Furmie,Melbourne Underground Film Festival,2010.0,Best Short,Won,en
Gil Alkabetz,"Mediawave, Hungary",1998.0,Jury Award,Won,en
Sivaroj Kongsakul,Rotterdam International Film Festival,2011.0,Tiger Award,Won,en
Kaveh Bakhtiari,Montréal Festival of New Cinema,2013.0,Quebec Film Critics Award,Won,en
Alexander Payne,The Stinkers Bad Movie Awards,2001.0,Stinker Award,Nominated,en
Erland Josephson,Montréal World Film Festival,2003.0,Grand Prix Special des Amériques,Won,en
John Michael McDonagh,"Detroit Film Critic Society, US",2014.0,DFCS Award,Nominated,en
Brumby Boylston,Sundance Film Festival,2014.0,Short Film Grand Jury Prize,Nominated,en
