director_name,ceremony,year,category,outcome,original_language
José Javier Rodríguez Melcon,Badajoz Short Film Festival,2004.0,Best Screenplay,Won,en
Kinji Fukasaku,Blue Ribbon Awards,1976.0,Blue Ribbon Award,Won,ja
Phil Tippett,Primetime Emmy Awards,1985.0,Primetime Emmy,Won,en
Andrew Lau,Udine Far East Film Festival,2003.0,Audience Award,Won,cn
David Fincher,Russian Guild of Film Critics,2011.0,White Elephant,Nominated,en
Alina Marazzi,Italian National Syndicate of Film Journalists,2006.0,Silver Ribbon,Nominated,it
Doug Pray,Film Independent Spirit Awards,2002.0,Independent Spirit Award,Nominated,en
Don Hertzfeldt,Annie Awards,2008.0,Annie,Nominated,en
Thomas Bidegain,Deauville Film Festival,2015.0,Prix d'Ornano-Valenti,Won,fr
Dexter Fletcher,Chicago International Film Festival,2011.0,Gold Hugo,Nominated,en
Sherry Hormann,Max Ophüls Festival,1992.0,Interfilm Award,Won,de
Felix Herngren,Goya Awards,2015.0,Goya,Nominated,sv
Guto Parente,Tiradentes Film Festival,2010.0,Aurora - Critic's Jury,Won,pt
Michèle Lemieux,Hiroshima International Animation Festival,2004.0,Special Jury Prize,Won,en
Alfonso Cuarón,Awards Circuit Community Awards,2006.0,ACCA,Nominated,en
Alejandro Springall,Sundance Film Festival,1999.0,Latin America Cinema Award,Won,en
Sándor Reisenbüchler,Fantafestival,1983.0,Best Film,Won,en
Jean-Loup Felicioli,Annecy International Animated Film Festival,2011.0,Cristal,Nominated,fr
Matthew Richards,Potsdam Sehsüchte,2013.0,Best Youth Film,Nominated,en
Cecilia Miniucchi,Cannes Film Festival,2007.0,Golden Camera,Nominated,en
Taika Waititi,Sundance Film Festival,2007.0,Grand Jury Prize,Nominated,en
Jonathan West,Primetime Emmy Awards,1997.0,Primetime Emmy,Nominated,pt
Lol Creme,MTV Video Music Awards (VMA),1984.0,VMA,Won,en
Matthew Bate,Cleveland International Film Festival,2015.0,Nesnady and Schwartz Documentary Competition,Nominated,en
Pierre Stefanos,Palm Beach International Film Festival,2014.0,Best Short Film,Won,en
Tamar Tal,Jameson CineFest - Miskolc International Film Festival,2012.0,Main Prize,Won,de
Beyoncé Knowles,Online Film & Television Association,2009.0,OFTA Film Award,Won,en
Chris Esper,Culver City Film Festival,2014.0,Festival Prize,Won,en
Bence Miklauzic,Valladolid International Film Festival,2014.0,Golden Spike,Nominated,en
Monty Whitebloom,Grammy Awards,1996.0,Grammy,Nominated,en
Yung Chang,RiverRun International Film Festival,2008.0,Jury Prize,Won,en
Blake Ritson,NAVGTR Awards,2013.0,NAVGTR Award,Nominated,en
Catherine Tambini,News & Documentary Emmy Awards,2015.0,Emmy,Nominated,en
Igor Voloshin,Karlovy Vary International Film Festival,2011.0,Crystal Globe,Nominated,ru
Joel Coen,Gold Derby Awards,2014.0,Gold Derby Award,Nominated,en
Patrick Alexander,Jameson CineFest - Miskolc International Film Festival,2014.0,Audience Award,Won,en
Michael Noer,Göteborg Film Festival,2015.0,Dragon Award,Nominated,da
Ігор Подольчак,Baghdad International Film Festival,2013.0,First Prize,Won,en
Stephan Lacant,Baden-Baden TV Film Festival,2013.0,MFG Star,Nominated,de
Ciccio Ingrassia,Golden Ciak Awards,1988.0,Golden Ciak,Nominated,it
Mathieu Kassovitz,Paris Film Festival,1993.0,Special Jury Prize,Won,en
Jonathan Reid-Edwards,"British Horror Film Festival, UK",2014.0,Haunted Award,Won,en
Nancy Stern,Primetime Emmy Awards,2010.0,Primetime Emmy,Nominated,en
Simón Mesa Soto,London Critics Circle Film Awards,2016.0,ALFS Award,Nominated,es
George Nolfi,BAFTA Awards,2008.0,Alexander Korda Award for Best British Film,Nominated,en
Ken Diego,Daytime Emmy Awards,1992.0,Daytime Emmy,Nominated,en
F. Javier Gutiérrez,Cinénygma - Luxembourg International Film Festival,2002.0,Best European Short Film,Won,en
Gavin O'Connor,Long Island International Film Expo,2000.0,Long Island Filmmaker Achievement Award,Won,en
Stev Elam,San Diego Film Festival,2015.0,Audience Award,Won,en
Layke Anderson,"One Shot Movie Competition, UK",2017.0,Best One Shot Movie,Nominated,en
Michael Haneke,BAFTA Awards,2013.0,BAFTA Film Award,Won,de
Roger Donaldson,New Zealand Screen Awards,2006.0,New Zealand Screen Award,Won,en
Kim Cummings,Long Island International Film Expo,2012.0,Festival Prize,Nominated,en
Christine Choy,VC FilmFest - Los Angeles Asian Pacific Film Festival,2008.0,Honorable Mention,Won,en
Jackie Chan,Huabiao Film Awards,2013.0,Huabiao Film Award,Nominated,cn
Genndy Tartakovsky,Ottawa International Animation Festival,2002.0,OIAF Award,Won,en
Amber Tamblyn,Film Independent Spirit Awards,2007.0,Independent Spirit Award,Nominated,en
Vincent D'Onofrio,Blockbuster Entertainment Awards,2001.0,Blockbuster Entertainment Award,Nominated,en
Christopher Marshall,Full Bloom Film Festival,2016.0,Festival Award,Won,en
Samuel Abrahams,London Independent Film Festival,2011.0,Audience Award,Won,en
Wong Ching-Po,Puchon International Fantastic Film Festival,2011.0,Best of Puchon,Nominated,cn
Alice Nellis,Czech Lions,2003.0,Czech Lion,Nominated,cs
Edward Lachman,Chlotrudis Awards,2003.0,Audience Award,Won,en
Rafael Alcázar,Fantasporto,1997.0,International Fantasy Film Award,Nominated,es
Leena Pendharkar,Indian Film Festival of Los Angeles,2015.0,Grand Jury Prize,Won,en
Sudz Sutherland,Los Angeles Pan African Film Festival,2004.0,Audience Award,Won,en
Yuen Woo-ping,Hong Kong Film Awards,2014.0,Hong Kong Film Award,Won,cn
Judi Dench,Alliance of Women Film Journalists,2013.0,EDA Award,Nominated,en
Martin Scorsese,Parajanov-Vartanov Institute Awards,2014.0,Parajanov-Vartanov Institute Award,Won,en
Claude Goretta,Cannes Film Festival,1983.0,Palme d'Or,Nominated,fr
Marc Lahore,Brussels International Festival of Fantasy Film (BIFFF),2016.0,7th Orbit Prize,Nominated,en
Mitchell Leisen,Walk of Fame,1960.0,Star on the Walk of Fame,Won,en
Pupi Avati,Primavera del Cinema Italiano Festival,2009.0,Federico II Award,Won,it
Brian Green,Los Angeles DIY Film Festival,2004.0,Festival Prize,Won,fr
Wong Kar-wai,"Order of Arts and Letters, France",2013.0,Commander of the Order of Arts and Letters,Won,cn
Pepe Danquart,Prague One World Film Festival,1999.0,Audience Award,Won,de
Nanni Moretti,European Film Awards,1994.0,FIPRESCI Prize,Won,it
Alejandro González Iñárritu,CinEuphoria Awards,2010.0,CinEuphoria,Won,en
Andrew Kotatko,Canberra Short Film Festival,2016.0,Festival Prize,Won,en
Amy Wendel,Ojai Film Festival,2004.0,Best Student Film,Won,en
Montxo Armendáriz,Turia Awards,1998.0,Turia Award,Won,en
Jean Godard,Venice Film Festival,1967.0,Special Jury Prize,Won,fr
Rangel Vulchanov,Golden Rhyton Bulgarian Documentary and Animation Film Festival,1998.0,Golden Rhyton,Won,en
Ahmed Ahmed,Village Voice Film Poll,2014.0,VVFP Award,Nominated,en
Ethan Coen,"American Cinema Editors, USA",2001.0,Eddie,Nominated,en
Gerardo Herrero Pereda,Cannes Film Festival,2014.0,Canal+ Award,Nominated,en
Matthew Weiner,"Writers Guild of America, USA",2013.0,WGA Award (TV),Nominated,en
Josh Hutcherson,Bravo Otto,2015.0,Bravo Otto Germany,3rd place,en
Anna Reeves,Chicago International Film Festival,1994.0,Gold Plaque,Won,en
Ashutosh Gowariker,Filmfare Awards,2005.0,Filmfare Award,Nominated,hi
Claudio Guzmán,Primetime Emmy Awards,1959.0,Primetime Emmy,Won,en
Michael J.F. Scott,Genie Awards,1986.0,Genie,Won,en
Michèle Ohayon,San Francisco International Film Festival,1997.0,Golden Spire,Won,en
Reynaldo Quijada,Hayah International Short Film Festival,2016.0,Jury Award,Won,en
Feng Xiaogang,Hundred Flowers Awards,2016.0,Hundred Flowers Award,Nominated,zh
Samson Samsonov,Venice Film Festival,1955.0,Golden Lion,Nominated,ru
Billy Bob Thornton,Online Film Critics Society Awards,1999.0,OFCS Award,Won,en
Joey Sylvester,Accolade Competition,2011.0,Award of Excellence,Won,en
Sophie Huber,Cork International Film Festival,2013.0,Audience Award,Nominated,en
Fabián Bielinsky,Argentinean Film Critics Association Awards,2001.0,Silver Condor,Nominated,es
Tom McCarthy,Broadcast Film Critics Association Awards,2016.0,Critics Choice Award,Won,en
Bertrand Bonello,Lisbon & Estoril Film Festival,2016.0,Jaeger - LeCoultre Best Film Award,Nominated,fr
Chris Renaud,Hollywood Film Awards,2013.0,Hollywood Movie Award,Nominated,en
Melvin Frank,"Writers Guild of America, USA",1960.0,WGA Award (Screen),Nominated,en
Hatem Khraiche,Valladolid International Film Festival,2009.0,Castile and León Short Film Award,Nominated,es
Steven Spielberg,Chicago Film Critics Association Awards,1994.0,CFCA Award,Won,en
Valery Todorovsky,Russian Guild of Film Critics,2009.0,White Elephant,Nominated,en
Rituparno Ghosh,Hamburg Film Festival,2006.0,Critics Award,Nominated,en
Richard Chance,"Action on Film International Film Festival, USA",2009.0,AOF/WAB Award,Nominated,en
Barbara Sundstrom,ICVM Crown Awards,2009.0,Silver Crown,Won,en
Nicole Newnham,Atlanta Jewish Film Festival,2007.0,Audience Award,Won,en
Amber Tamblyn,"Academy of Science Fiction, Fantasy & Horror Films, USA",2005.0,Saturn Award,Nominated,en
Benoît Pilon,Montréal World Film Festival,2008.0,Most Popular Canadian Feature Film,Won,fr
Armando Iannucci,"BAFTA Awards, Scotland",2009.0,BAFTA Scotland Award,Won,en
Cyrill Boss,German Film Awards,2013.0,Film Award in Gold,Nominated,de
Lianne Klapper-McNally,"Academy Awards, USA",2002.0,Oscar,Nominated,en
Tunç Okan,Karlovy Vary International Film Festival,1975.0,C.I.D.A.L.C. Award,Won,tr
Rolando Ravello,Tribeca Film Festival,2016.0,Jury Award,Won,it
Daniel Young,Swiss Film Prize,2008.0,Swiss Film Prize,Nominated,en
Oleg Yankovskiy,"Golden Eagle Awards, Russia",2004.0,Golden Eagle,Won,ru
Bill Pope,MTV Video Music Awards (VMA),1988.0,VMA,Won,en
Chris Graves,"Red Dirt International Film Festival, US",2013.0,Best Feature Drama,Nominated,en
Sepideh Farsi,Cinéma du Réel,2001.0,Pierre et Yolande Perrault Grant,Won,en
Lee Friedlander,New York Lesbian and Gay Film Festival,2004.0,Audience Award,Won,en
Daniele Vicari,Italian Online Movie Awards (IOMA),2013.0,IOMA,Won,it
Laurie Hill,AFI Fest,2010.0,Short Award - Special Mention,Won,en
Matt Walsh,Screen Actors Guild Awards,2014.0,Actor,Nominated,en
Jesse H. Knight,Mad Monster Party Film Festival,2015.0,Mad Monster Party Film Festival Award,Won,en
Laura Dern,Primetime Emmy Awards,1992.0,Primetime Emmy,Nominated,en
Robert Altman,Film Independent Spirit Awards,1994.0,Independent Spirit Award,Won,en
Marco Ricca,"Prêmio Qualidade, Brazil",2011.0,Prêmio Qualidade,Nominated,pt
Shahir Zag,Atlanta ShortsFest,2015.0,Festival Award,Won,en
Barbara Albert,Brussels International Film Festival,2000.0,Crystal Star,Nominated,de
Al Pacino,Chicago Film Critics Association Awards,1998.0,CFCA Award,Nominated,en
Conrad E. Palmisano,World Stunt Awards,2002.0,Taurus Award,Nominated,en
Graham Cantwell,Underground Cinema Film Festival Awards,2017.0,Festival Award,Won,en
Vincent J. Guastini,L.A. Indies Awards,2013.0,L.A. Indie Award,Won,en
Nikolaus Leytner,"Golden Camera, Germany",2010.0,Golden Camera,Nominated,de
Cristian Mungiu,Bodil Awards,2008.0,Bodil,Nominated,ro
Alê Abreu,Cairo International Film Festival,2014.0,Silver Pyramid,Won,pt
Laura Morante,Argentinean Film Critics Association Awards,1995.0,Silver Condor,Nominated,it
Nikos Panayotopoulos,Thessaloniki Film Festival,1978.0,Hellenic Association of Film Critics Award,Won,el
Lee Hsing,Golden Horse Film Festival,1980.0,Golden Horse Award,Won,zh
Matevž Luzar,"Student Academy Awards, USA",2008.0,Honorary Foreign Film Award,Nominated,en
Želimir Gvardiol,Columbus International Film & Video Festival,1997.0,Honorable Mention,Won,en
Elcin Musaoglu,Mannheim-Heidelberg International Filmfestival,2014.0,Prize of the Ecumenical Jury,Won,en
Tyler MacIntyre,"Student Academy Awards, USA",2011.0,Achievement Award,Nominated,en
Daniel Greaves,World Animation Celebration,1991.0,WAC Winner,Won,en
Sergio Tovar Velarde,Palm Springs International ShortFest,2005.0,Jury Award,Nominated,es
Barry Letts,Daytime Emmy Awards,1981.0,Daytime Emmy,Won,en
Pedro Almodóvar,Karlovy Vary International Film Festival,1996.0,Crystal Globe,Nominated,es
Richard Attenborough,Fantasporto,1993.0,International Fantasy Film Award,Nominated,en
Krzysztof Kieślowski,Chicago International Film Festival,1993.0,Special Jury Prize,Won,pl
Robert Wise,Temecula Valley International Film Festival,1996.0,Lifetime Achievement Award,Won,en
Alexis dos Santos,Les Arcs European Film Festival,2009.0,Crystal Arrow,Won,en
Robin Spry,Gemini Awards,1998.0,Gemini,Won,en
Tom Stoppard,Las Vegas Film Critics Society Awards,1998.0,Sierra Award,Won,en
Tim Allen,Behind the Voice Actors Awards,2014.0,BTVA People's Choice Voice Acting Award,Won,en
Josh Cooley,Florida Film Critics Circle Awards,2015.0,FFCC Award,Nominated,en
Dinos Katsouridis,Thessaloniki Film Festival,2000.0,Honorary Golden Alexander,Won,el
Thomas Bangalter,Cannes Film Festival,2006.0,Golden Camera,Nominated,en
Dean Stockwell,"Academy Awards, USA",1989.0,Oscar,Nominated,en
Darren Aronofsky,Thessaloniki Film Festival,1998.0,FIPRESCI Prize - Special Mention,Won,en
Konstantin Bronzit,Russian Guild of Film Critics,2016.0,White Elephant,Won,ru
Claude Legault,Jutra Awards,2008.0,Jutra,Nominated,fr
Adriana Dutra,Cinema Brazil Grand Prize,2017.0,Cinema Brazil Grand Prize,Nominated,pt
Dave Wilson,Visual Effects Society Awards,2011.0,VES Award,Nominated,en
Eugenio Polgovsky,Rome Film Fest,2012.0,CinemaXXI Award for Short and Medium Films,Nominated,en
Marco Pontecorvo,Italian National Syndicate of Film Journalists,2009.0,Silver Ribbon,Nominated,en
Rainer Kaufmann,Baden-Baden TV Film Festival,2008.0,3Sat Audience Award,Nominated,de
Marco Bellocchio,David di Donatello Awards,2007.0,David,Nominated,en
Richard Ciupka,Genie Awards,1984.0,Genie,Nominated,fr
Johnny Burke,International Documentary Association,2014.0,Pare Lorentz Award,Won,en
Genndy Tartakovsky,Primetime Emmy Awards,2001.0,Primetime Emmy,Nominated,en
Paul McCartney,Grammy Awards,1970.0,Grammy,Nominated,en
Patrick Ridremont,"Lumiere Awards, France",2014.0,Lumiere Award,Nominated,en
Brillante Mendoza,"Young Critics Circle, Philippines",2016.0,YCC Award,Nominated,en
Ian Inaba,Sundance Film Festival,2006.0,Grand Jury Prize,Nominated,en
Ben Mears,"Berlin Independent Film Festival, DE",2014.0,Best Short Film (under 50 minutes),Nominated,en
Matt Stone,Online Film & Television Association,2008.0,OFTA Television Award,Nominated,en
Luís Alves,CinEuphoria Awards,2012.0,CinEuphoria,Won,pt
Dave LaMattina,Philadelphia Film Festival,2014.0,Audience Award - Honorable Mention,Won,en
Åke Sandgren,Robert Festival,2014.0,Audience Award,Nominated,da
Keiichi Hara,Tokyo Anime Award,2008.0,Best Screenplay,Won,ja
Jaime Marques,Toulouse Cinespaña,2008.0,Violette d'Or,Nominated,en
Brad Anderson,Online Film & Television Association,2011.0,OFTA Television Award,Nominated,en
Zoltán Kamondi,Hungarian Film Critics Awards,2003.0,Film Critics Award,Won,hu
Tom Cohen,Daytime Emmy Awards,2009.0,Daytime Emmy,Won,en
Uberto Pasolini,BAFTA Awards,1998.0,BAFTA Film Award,Won,en
Kristina Buozyte,Neuchâtel International Fantastic Film Festival,2012.0,Narcisse Award,Nominated,en
Perry Dizon,Gawad Urian Awards,2015.0,Gawad Urian Award,Nominated,en
Katie Holmes,Teen Choice Awards,2003.0,Teen Choice Award,Nominated,en
Karl Markovics,Jameson CineFest - Miskolc International Film Festival,2011.0,International Ecumenical Award,Won,de
Fons Rademakers,Berlin International Film Festival,1959.0,Golden Berlin Bear,Nominated,nl
Greg Chwerchak,Rhode Island International Film Festival,2002.0,First Prize,Won,en
Anna Maguire,"London Short Film Festival, UK",2015.0,Best Woman Director,Nominated,en
Yongyoot Thongkongtoon,Berlin International Film Festival,2001.0,Teddy - Special Mention,Won,th
Arnel Mardoquio,Gawad Urian Awards,2011.0,Gawad Urian Award,Won,en
Selton Mello,Miami Brazilian Film Festival,2008.0,Crystal Lens,Won,pt
Adrián Caetano,Premios Martín Fierro,2002.0,Premio Martín Fierro,Nominated,es
William Joyce,Seattle International Film Festival,2011.0,Golden Space Needle Award,Won,en
Lorraine Bracco,"Academy Awards, USA",1991.0,Oscar,Nominated,en
Bill Plympton,Fantasporto,2006.0,Special Career Award,Won,en
Nanni Moretti,"Golden Globes, Italy",2011.0,Golden Globe,Won,it
Pepe Danquart,International Documentary Association,1998.0,Pare Lorentz Award,Nominated,de
John Huston,Italian National Syndicate of Film Journalists,1986.0,Silver Ribbon,Nominated,en
Mark Elliott ,BAFTA Awards,2003.0,BAFTA TV Award,Nominated,en
Cesc Gay,Toulouse Cinespaña,2007.0,Best Screenplay,Won,es
Gustavo Vinagre,Olhar de Cinema - Curitiba International Film Festival,2015.0,New Views Award,Won,pt
Paolo Virzì,Venice Film Festival,1997.0,Golden Lion,Nominated,it
David Zellner,SXSW Film Festival,2012.0,Audience Award,Nominated,en
Ruth Beckermann,"Diagonale, Austria",2016.0,Diagonale Grand Prize,Won,de
Warren Beatty,Golden Apple Awards,1962.0,Sour Apple,Won,en
Roland Emmerich,Jupiter Award,2005.0,Jupiter Award,Won,en
Shari Springer Berman,Cannes Film Festival,2003.0,Un Certain Regard Award,Nominated,en
Danis Tanović,São Paulo International Film Festival,2001.0,Audience Award,Won,bs
Ilian Djeveleko ,Bratislava International Film Festival,2011.0,Grand Prix,Nominated,en
Ermek Tursunov,Asia Pacific Screen Awards,2015.0,Asia Pacific Screen Award,Nominated,kk
Ryan Gosling,"Empire Awards, UK",2017.0,Empire Award,Nominated,en
Sandy McLeod,Sundance Film Festival,2003.0,Short Filmmaking Award - Honorable Mention,Won,en
José Joffily,"ACIE Awards, Brazil",2011.0,ACIE Award,Nominated,pt
Dave Schram,"Golden and Platin Film, Netherlands",2013.0,Golden Film,Won,nl
Kevin Alexander Boon,World Music and Independent Film Festival,2015.0,Festival Award,Nominated,en
Rudolf Mestdagh,B-Movie Film Festival,2006.0,B-Movie Award,Won,en
Leandra Leal,BRAFFTV - Brazilian Film & Television Festival of Toronto,2012.0,Golden Mapple,Won,pt
Angeliki Antoniou,"Nuremberg Film Festival ""Turkey-Germany""",2008.0,Best Film,Nominated,de
Simon Staho,Chicago International Film Festival,2005.0,Gold Hugo,Nominated,en
Leslie Woodhead,Amsterdam International Documentary Film Festival,1999.0,Special Jury Award,Won,en
Walter V. Marshall,International Christian Film Festival,2016.0,Festival Award,Won,en
Aaron Sorkin,Television Critics Association Awards,2000.0,TCA Award,Nominated,en
Till Nowak,European Film Awards,2006.0,European Film Award,Nominated,en
Emmanuel Bourdieu,Cannes Film Festival,2006.0,Grand Golden Rail,Won,fr
Valentin Vaala,Jussi Awards,1947.0,Jussi,Won,fi
Pedro Almodóvar,Cannes Film Festival,1999.0,Best Director,Won,es
Richard Ray Perez,International Documentary Association,2009.0,IDA Award,Nominated,en
Nicolas Van Pallandt,Skip City International D-Cinema Festival,2006.0,Grand Prize,Nominated,en
Peter Lydon,Manhattan Short Film Festival,2003.0,Best Screenplay,Won,en
Peter Timm,Biberach Film Festival,2004.0,Honorable Mention,Won,de
Florián Rey,"National Syndicate of Spectacle, Spain",1941.0,Prize of the National Syndicate of Spectacle,Won,en
Věra Chytilová,Chicago International Film Festival,1993.0,Gold Hugo,Nominated,cs
Virpi Suutari,European Film Awards,2001.0,European Film Award,Nominated,en
Alejandro González Iñárritu,Tokyo International Film Festival,2000.0,Best Director Award,Won,en
John Stevenson,Tokyo Anime Award,2009.0,International Theater Award,Won,en
Marjane Satrapi,Argentinean Film Critics Association Awards,2009.0,Silver Condor,Won,en
Eliseo Subiela,São Paulo International Film Festival,1987.0,Audience Award,Won,es
Joey Kuhn,Cleveland International Film Festival,2016.0,Best American Independent Feature Film,Nominated,en
Rashid Masharawi,Dubai International Film Festival,2012.0,Muhr Arab Award,Nominated,en
Philip Seymour Hoffman,Awards Circuit Community Awards,1999.0,ACCA,Won,en
Mihal Brezis,Angers European First Film Festival,2010.0,Librarians' Award,Won,en
Alex Gibney,Ojai Film Festival,2007.0,Jury Award,Won,en
Antoine D'Agata,Jihlava International Documentary Film Festival,2008.0,Best World Documentary,Nominated,en
Michael Moore,Bergen International Film Festival,2002.0,Audience Award,Won,en
Leon Gast,Woodstock Film Festival,2016.0,Lifetime Achievement Award,Won,en
Alex Merkin,The Monthly Film Festival (TMFF),2017.0,January Award,Nominated,en
Mattias Löw,Barcelona Cinema Festival,2011.0,Jury Prize,Won,sv
Bobbie Peers,Cannes Film Festival,2006.0,Norman McLaren Award,Won,en
Juan Carlos Maneglia,Palm Springs International Film Festival,2013.0,New Voices/New Visions Special Jury Mention,Won,es
Luis Alcoriza,"Ariel Awards, Mexico",1988.0,Golden Ariel,Nominated,es
Santiago Segura,Spanish Actors Union,1996.0,Newcomer Award,Nominated,es
Joel Coen,Awards Circuit Community Awards,2007.0,ACCA,Won,en
Yegor Konchalovsky,Honfleur Festival of Russian Cinema,2000.0,Grand Prix,Won,ru
Stéphane Demoustier,Hong Kong International Film Festival,2015.0,FIPRESCI Prize,Nominated,fr
Selton Mello,"Prêmio Qualidade, Brazil",2010.0,Prêmio Qualidade,Nominated,pt
Xavier Koller,Swiss Film Prize,2001.0,Swiss Film Prize,Nominated,de
Konkona Sen Sharma,Apsara Film Producers Guild Awards,2010.0,Apsara Award,Nominated,en
Sung Hyung Cho,Max Ophüls Festival,2007.0,Max Ophüls Award,Won,de
Tonia Mishiali,Drama Short Film Festival,2013.0,2nd Prize,Won,en
Carolina Hellsgård,Film+,2009.0,Promotional Editing Award,Nominated,de
Neeraj Pandey,Screen Weekly Awards,2009.0,Ramnath Goenka Award,Won,hi
Jean Vallée,Jutra Awards,2012.0,Jutra,Nominated,en
Juan Vicente Córdoba,Toulouse Cinespaña,2001.0,Student Jury Award,Won,es
Yvonne Kerékgyártó,SXSW Film Festival,2015.0,SXSW Gamechanger Award,Won,en
David Nutter,"Directors Guild of America, USA",2016.0,DGA Award,Won,en
Kathy Bates,Online Film & Television Association,2005.0,OFTA Television Award,Nominated,en
Peter Lord,"Academy Awards, USA",2013.0,Oscar,Nominated,en
Yvan Attal,Acteurs à l'Écran,1989.0,Prix Michel Simon,Won,fr
Jonathan Demme,Chicago Film Critics Association Awards,1992.0,CFCA Award,Won,en
Angelina Jolie,Teen Choice Awards,2010.0,Teen Choice Award,Nominated,en
Stephen Frears,BAFTA Awards,2004.0,BAFTA TV Award,Won,en
Petr Václav,Berlin International Film Festival,2016.0,"Reader Jury of the ""Tagesspiegel""",Won,cs
Paul Rudish,Annie Awards,2014.0,Annie,Won,en
Marielle Heller,Taipei Film Festival,2015.0,International New Talent Competition - Grand Prize,Nominated,en
Judy Irving,San Francisco International Film Festival,1999.0,Certificate of Merit,Won,en
Thomas Ciulei,Zurich Film Festival,2008.0,Golden Eye,Nominated,en
Javier Fesser,Peñíscola Comedy Film Festival,1994.0,Best Short Film,Won,es
David Fincher,"Academy of Science Fiction, Fantasy & Horror Films, USA",1996.0,Saturn Award,Nominated,en
Raya Martin,Olhar de Cinema - Curitiba International Film Festival,2014.0,Olhar Award - Best Film,Nominated,en
Stephen Surjik,Directors Guild of Canada,2005.0,DGC Team Award,Won,en
Josh Pate,Cognac Festival du Film Policier,1998.0,Special Jury Prize,Won,en
Vito Palmieri,Regensburg Short Film Week,2014.0,Best International Short Film,Nominated,it
David Nerlich,IF Awards,2008.0,IF Award,Nominated,en
Felipe Cazals,"Ariel Awards, Mexico",1980.0,Golden Ariel,Won,es
Aleksi Mäkelä,Brussels International Independent Film Festival,2003.0,Best Direction,Won,fi
Zig Madamba Dulay,Gawad Urian Awards,2013.0,Gawad Urian Award,Nominated,en
