director_name,ceremony,year,category,outcome,original_language
David Robert Mitchell,Neuchâtel International Fantastic Film Festival,2014.0,Narcisse Award,Nominated,en
Baharak Saeid Monir,Leo Awards,2013.0,Leo,Nominated,en
Joe Ballarini,Screamfest,2008.0,Honorable Mention,Won,en
Bruce Franchini,Daytime Emmy Awards,2000.0,Daytime Emmy,Won,en
Miklós Jancsó,Italian National Syndicate of Film Journalists,1969.0,Silver Ribbon,Nominated,hu
Jeroen Krabbé,"Picture and Sound Awards, Netherlands",2011.0,Picture and Sound Award,Nominated,en
Gail Dolgin,Sundance Film Festival,2002.0,Grand Jury Prize,Won,en
Corey Michael Eubanks,Screen Actors Guild Awards,2012.0,Actor,Nominated,en
Colin Low,Bilbao International Festival of Documentary and Short Films,1959.0,Golden Mikeldi,Won,en
Tom Kingsley,BAFTA Awards,2012.0,BAFTA Film Award,Nominated,en
Eddie Alcazar,Julien Dubuque International Film Festival,2014.0,Silver Feather,Nominated,en
Julie Delpy,Houston Film Critics Society Awards,2013.0,HFCS Award,Nominated,en
Ti West,SXSW Film Festival,2012.0,Audience Award,Nominated,en
Sergei Ursulyak,APKIT Awards,2016.0,APKiT,Won,en
Tatsushi Ohmori,Moscow International Film Festival,2013.0,Russian Film Critics Award - Special Mention,Won,ja
Pedro Zimmermann,Gramado Film Festival,2005.0,Golden Kikito,Won,pt
Nadav Lapid,Warsaw International Film Festival,2011.0,Grand Prix,Nominated,en
Kyle William Roberts,National Academy of Television Arts & Sciences - Heartland Chapter,2014.0,Emmy,Won,en
Tetsuichirô Tsuta,Tromsø International Film Festival,2014.0,Aurora Award,Won,ja
Niccolò Ammaniti,David di Donatello Awards,2013.0,David,Nominated,it
Will Finn,Annecy International Animated Film Festival,2013.0,Cristal,Nominated,en
Vincent Moon,CPH:DOX,2009.0,Sound & Vision Award,Won,en
Santiago Menghini,Sundance Film Festival,2016.0,Short Film Grand Jury Prize,Nominated,en
Leo McCarey,Argentinean Film Critics Association Awards,1945.0,Silver Condor,Won,en
Richard Pearce,News & Documentary Emmy Awards,2009.0,Emmy,Nominated,en
Marc Meyer,Primetime Emmy Awards,2006.0,Primetime Emmy,Nominated,de
Oğuzhan Tercan,Istanbul International Film Festival,1992.0,Special Prize of the Jury,Won,tr
Gary Rydstrom,"Cinema Audio Society, USA",1994.0,C.A.S. Award,Nominated,en
Christian E. Christiansen,Robert Festival,2007.0,Robert,Nominated,da
Hicham Ayouch,"Lumiere Awards, France",2015.0,Lumiere Award,Nominated,en
Janek Ambros,Rochester International Film Festival,2013.0,Honorable Mention,Won,en
Özgür Yildirim,Jupiter Award,2014.0,Jupiter Award,Nominated,de
Niki Karimi,Vesoul Asian Film Festival,2012.0,Emile Guimet Award,Won,en
Danny Strong,PGA Awards,2013.0,PGA Award,Won,en
Ken Kwapis,CableACE Awards,1993.0,CableACE,Nominated,en
Peter Dörfler,German Film Critics Association Awards,2010.0,German Film Critics Award,Won,de
Kostas Manoussakis,Cannes Film Festival,1965.0,Palme d'Or,Nominated,el
Thom Hoffman,"Golden and Platin Film, Netherlands",2010.0,Golden Film,Won,en
Joe Dante,Rondo Hatton Classic Horror Awards,2007.0,Rondo Statuette,Won,en
Sergio Rubini,"Golden Globes, Italy",2006.0,Golden Globe,Nominated,it
Graham Ralph,Chicago International Children's Film Festival,1999.0,Children's Jury Award,2nd place,en
Michael Keaton,Zurich Film Festival,2009.0,Career Achievement Award,Won,en
Reda Kateb,"Globes de Cristal Awards, France",2015.0,Globe de Cristal,Nominated,fr
Denys Blakeway,BAFTA Awards,2013.0,BAFTA TV Award,Nominated,en
Victor Kossakovsky,True/False Film Fest,2012.0,True Vision Award,Won,en
Cem Baseskioglu,"Nuremberg Film Festival ""Turkey-Germany""",2006.0,Best Film,Nominated,en
Carlos Saura,Cannes Film Festival,1983.0,Best Artistic Contribution,Won,es
Rolf Peter Kahl,Munich Film Festival,2017.0,Young German Cinema Award,Nominated,de
Alexander Hahn,Würzburg International Filmweekend,1993.0,Audience Award,Nominated,en
Richard Lowenstein,Grammy Awards,1987.0,Grammy,Nominated,en
Susan Froemke,Heartland Film Festival,2012.0,Crystal Heart Award,Won,en
Nicolau Breyner,"Golden Globes, Portugal",2007.0,Golden Globe,Nominated,pt
John McNaughton,Brussels International Festival of Fantasy Film (BIFFF),1991.0,Silver Raven,Won,en
Conrad Jackson ,New York VisionFest,2011.0,Domani Vision Award,Won,en
Philippa Lowthorpe,BAFTA Awards,2013.0,BAFTA TV Award,Won,en
Gérald Hustache-Mathieu,Clermont-Ferrand International Short Film Festival,2003.0,Audience Award,Won,en
Cliff Robertson,"Long Beach International Film Festival, Pasadena",2001.0,Lifetime Achievement Award,Won,en
Carine Adler,British Independent Film Awards,1998.0,British Independent Film Award,Nominated,en
Clint Hutchison,WorldFest Houston,2007.0,Silver Award,Won,en
Kenny Scott,BAFTA Awards,2012.0,BAFTA TV Award,Won,en
Patrick Reed,Sundance Film Festival,2008.0,Grand Jury Prize,Nominated,en
Bernhard Wicki,German Film Awards,1972.0,Film Award in Gold,Won,de
Thomas Heise,Edinburgh International Film Festival,2014.0,Best Documentary Feature Film,Nominated,de
Bjarne Henning-Jensen,Venice Film Festival,1947.0,Grand International Award,Nominated,da
Walt Disney,"Academy Awards, USA",1949.0,Oscar,Nominated,en
Bryan Singer,"Empire Awards, UK",2001.0,Empire Award,Won,en
Angelina Jolie,"Kids' Choice Awards, USA",2015.0,Blimp Award,Won,en
Stefan C. Schaefer,Black Reel Awards,2012.0,Black Reel,Won,en
Lars Kraume,Baden-Baden TV Film Festival,2007.0,3Sat Audience Award,Nominated,de
Jahnu Barua,Fribourg International Film Festival,1996.0,Award of the Pestalozzi Children's Village Foundation,Won,en
Kelly Reichardt,Sydney Film Festival,2016.0,Sydney Film Prize,Nominated,en
Michael Cuesta,L.A. Outfest,2001.0,Grand Jury Award,Won,en
Fahdel Jaibi,Fribourg International Film Festival,2007.0,Audience Award - Special Mention,Won,ar
Daniel Cockburn,Santa Barbara International Film Festival,2011.0,Panavision Spirit Award for Independent Cinema,Nominated,en
Laurence Olivier,Jussi Awards,1957.0,Jussi,Won,en
Josh Greenbaum,CINE Golden Eagle Film and Video Competition,2014.0,Golden Eagle,Won,en
Françoise Romand,Jeonju Film Festival,2005.0,JJ-Star Award,Nominated,en
Lakis Papastathis,Thessaloniki Film Festival,1981.0,Greek Competition Award,Won,el
Rúnar Rúnarsson,Milan Film Festival,2008.0,Best Short Film,Won,is
Franziska Buch,Schwerin Art of Film Festival,2000.0,Flying Ox,Won,de
Pimpaka Towira,Thailand National Film Association Awards,2017.0,National Film Association Award,Nominated,en
Emmanuelle Bercot,Prix Louis Delluc,2013.0,Prix Louis Delluc,Nominated,fr
Raoul Peck,"Academy Awards, USA",2017.0,Oscar,Nominated,en
David Steinberg,"Directors Guild of America, USA",1997.0,DGA Award,Nominated,en
Gábor Csupó,Primetime Emmy Awards,1995.0,Primetime Emmy,Nominated,en
Blayne Weaver,Eastern NC Film Festival,2016.0,Best Supporting Actor,Nominated,en
Adrian McDowall,SXSW Film Festival,2012.0,SXSW Grand Jury Award,Nominated,en
Hany Abu-Assad,Cannes Film Festival,2013.0,Un Certain Regard Award,Nominated,en
Severin Fiala,"Austrian Film Award, AT",2016.0,Austrian Film Award,Won,en
Edward Norton,20/20 Awards,2017.0,Felix,Nominated,en
Thom Fitzgerald,Milan International Lesbian and Gay Film Festival,2012.0,Best Film,Won,en
Johnny Depp,Teen Choice Awards,2009.0,Teen Choice Award,Nominated,en
Valerie Breiman,Film Independent Spirit Awards,2001.0,Independent Spirit Award,Nominated,en
Avi Mograbi,Rome Film Fest,2012.0,CinemaXXI Award,Nominated,en
Paul Verhoeven,Nederlands Film Festival,2006.0,Golden Calf,Won,de
Tariq Teguia,Venice Film Festival,2008.0,Golden Lion,Nominated,en
Mijke de Jong,Warsaw International Film Festival,2008.0,Grand Prix,Nominated,en
Xavier De Choudens,Molodist International Film Festival,1999.0,Best Film Award,Nominated,fr
Gordan Matic,Abuja International Film Festival,2012.0,Fifth International Film Award,Won,en
Phil Alden Robinson,"Writers Guild of America, USA",1994.0,Valentine Davies Award,Won,en
Laurent de Bartillat,San Francisco International Film Festival,1997.0,Certificate of Merit,Won,fr
Peter Jackson,DVD Exclusive Awards,2005.0,DVDX Award,Won,en
Gérald Hustache-Mathieu,Odense International Film Festival,2001.0,Jury Personal Prize,Won,en
José Fonseca e Costa,Sophia Awards,2014.0,Sophia,Won,pt
James Mottern,Tribeca Film Festival,2008.0,Jury Award,Nominated,en
Mehran Tamadon,Jihlava International Documentary Film Festival,2009.0,Best World Documentary,Won,es
Nick Reed,Accolade Competition,2013.0,Award of Excellence,Won,en
Frank Oz,Behind the Voice Actors Awards,2015.0,BTVA Television Voice Acting Award,Nominated,en
Catherine Morshead,BAFTA Awards,2016.0,BAFTA TV Award,Nominated,en
Casey Affleck,Santa Barbara International Film Festival,2008.0,Virtuoso Award,Won,en
Gonzalo Delgado,Uruguayan Film Critics Association,2016.0,UFCA Award,Won,pt
Ole Martin Hafsmo,"Amanda Awards, Norway",2008.0,Amanda,Nominated,nb
Eddie Murphy,"Golden Globes, USA",1985.0,Golden Globe,Nominated,en
Juliusz Machulski,Polish Film Festival,2017.0,Golden Lion,Nominated,pl
Wes Anderson,MTV Movie + TV Awards,1996.0,MTV Movie Award,Won,en
Efren Jarlego,Gawad Urian Awards,1984.0,Gawad Urian Award,Nominated,en
Denis Héroux,Gemini Awards,1990.0,Gemini,Nominated,fr
Manfred Durniok,German Film Awards,1970.0,Film Award in Gold,Won,en
Chico Teixeira,Fribourg International Film Festival,2007.0,Grand Prix,Won,pt
Christopher Presswell,Zero Film Festival,2010.0,Best Mid-Length Film,Won,en
Patrick Marber,"American Screenwriters Association, USA",2005.0,Discover Screenwriting Award,Nominated,en
Wes Anderson,Denver Film Critics Society,2015.0,DFCS Award,Nominated,en
Jeffrey Shore,Primetime Emmy Awards,2002.0,Primetime Emmy,Nominated,en
Michael Sucsy,PGA Awards,2010.0,PGA Award,Won,en
Jeff Chiba Stearns,Calgary International Film Festival,2008.0,Best Animated Short Film,Won,en
Marta Pessoa,IndieLisboa International Independent Film Festival,2015.0,Amnesty International Award,Won,pt
Khalid Al-Haggar,Foyle Film Festival,2000.0,Festival Prize,Won,ar
Christopher Hinton,Hiroshima International Animation Festival,2002.0,Special Jury Prize,Won,en
Elizabeth Ito,Primetime Emmy Awards,2017.0,Primetime Emmy,Won,en
Ewan McGregor,MTV Movie + TV Awards,2002.0,MTV Movie Award,Nominated,en
Joel Edgerton,MTV Movie + TV Awards,2012.0,MTV Movie Award,Nominated,en
Yukihiko Tsutsumi,Philadelphia Film Festival,2003.0,Jury Award,Won,ja
Patrik Eklund,Guldbagge Awards,2009.0,Guldbagge,Nominated,en
Jean-Pierre Dardenne,Joseph Plateau Awards,2006.0,Joseph Plateau Award,Won,fr
Bobo Jelčić,Pula Film Festival,2013.0,Golden Arena,Won,hr
Nick Reding,Granada Film Festival Cines del Sur,2014.0,Audience Award,Won,en
Sam Esmail,"Writers Guild of America, USA",2016.0,WGA Award (TV),Nominated,en
Achero Mañas,Castellinaria International Festival of Young Cinema,2001.0,Silver Castle,Won,en
Tobias Nölle,Clermont-Ferrand International Short Film Festival,2008.0,Youth Jury Award,Won,de
Kelsey Grammer,Viewers for Quality Television Awards,1997.0,Q Award,Won,en
Fernando Meirelles,Uruguay International Film Festival,2003.0,Special Jury Award,Won,pt
Theodore Ushev,"Canadian Screen Awards, CA",2014.0,Canadian Screen Award,Nominated,en
Bernhard Wicki,German Film Awards,1959.0,Film Award in Silver,Won,de
G.B. Sampedro,Cinemalaya Independent Film Festival,2014.0,Balanghai Trophy,Nominated,en
Eduardo Valente,Brazilia Festival of Brazilian Cinema,2001.0,Candango Trophy,Won,pt
Esteban Crespo,"Tirana International Film Festival, AL",2012.0,Jury Award,Won,es
Scott Saunders,Film Independent Spirit Awards,1998.0,Someone to Watch Award,Won,es
Jane Campion,Alliance of Women Film Journalists,2009.0,EDA Female Focus Award,Won,en
Rupert Murray,Chicago International Film Festival,2005.0,Gold Hugo,Nominated,en
Fielder Cook,Primetime Emmy Awards,1972.0,Primetime Emmy,Nominated,en
Andrew Ruhemann,"Academy Awards, USA",2011.0,Oscar,Won,fr
Gerardo Herrero,Verona Love Screens Film Festival,2003.0,Best Film,Nominated,es
Ben Burtt,BAFTA Awards,1990.0,BAFTA Film Award,Nominated,en
Juri Rechinsky,Leipzig DOK Festival,2013.0,Golden Dove,Nominated,en
Oliver Stone,"Directors Guild of America, USA",1987.0,DGA Award,Won,en
Ruel Bayani,"FAP Awards, Philippines",2013.0,FAP Award,Nominated,en
Tony Gerber,Daytime Emmy Awards,2001.0,Daytime Emmy,Won,en
Johnny Depp,Golden Schmoes Awards,2003.0,Golden Schmoes,2nd place,en
Alexandra Lescaze,Los Angeles Film Festival,2013.0,Documentary Award,Nominated,en
Gabriel Abrantes,Locarno International Film Festival,2010.0,Golden Pardino - Leopards of Tomorrow,Won,en
Sophie Heldman,"New Faces Awards, Germany",2011.0,New Faces Award,Nominated,de
Gianni Amelio,Italian National Syndicate of Film Journalists,2017.0,Silver Ribbon,Won,it
Diederik Ebbinge,Valladolid International Film Festival,2013.0,Audience Award,Nominated,en
Christoph Waltz,Baden-Baden TV Film Festival,1996.0,Special Award,Won,de
Lance Acord,"St. Louis Film Critics Association, US",2009.0,SLFCA Award,Nominated,en
Ernest Thompson,"Imagine Magazine Imaginnaire Awards, US",2008.0,Imaginnaire Award,Won,en
Avantika Hari,Asian First Film Festival,2009.0,Foreign Correspondents Association Award,Won,en
Stéphane Giusti,Seattle Lesbian & Gay Film Festival,1999.0,Best Lesbian Feature,Won,fr
Verena Paravel,Venice Film Festival,2017.0,Venice Horizons Award,Won,en
Burr Steers,Satellite Awards,2003.0,Golden Satellite Award,Nominated,en
Andrew Stanton,"Amanda Awards, Norway",2004.0,Amanda,Nominated,en
John Singleton,Acapulco Black Film Festival,1998.0,Black Film Award,Nominated,en
Arnold Leibovit,CINE Competition,1975.0,CINE Golden Eagle,Won,en
Dang Di Phan,Chéries-Chéris,2015.0,Grand Prize Chéries-Chéris,Nominated,vi
Henry Selick,Annecy International Animated Film Festival,1997.0,Grand Prix,Won,en
Lars Henning,Max Ophüls Festival,2007.0,Best Short Film,Nominated,de
Josh Raskin,New York City Short Film Festival,2007.0,Audience Award,Nominated,en
Tom Hardy,Los Angeles Film Critics Association Awards,2014.0,LAFCA Award,Won,en
Nunnally Johnson,"Writers Guild of America, USA",1954.0,WGA Award (Screen),Nominated,en
John Rubin,News & Documentary Emmy Awards,2008.0,Emmy,Won,en
Carlos Sandoval,Film Independent Spirit Awards,2005.0,Truer Than Fiction Award,Nominated,en
Teuvo Tulio,Jussi Awards,1983.0,Veteran Jussi,Won,en
Ayaz Salayev,Angers European First Film Festival,1996.0,Telcipro Award,Won,tr
Han  Jie,Tokyo FILMeX,2011.0,Grand Prize,Nominated,zh
Richard Brooks,"Academy Awards, USA",1968.0,Oscar,Nominated,en
Zhao Wei,"Golden Phoenix Awards, China",2009.0,Special Jury Award,Won,zh
Woody Allen,"St. Louis Film Critics Association, US",2011.0,SLFCA Award,Nominated,en
Paul Dugdale,Grammy Awards,2014.0,Grammy,Nominated,en
Pablo Trapero,Thessaloniki Film Festival,2002.0,Golden Alexander,Nominated,es
Arend Steenbergen,Castellinaria International Festival of Young Cinema,2008.0,Bronze Castle,Won,nl
Bùi Thạc Chuyên,Cannes Film Festival,2000.0,Cinefondation Award,3rd place,vi
Coky Giedroyc,Geneva International Film Festival - Tous Écrans,2011.0,Le Reflet d'Or,Won,en
Kiefer Sutherland,Primetime Emmy Awards,2006.0,Primetime Emmy,Won,en
Lenny Abrahamson,Denver Film Critics Society,2016.0,DFCS Award,Nominated,en
Jennifer Reeder,Oberhausen International Short Film Festival,2014.0,Grand Prize,Nominated,en
Shaji N. Karun,Cannes Film Festival,1994.0,Palme d'Or,Nominated,ml
Laurent Cantet,Cannes Film Festival,2012.0,Un Certain Regard Award,Nominated,en
Jan-Hinrik Drevs,Oldenburg Film Festival,2007.0,German Independence Award - Audience Award,Won,de
Jim Butterworth,Brooklyn International Film Festival,2005.0,Spirit Award,Won,en
Edward Norton,"Street Film Festival, Milan",2000.0,Street Award,Won,en
Bernhard Wicki,Valladolid International Film Festival,1963.0,Award of the City of Valladolid,Won,de
Stanley Kubrick,BAFTA Awards,1969.0,BAFTA Film Award,Nominated,en
David Cronenberg,Fantasporto,1989.0,International Fantasy Film Award,Nominated,en
Tom Hanks,Online Film Critics Society Awards,2001.0,OFCS Award,Won,en
Kon Ichikawa,Venice Film Festival,1959.0,Golden Lion,Nominated,ja
David Trainer,Primetime Emmy Awards,1991.0,Primetime Emmy,Nominated,en
Shaky González,Robert Festival,2014.0,Audience Award,Nominated,da
Kwan Pung-Leung,Los Angeles Film Critics Association Awards,2005.0,LAFCA Award,2nd place,cn
Helle Ryslinge,Venice Film Festival,1990.0,Golden Lion,Nominated,da
Eryk Rocha,San Francisco International Film Festival,2015.0,Golden Gate Award,Nominated,pt
Joel Surnow,Primetime Emmy Awards,2004.0,Primetime Emmy,Nominated,en
Anne-Laure Folly,Amiens International Film Festival,1994.0,Special Mention,Won,en
Francisco Franco Alba,Palm Springs International Film Festival,2014.0,Cine Latino Award,Nominated,es
Jeremy Lovering,British Independent Film Awards,2013.0,Douglas Hickox Award,Nominated,en
Peter Howitt,Awards Circuit Community Awards,1995.0,ACCA,Won,en
James Cullen Bressack,Underground Monster Carnival,2014.0,Best Director,Won,en
Oliver Berben,German Comedy Awards,2003.0,German Comedy Award,Nominated,de
Andrew Haigh,San Francisco Film Critics Circle,2015.0,SFFCC Award,Nominated,en
Reinout Oerlemans,"Golden and Platin Film, Netherlands",2010.0,Platin Film,Won,en
Boaz Yakin,Tokyo International Film Festival,1994.0,Bronze Award,Won,en
Royston Tan,Tampere International Short Film Festival,2002.0,Diploma of Merit,Won,en
Federico Fellini,Bodil Awards,1956.0,Bodil,Won,it
Quentin Tarantino,DVD Exclusive Awards,2003.0,Pioneer Award,Won,en
Joshua Seftel,Sheffield International Documentary Festival,2015.0,Sheffield Short Doc Award,Nominated,en
David Fincher,Blue Ribbon Awards,1997.0,Blue Ribbon Award,Won,en
Jason Tippet,Philadelphia Film Festival,2012.0,Honorable Mention,Won,en
Aktan Arym Kubat,Locarno International Film Festival,1998.0,Silver Leopard,Won,ky
Siegrid Alnoy,Thessaloniki Film Festival,2003.0,Golden Alexander,Nominated,en
Sakari Kirjavainen,Tampere International Short Film Festival,1997.0,Risto Jarva Prize,Won,fi
Adam Penn,Online Film & Television Association,2013.0,OFTA Television Award,Won,en
Nelson Hoineff,Cinema Brazil Grand Prize,2016.0,Cinema Brazil Grand Prize,Nominated,pt
David Fenster,Los Angeles Film Festival,2005.0,Filmmaker Award,Nominated,en
Michael Kerrigan,Daytime Emmy Awards,1991.0,Daytime Emmy,Won,en
Lesli Linka Glatter,Primetime Emmy Awards,2016.0,Primetime Emmy,Nominated,en
Vadim Abdrashitov,Nika Awards,1996.0,Nika,Nominated,ru
Ron Clements,Online Film & Television Association,2003.0,OFTA Film Award,Nominated,en
Simon Yam,Hong Kong Film Awards,1997.0,Hong Kong Film Award,Nominated,cn
Robert Redford,San Francisco International Film Festival,2009.0,Peter J. Owens Award,Won,en
Nicolau Breyner,Festróia - Tróia International Film Festival,2008.0,Golden Dolphin,Won,pt
Tom Tykwer,Bambi Awards,2006.0,Bambi,Won,de
Eliza Hittman,Locarno International Film Festival,2017.0,Golden Leopard - Filmmakers of the Present,Nominated,en
Jamshed Usmonov,Molodist International Film Festival,1999.0,Best Film Award,Nominated,tg
Gustavo Taretto,Academy of Motion Picture Arts and Sciences of Argentina,2012.0,Award of the Argentinean Academy,Nominated,es
José Álvarez,Morelia International Film Festival,2006.0,Short Film Competition - Special Mention,Won,es
Greta Gerwig,San Diego Film Critics Society Awards,2016.0,SDFCS Award,Nominated,en
Robert Hillmann,Mannheim-Heidelberg International Filmfestival,1982.0,Interfilm Award - Honorable Mention,Won,en
Carlos Saura,Montréal World Film Festival,2002.0,Grand Prix des Amériques,Nominated,es
Marie Amachoukeli,Vendome Short Film Festival,2009.0,Grand Prix,Won,fr
Anna Foerster,Women's Image Network Awards,2015.0,WIN Award,Nominated,en
Grzegorz Pacek,Krakow Film Festival,1998.0,Screenwriters Agency Award,Won,en
Drew Goddard,Black Film Critics Circle Awards,2015.0,BFCC Award,Won,en
Dax Phelan,"Madrid International Film Festival, ES",2017.0,Festival Award,Nominated,en
Alejandro González Iñárritu,Central Ohio Film Critics Association,2015.0,COFCA Award,Nominated,en
Hiroshi Shimizu,Warsaw International Film Festival,2013.0,Grand Prix,Nominated,ja
Amy Schumer,Online Film & Television Association,2014.0,OFTA Television Award,Nominated,en
Ayşe Polat,Tokyo International Film Festival,2000.0,Tokyo Grand Prix,Nominated,de
Yves Lavandier,Cinemania Film Festival,2002.0,Audience Award,Won,fr
Joel Fendelman,Montréal World Film Festival,2011.0,Prize of the Ecumenical Jury,Won,en
Jo Sol,Toulouse Cinespaña,2006.0,Violette d'Or,Nominated,en
Luis Buñuel,New York Film Critics Circle Awards,1973.0,NYFCC Award,3rd place,es
Fabrizio Lazzaretti,Torino Film Festival,2002.0,Cipputi Award - Special Mention,Won,it
Martin Koolhoven,Nederlands Film Festival,1999.0,Prize of the City of Utrecht,Won,nl
Carlos Saura,Chicago International Film Festival,1979.0,Gold Hugo,Nominated,es
Hannes Holm,Stony Brook Film Festival,2016.0,Special Recognition,Won,sv
Radu Jude,Mar del Plata Film Festival,2016.0,Best Film,Nominated,en
Brent Bonacorso,Aspen Shortsfest,2011.0,Jury Award,Won,en
James Algar,Berlin International Film Festival,1954.0,Grand Golden Plaque,Won,en
Andreas Tibblin,Chicago International Film Festival,2009.0,Silver Hugo,Won,sv
Karen Johnson,Daytime Emmy Awards,2009.0,Daytime Emmy,Nominated,en
Atsuko Hirayanagi,Short Shorts Film Festival & Asia,2012.0,Best Short Film,Won,en
Scarlett Johansson,Golden Schmoes Awards,2016.0,Golden Schmoes,Nominated,en
Karen Shakhnazarov,Nika Awards,1999.0,Nika,Won,ru
Jin Wang,Moscow International Film Festival,1991.0,Golden St. George,Nominated,en
Joaquim Dos Santos,Annie Awards,2009.0,Annie,Won,en
Cristian Mungiu,Indiewire Critics' Poll,2007.0,ICP Award,Nominated,ro
Eriq La Salle,Image Awards,2009.0,Image Award,Nominated,en
Robert Marianetti,ASIFA/East Animation Festival,2007.0,ASIFA/East Award,2nd place,en
Marco Bellocchio,Berlin International Film Festival,1991.0,Golden Berlin Bear,Nominated,en
Richard Curtis,Sannio FilmFest,2009.0,Golden Capital,Won,en
Anna Rose Holmer,Sundance Film Festival,2016.0,Audience Award,Nominated,en
Tsui Hark,Hong Kong Film Awards,2006.0,Hong Kong Film Award,Nominated,cn
Pema Tseden,Beijing Student Film Festival,2006.0,Jury Award,Won,en
Shari Springer Berman,Awards Circuit Community Awards,2003.0,ACCA,Nominated,en
Gustavo Taretto,Gramado Film Festival,2011.0,Audience Award,Won,es
Kipp Tribble,Dragon*Con Independent Film Festival,2014.0,Best Action,Won,en
Jaco Van Dormael,Fantasporto,1992.0,International Fantasy Film Award,Won,fr
Dan Katzir,Jerusalem Film Festival,1997.0,Wolgin Award,Won,en
Elia Kazan,New York Film Critics Circle Awards,1956.0,NYFCC Award,2nd place,en
Frank Van Passel,Joseph Plateau Awards,1989.0,Joseph Plateau Award,Won,nl
Robert Stromberg,Visual Effects Society Awards,2009.0,VES Award,Won,en
Sergio Rubini,"Golden Goblets, Italy",1990.0,Golden Goblet,Won,it
Christopher St. John,Berlin International Film Festival,1972.0,Golden Berlin Bear,Nominated,en
Mario Orfini,David di Donatello Awards,1990.0,David,Nominated,en
Kim Ki-duk,Locarno International Film Festival,2003.0,Netpac Award,Won,ko
Yuen Woo-ping,Golden Horse Film Festival,2013.0,Golden Horse Award,Nominated,cn
Ivo Ferreira,Coimbra Caminhos do Cinema Português,2016.0,Film Award,Won,en
Stephanie Morgenstern,"National Board of Review, USA",1997.0,NBR Award,Won,en
Jean Beaudin,Chicago International Film Festival,1984.0,Gold Hugo,Nominated,en
Peter Sollett,Cannes Film Festival,2000.0,Cinefondation Award,Won,en
Pouria Heidary Oureh,Love Unlimited Film Festival and Art Exhibition,2012.0,Jury Award,Won,en
Tana Schémbori,Miami Film Festival,2013.0,Audience Award,Won,es
Marcin Koszałka,Shanghai International Film Festival,2016.0,Panorama,Nominated,cs
Juan Carlos Rulfo,"Mediawave, Hungary",1997.0,Mediawave Prize,Won,en
Wendy Tilby,Genie Awards,1992.0,Genie,Won,en
Gianni Amelio,Golden Ciak Awards,1995.0,Golden Ciak,Won,it
Helmut Käutner,German Film Awards,1957.0,Film Award in Gold,Won,de
Jeanne Moreau,Venice Film Festival,1992.0,Career Golden Lion,Won,en
Anne Fontaine,Valladolid International Film Festival,2016.0,FIPRESCI Prize,Won,fr
Gonzalo Suárez,Toulouse Cinespaña,2008.0,Violette d'Or,Nominated,en
Fielder Cook,"Directors Guild of America, USA",1967.0,DGA Award,Nominated,en
Kazuo Hara,Kinema Junpo Awards,1988.0,Readers' Choice Award,Won,ja
John Michael McDonagh,Toronto After Dark Film Festival,2016.0,Audience Award,Won,en
Scott Alexander,Primetime Emmy Awards,2016.0,Primetime Emmy,Won,en
Jon Cassar,"Directors Guild of America, USA",2004.0,DGA Award,Nominated,en
Acán Coen,"Ariel Awards, Mexico",2007.0,Silver Ariel,Nominated,en
Earl Bellamy,Golden Boot Awards,2002.0,Golden Boot,Won,en
Zeki Demirkubuz,"Nuremberg Film Festival ""Turkey-Germany""",2007.0,Best Film,Won,tr
Emir Kusturica,São Paulo International Film Festival,1982.0,Critics Award,Won,en
Sabiha Sumar,Nantes Three Continents Festival,2003.0,Silver Montgolfiere,Won,en
Sabiha Sumar,News & Documentary Emmy Awards,2013.0,Emmy,Nominated,en
David D. Williams,Primetime Emmy Awards,1994.0,Primetime Emmy,Won,en
Kim Ki-duk,Karlovy Vary International Film Festival,2003.0,Crystal Globe,Nominated,ko
Vera Farmiga,Gold Derby Awards,2014.0,Gold Derby TV Award,Nominated,en
William Vega,Lima Latin American Film Festival,2012.0,Best Cinematography,Won,es
Gary Trousdale,Annie Awards,2008.0,Annie,Nominated,en
Armando Iannucci,Gold Derby Awards,2010.0,Gold Derby Award,Nominated,en
Gianni Amelio,Golden Ciak Awards,2005.0,Golden Ciak,Won,it
Mario Monicelli,Mar del Plata Film Festival,1964.0,Best Film,Won,it
Koji Fukada,Kinema Junpo Awards,2016.0,Kinema Junpo Award,Nominated,ja
Laura Morante,Golden Ciak Awards,2001.0,Golden Ciak,Won,it
Ousama Rawi,"American Society of Cinematographers, USA",2009.0,ASC Award,Nominated,en
Jade Castro,Neuchâtel International Fantastic Film Festival,2012.0,Best Asian Movie,Won,en
Miguel Moraes Cabral,Doclisboa International Film Festival,2013.0,Liscont Award - Special Mention,Won,es
Tengiz Abuladze,Chicago International Film Festival,1978.0,Gold Hugo,Nominated,ka
Bradley Buecker,Primetime Emmy Awards,2015.0,Primetime Emmy,Nominated,en
Juan Antonio Bardem,Sant Jordi Awards,1977.0,Sant Jordi,Won,es
József Sipos,Bangalore International Film Festival,2012.0,Jury Prize,Nominated,hu
Nikola Ležaić,Lisbon & Estoril Film Festival,2010.0,Cineuropa Award,Won,sr
Kristoffer Nyholm,"Broadcast Awards, UK",2016.0,Broadcast Awards,Nominated,en
Rachel Tunnard,Tribeca Film Festival,2016.0,Nora Ephron Prize,Won,en
Sam Bozzo,Newport Beach Film Festival,2009.0,Jury Award,Won,en
