director_name,ceremony,year,category,outcome,original_language
Philip Scheffner,Wiesbaden goEast,2012.0,Documentary Award,Won,en
Marcos Bernstein,Tribeca Film Festival,2004.0,Jury Award,Nominated,pt
Rouben Mamoulian,Venice Film Festival,1935.0,Mussolini Cup,Nominated,en
Alain Resnais,"SESC Film Festival, Brazil",1982.0,Critics Award,Won,fr
Nick Broomfield,Mannheim-Heidelberg International Filmfestival,1981.0,Interfilm Award - Honorable Mention,Won,en
Sandrine Kiberlain,"Lumiere Awards, France",2014.0,Lumiere Award,Nominated,fr
Cliff Bestall,Directors Guild of Great Britain,2005.0,DGGB Award,Nominated,pt
Fatih Akin,Venice Film Festival,2009.0,Special Jury Prize,Won,de
Banksy,"Academy Awards, USA",2011.0,Oscar,Nominated,en
Kim Finn,Boston Underground Film Festival,2005.0,Honorable Mention,Won,en
Shane Meadows,BAFTA Awards,2005.0,Alexander Korda Award for Best British Film,Nominated,en
Brian Robbins,"Directors Guild of America, USA",1997.0,DGA Award,Nominated,en
Alejandro Springall,Gijón International Film Festival,1999.0,Grand Prix Asturias,Nominated,en
Jorge Fons,Gramado Film Festival,1995.0,Golden Kikito,Nominated,es
Nicolas Provost,Hamburg International Short Film Festival,2013.0,Hamburg Short Film Award,Nominated,en
Davi de Oliveira Pinheiro,Havana Film Festival,2011.0,Cuban Press Association Award,Nominated,en
Francis,BAFTA Awards,2014.0,BAFTA Children's Award,Nominated,fr
Nick de Pencier,"Cinema Eye Honors Awards, US",2008.0,Cinema Eye Honors Award,Nominated,en
Christian de Rezendes,"Bayou City Inspirational Film Festival, US",2014.0,Festival Prize,2nd place,en
Alexander Gaeta,WorldFest Houston,2012.0,Grand Award,Won,en
Ugo Tognazzi,Berlin International Film Festival,1967.0,Golden Berlin Bear,Nominated,it
Andrea Arnold,Cannes Film Festival,2016.0,Palme d'Or,Nominated,en
Randall Wood,IF Awards,2008.0,IF Award,Nominated,de
Jeff Nichols,Film Independent Spirit Awards,2012.0,Independent Spirit Award,Nominated,en
Ernst Wolfram Marboe,"Romy Gala, Austria",1991.0,Romy,Won,en
Vladimír Michálek,Czech Critics Awards,1999.0,Kristian,Won,cs
Sherad Anthony Sanchez,Jeonju Film Festival,2009.0,Netpac Award,Won,en
Judi Dench,"ShoWest Convention, USA",2001.0,ShoWest Award,Won,en
Rodrigo Plá,San Francisco International Film Festival,2008.0,Audience Award,Won,es
Daniel Monzón,"Cinema Writers Circle Awards, Spain",2010.0,CEC Award,Won,es
Sibi Malayil,Kerala State Film Awards,2004.0,Kerala State Film Award,Won,ml
William Malone,Amsterdam Fantastic Film Festival,2004.0,Grand Prize of European Fantasy Film in Gold,Nominated,en
Joseph Kahn,MTV Video Music Awards (VMA),2011.0,VMA,Nominated,en
Marco Mak Chi-Sin,Hong Kong Film Awards,1991.0,Hong Kong Film Award,Nominated,en
Ava DuVernay,Seattle Film Critics Awards,2017.0,Seattle Film Critics Award,2nd place,en
Paolo Sorrentino,Golden Ciak Awards,2009.0,Golden Ciak,Nominated,en
Gaurav Seth,Cinéfest Sudbury,2001.0,Best Canadian First Feature,Won,en
Mira Nair,Alliance of Women Film Journalists,2007.0,EDA Female Focus Award,Nominated,en
Linda Mendoza,CableACE Awards,1995.0,CableACE,Nominated,en
Julian Fellowes,Online Film & Television Association,2014.0,OFTA Television Award,Nominated,en
Andrew Y-S Cheng,Hong Kong International Film Festival,2003.0,Silver DV Award,Won,en
Ivaylo Hristov,Sofia International Film Festival,2016.0,Audience Award 'Silver Sea-Gull',Won,en
Debbie Rochon,Crimson Screen Horror Film Fest,2015.0,Crimmy,Nominated,en
Rolf de Heer,Australian Academy of Cinema and Television Arts (AACTA) Awards,2015.0,AACTA Award,Nominated,en
Cédric Klapisch,Gijón International Film Festival,2002.0,Grand Prix Asturias,Nominated,fr
Ed Talfan,"BAFTA Awards, Wales",2016.0,BAFTA Cymru Award,Won,en
Jacob Tierney,Genie Awards,2011.0,Genie,Won,en
Tim Metcalfe,Thessaloniki Film Festival,1993.0,Best Screenplay,Won,en
Ricardo Darín,Chlotrudis Awards,2009.0,Chlotrudis Award,Nominated,es
Mark Kendall,New England Festival of Ibero-American Cinema,2013.0,Special Jury Mention,Won,en
Michael Caine,AARP Movies for Grownups Awards,2016.0,Movies for Grownups Award,Nominated,en
Sean Penn,San Francisco International Film Festival,1999.0,Peter J. Owens Award,Won,en
Ruben Amar,New Jersey International Festival,2011.0,Honorable Mention,Won,en
Fernando Venturini,New York LaCinemaFe,2002.0,Audience Award,Won,es
Daihachi Yoshida,Mainichi Film Concours,2012.0,Mainichi Film Concours,Won,ja
Kim Sun-min,Asian Film Awards,2009.0,Asian Film Award,Won,ko
Grant Heslov,PGA Awards,2006.0,PGA Award,Nominated,en
Paul Newman,Laurel Awards,1965.0,Golden Laurel,Nominated,en
Walter Grauman,"Directors Guild of America, USA",1971.0,DGA Award,Nominated,en
Mark Redfield,ShockerFest,2004.0,Director's Choice Award,Won,en
John Bradshaw,Los Angeles Film Critics Association Awards,1988.0,LAFCA Award,2nd place,en
Cosimo Terlizzi,Torino Film Festival,2012.0,Prize of the City of Torino,Nominated,it
Nicolas Cage,Huading Award,2013.0,Huading Award,Won,en
David Wellington,Directors Guild of Canada,2012.0,DGC Team Award,Nominated,en
Matt Shakman,Online Film & Television Association,2012.0,OFTA Television Award,Nominated,en
Kabir Bhatia,Malaysian Film Festival,2014.0,Best Director,Nominated,en
Sergio G. Sánchez,Gijón International Film Festival,2000.0,Dia D'Asturias Award,Won,en
Collin Joseph Neal,World Music and Independent Film Festival,2014.0,Festival Award,Won,en
Panagiotis Fafoutis,"Madrid International Film Festival, ES",2016.0,Festival Award,Nominated,el
Pantelis Voulgaris,Moscow International Film Festival,2005.0,Golden St. George,Nominated,en
George Schaefer,CableACE Awards,1983.0,ACE,Nominated,en
Alejandro González Iñárritu,"Cinema Bloggers Awards, Portugal",2016.0,Cinema Bloggers Award,Won,en
Layke Anderson,Grand Off World Independent Film Awards,2015.0,Grand OFF Award,Won,en
Thomas Vinterberg,São Paulo International Film Festival,1998.0,International Jury Award - Honorable Mention,Won,da
Feo Aladag,Camerimage,2014.0,Best Directorial Debut,Nominated,de
Phillip Montgomery,Hawaii International Film Festival,2010.0,Halekulani Golden Orchid Award,Nominated,en
Alma Har'el,Hot Docs Canadian International Documentary Festival,2016.0,Best International Documentary,Nominated,en
Marc Carreté,Puerto Rico International Film Festival,2013.0,Festival Award,Nominated,en
Gabriela Zerhau,"TeleStar, Germany",1997.0,TeleStar,Won,de
Júlíus Kemp,Neuchâtel International Fantastic Film Festival,2010.0,Narcisse Award,Nominated,en
Kenneth Lonergan,New York Film Critics Circle Awards,2016.0,NYFCC Award,Won,en
Marco Ferreri,Italian National Syndicate of Film Journalists,1997.0,Silver Ribbon,Nominated,it
Valeria Golino,Italian National Syndicate of Film Journalists,2014.0,Silver Ribbon,Nominated,en
Federico Castelluccio,Golden Door International Film Festival of Jersey City,2013.0,Festival Award,Nominated,en
Mark Ruffalo,Sundance Film Festival,2010.0,Special Jury Prize,Won,en
Ernesto Daranas,The Platino Awards for Iberoamerican Cinema,2015.0,Platino Award,Nominated,es
Ben Sombogaart,Rembrandt Awards,2010.0,Rembrandt Award,Nominated,nl
Gilles Carle,Montréal World Film Festival,1981.0,Best Canadian Film,Won,en
Rick Avery,Screen Actors Guild Awards,2013.0,Actor,Nominated,en
Michael Dowse,Toronto Film Critics Association Awards,2012.0,Rogers Award,Nominated,en
Márta Mészáros,Berlin International Film Festival,2007.0,Berlinale Camera,Won,hu
Doron Tsabari,Awards of the Israeli Film Academy,1996.0,Award of the Israeli Film Academy,Won,en
Peter Bogdanovich,São Paulo Association of Art Critics Awards,1973.0,APCA Trophy,Won,en
Ryan Schifrin,Horror Society Awards,2016.0,Horror Society Award,3rd place,en
Éric Rohmer,Berlin International Film Festival,1992.0,FIPRESCI Prize,Won,fr
Bernard Rapp,"César Awards, France",2001.0,César,Nominated,fr
Claudia Weill,Toronto International Film Festival,1978.0,People's Choice Award,Won,en
Atsushi Wada,Hiroshima International Animation Festival,2010.0,Grand Prix,Nominated,ja
Alfredo De Villa,Austin Film Festival,2002.0,Feature Film Award,Won,en
Cary Fukunaga,Zurich Film Festival,2009.0,Golden Eye,Nominated,en
Tom Hooper,Phoenix Film Critics Society Awards,2010.0,PFCS Award,Nominated,en
Guillaume Levil,LA Indie Film Fest,2014.0,Jury Award,Won,en
Roderick Taylor,CableACE Awards,1995.0,CableACE,Nominated,en
Sebastian del Amo,Guadalajara International Film Festival,2012.0,Mayahuel Award,Won,en
Don Hertzfeldt,Zagreb World Festival of Animated Films,2015.0,First Prize,Won,en
Cristi Puiu,"Gopo Awards, Romania",2012.0,Gopos Award,Won,ro
Peter Mullan,Clermont-Ferrand International Short Film Festival,1996.0,Special Mention of the Youth Jury,Won,en
Pupi Avati,Venice Film Festival,1986.0,Golden Lion,Nominated,it
David O'Reilly,Tampere International Short Film Festival,2011.0,Best Animation,Won,en
Lars von Trier,Avoriaz Fantastic Film Festival,1985.0,Grand Prize,Nominated,da
Bruce Timm,Primetime Emmy Awards,1993.0,Primetime Emmy,Won,en
Kevin Spacey,Palm Springs International Film Festival,2005.0,Sonny Bono Visionary Award,Won,en
Armand Gatti,Moscow International Film Festival,1961.0,Grand Prix,Nominated,de
Fernando Meirelles,Toronto International Film Festival,2002.0,Visions Award - Special Citation,Won,pt
J.J. Abrams,Primetime Emmy Awards,2008.0,Primetime Emmy,Nominated,en
Salma Hayek,Razzie Awards,2000.0,Razzie Award,Nominated,en
Leena Pendharkar,Philadelphia Asian American Film Festival,2010.0,Audience Award,Won,en
José Luis Sepúlveda,IBAFF International Film Festival,2014.0,IBAFF Award,Nominated,es
Peter Jackson,"Academy Awards, USA",2003.0,Oscar,Nominated,en
Maciej J. Drygas,Monte-Carlo TV Festival,1995.0,Golden Nymph,Won,pl
Buzz Kulik,"Directors Guild of America, USA",1963.0,DGA Award,Nominated,en
Bruce Thierry Cheung,Rome Film Fest,2012.0,CinemaXXI Award,Nominated,en
Harvey Weinstein,Primetime Emmy Awards,2008.0,Primetime Emmy,Nominated,en
Joseph Israel M. Laban,Black Movie Film Festival,2017.0,Critics Prize,Nominated,en
Arnold Schwarzenegger,Razzie Awards,2000.0,Razzie Award,Nominated,en
Philip Seymour Hoffman,Vancouver Film Critics Circle,2004.0,VFCC Award,Won,en
Emanuele Crialese,Sundance Film Festival,1998.0,Grand Jury Prize,Nominated,it
Paweł Pawlikowski,Los Angeles Film Critics Association Awards,2014.0,LAFCA Award,Won,en
Ethan Hawke,Women Film Critics Circle Awards,2013.0,WFCC Award,Won,en
Michel Legrand,Grammy Awards,1975.0,Grammy,Nominated,fr
Natasha Arthy,Zlín International Film Festival for Children and Youth,2001.0,Children's Jury Main Prize,Won,da
Cássio Pereira dos Santos,Washington DC Shorts Film Festival,2011.0,Audience Award,Won,pt
Benjamin Cook,"Motion Picture Sound Editors, USA",2002.0,Golden Reel Award,Nominated,en
Aleksandr Askoldov,Nika Awards,1989.0,Nika,Nominated,ru
Buket Alakuş,"Adolf Grimme Awards, Germany",2008.0,Adolf Grimme Award,Won,de
Tetsuo Shinohara,Japanese Professional Movie Awards,1994.0,Japanese Professional Movie Award,Won,ja
Lee Chang-dong,CPH PIX,2011.0,Politiken's Audience Award,Nominated,ko
Jillali Ferhati,Paris Biennal of Arab Cinema,1992.0,IMA Grand Prize,Won,en
Cher,"Golden Globes, USA",1997.0,Golden Globe,Nominated,en
Josephine Massarella,Summer Slam Film Festival,2015.0,Jury Award,Won,en
Lukas Moodysson,Paris Film Festival,2001.0,Special Jury Prize,Won,en
Christian Berkel,"Golden Camera, Germany",2007.0,Golden Camera,Nominated,en
Joe Brewster,Sundance Film Festival,2013.0,Grand Jury Prize,Nominated,en
Shirley Cheechoo,Santa Fe Film Festival,2000.0,Luminaria,Won,en
Molly Parker,Online Film & Television Association,2016.0,OFTA Television Award,Nominated,en
David Ren,Hoboken International Film Festival,2011.0,Festival Award,Nominated,en
Thomas Riedelsheimer,German Film Awards,2003.0,Film Award in Gold,Won,en
Giovanni Veronesi,David di Donatello Awards,2005.0,David,Nominated,it
Frank Marshall,Online Film & Television Association,1998.0,OFTA Television Award,Nominated,en
Courteney Cox,Teen Choice Awards,2002.0,Teen Choice Award,Nominated,en
Wyatt Denny,Ashland Independent Film Festival,2011.0,Ashland Independent Film Award,Nominated,es
Billy Bob Thornton,Online Film & Television Association,2014.0,OFTA Television Award,Nominated,en
Mitchell Lichtenstein,Venice Film Festival,1983.0,Best Actor,Won,en
Goldie Hawn,Walk of Fame,2017.0,Star on the Walk of Fame,Won,en
Leonard Retel Helmrich,Sundance Film Festival,2011.0,Grand Jury Prize,Nominated,en
Nicolás Rincón Gille,Cinéma du Réel,2015.0,SCAM Award - Mention,Won,es
David Wellington,Mystfest,1993.0,Critics Award,Won,en
Kevin Spacey,Gold Derby Awards,2014.0,Gold Derby TV Award,Nominated,en
Wes Anderson,"Cinema Bloggers Awards, Portugal",2015.0,Cinema Bloggers Award,Nominated,en
Marc Meyer,"Motion Picture Sound Editors, USA",2006.0,Golden Reel Award,Nominated,de
Aki Kaurismäki,International Online Cinema Awards (INOCA),2004.0,INOCA,Nominated,fi
Marina Zenovich,Sundance Film Festival,2008.0,Grand Jury Prize,Nominated,en
Lee Jones,Kansas City Film Critics Circle Awards,1993.0,KCFCC Award,Won,en
Paul McDermott,Flickerfest International Short Film Festival,2005.0,Best Film,Won,en
Michelle MacLaren,PGA Awards,2013.0,PGA Award,Nominated,en
Corneliu Porumboiu,Sarajevo Film Festival,2015.0,Heart of Sarajevo,Nominated,ro
Levan Tutberidze,Nika Awards,2006.0,Nika,Nominated,ka
Ciro Guerra,Bogota Film Festival,2009.0,Golden Precolumbian Circle,Won,es
Jon Lefkovitz,Traverse City Film Festival,2014.0,Founders Prize,Won,en
Caleb Deschanel,"Academy Awards, USA",2005.0,Oscar,Nominated,en
Sumitra Bhave,Bombay International Film Festival,2007.0,Best Indian Film,Nominated,mr
Samuel D. Pollard,News & Documentary Emmy Awards,2003.0,Emmy,Nominated,en
Vladimir Mashkov,"MTV Movie Awards, Russia",2009.0,MTV Movie Award,Nominated,ru
Nikita Mikhalkov,Los Angeles Film Critics Association Awards,1978.0,LAFCA Award,3rd place,ru
Matthew Chuang,Warehouse Cinema Short Film Competition,2014.0,Best Film,Nominated,en
Sylvester Stallone,"People's Choice Awards, USA",1980.0,People's Choice Award,Nominated,en
Hooman Khalili,New Media Film Festival,2012.0,New Media Film Festival Award,Nominated,en
Isabelle Lavigne,Jutra Awards,2012.0,Jutra,Nominated,en
Ivona Juka,Days of Croatian Film,2006.0,Oktavijan Award,Won,hr
Tornike Bziava,DaKINO International Film Festival,2010.0,Jury Prize,Won,en
Nikos Koundouros,Venice Film Festival,1956.0,Golden Lion,Nominated,el
Jon Stone,Daytime Emmy Awards,1988.0,Daytime Emmy,Won,en
Francis Leclerc,Genie Awards,2005.0,Genie,Won,fr
Tom Ford,Las Vegas Film Critics Society Awards,2016.0,Sierra Award,Nominated,en
Luciano Tovoli,Italian National Syndicate of Film Journalists,1970.0,Silver Ribbon,Nominated,it
Ismail Merchant,Asian American International Film Festival,1998.0,Lifetime Achievement Award,Won,en
Nnegest Likké,San Diego Black Film Festival,2016.0,Festival Prize,Nominated,en
Olegario Barrera,Berlin International Film Festival,1987.0,Interfilm Award - One World Award,Won,es
Alessandro Piva,Sulmonacinema Film Festival,2003.0,Best Director,Won,en
Laura Dern,Gold Derby Awards,2008.0,Gold Derby TV Award,Nominated,en
Saverio Costanzo,Flaiano Film Festival,2007.0,Best Screenplay,Won,en
Michael Mann,Las Vegas Film Critics Society Awards,2000.0,Sierra Award,Nominated,en
Kwok-Man Keung,Golden Horse Film Festival,2000.0,Golden Horse Award,Nominated,zh
Don Hertzfeldt,Sidewalk Film Festival,2009.0,Best Short Film,Won,en
Miguel Albaladejo,Verona Love Screens Film Festival,2002.0,Best Film,Won,en
John Ridley,Satellite Awards,2000.0,Golden Satellite Award,Nominated,en
Petr Oukropec,Berlin International Film Festival,2016.0,Crystal Bear,Nominated,cs
Radu Mihaileanu,Atlanta Jewish Film Festival,2006.0,Audience Award,Won,fr
Vibeke Muasya,Kristiansand International Children's Film Festival,2011.0,Film & Kino Award,Won,da
Werner Schroeter,Chicago International Film Festival,1978.0,Silver Hugo,Won,en
Emmanuelle Bercot,Cannes Film Festival,2001.0,Award of the Youth,Won,fr
Ilkka Järvi-Laturi,Thessaloniki Film Festival,1993.0,Silver Alexander,Won,en
Pedro Almodóvar,Bogota Film Festival,1988.0,Golden Precolumbian Circle,Won,es
Corbin Bernsen,"Golden Globes, USA",1990.0,Golden Globe,Nominated,en
Aleksey German,Rome Film Fest,2013.0,Lifetime Achievement Award,Won,ru
Sue Brooks,IF Awards,2003.0,IF Award,Won,en
Saverio Costanzo,CPH PIX,2011.0,Politiken's Audience Award,Won,en
Gabriel Diani,"FilmQuest, US",2017.0,FilmQuest Cthulhu,Nominated,en
John Gianvito,Yamagata International Documentary Film Festival,2011.0,Robert and Frances Flaherty Prize,Nominated,en
Mahdi Fleifel,Cambridge Film Festival,2013.0,Audience Award,Nominated,en
Ricardo Darín,Academy of Motion Picture Arts and Sciences of Argentina,2011.0,Award of the Argentinean Academy,Won,es
Brian Cox,Satellite Awards,2002.0,Golden Satellite Award,Won,en
Woody Allen,"National Society of Film Critics Awards, USA",1986.0,NSFC Award,2nd place,en
Rob Morrow,Ft. Lauderdale International Film Festival,2000.0,President Award,Won,en
Mitch Wilson,International Documentary Association,2002.0,IDA Award,Won,en
Robin Wright,Film Independent Spirit Awards,1998.0,Independent Spirit Award,Nominated,en
Ertem Eğilmez,Antalya Golden Orange Film Festival,1967.0,Golden Orange,Won,tr
Richard Shepard,Gold Derby Awards,2007.0,Gold Derby TV Award,Nominated,en
Tim Burton,British Animation Awards,2006.0,BAA,Won,en
Nana Ekvtimishvili,Transilvania International Film Festival,2017.0,Transilvania Trophy,Won,ka
Walter Bannert,Chicago International Film Festival,1984.0,Gold Hugo,Nominated,de
Chris Weitz,Annie Awards,1999.0,Annie,Nominated,en
Greg Whiteley,Los Angeles Film Festival,2007.0,Audience Award,Won,en
Zhang Li,Asia-Pacific Film Festival,2006.0,Best Cinematography,Won,en
Paul Rodríguez,ALMA Awards,1999.0,ALMA Award,Nominated,en
Claudio Bonivento,Flaiano International Prizes,2006.0,Golden Pegasus,Won,it
Bahram Tavakoli,Fajr Film Festival,2007.0,Crystal Simorgh,Won,fa
George Clooney,Dallas-Fort Worth Film Critics Association Awards,2005.0,DFWFCA Award,Nominated,en
Michael Kahn,"American Cinema Editors, USA",1978.0,Eddie,Nominated,en
Hossein Amini,Italian Online Movie Awards (IOMA),2012.0,IOMA,Nominated,en
Costa-Gavras,Edgar Allan Poe Awards,1970.0,Edgar,Won,fr
Miika Soini,Warsaw International Film Festival,2009.0,Grand Prix,Nominated,fi
Steve Kloves,Online Film & Television Association,2002.0,OFTA Film Award,Nominated,en
Grímur Hákonarson,Chlotrudis Awards,2016.0,Chlotrudis Award,Nominated,en
Ulrike Ottinger,German Film Critics Association Awards,2017.0,German Film Critics Award,Won,en
Clive Turner,Directors Guild of Canada,2012.0,DGC Craft Award,Nominated,en
William Wyler,"Golden Globes, USA",1962.0,Golden Globe,Nominated,en
F. Gary Gray,African-American Film Critics Association (AAFCA),2003.0,Special Achievement Award,Won,en
Michael Roemer,Venice Film Festival,1964.0,San Giorgio Prize,Won,en
Jon Garaño,Pickurflick Indie Film Festival,2017.0,Pickurflick Indie Film Festival Award,Won,eu
Jérémy Clapin,Annecy International Animated Film Festival,2008.0,Audience Award,Won,fr
Philippe de Broca,BAFTA Awards,1999.0,BAFTA Film Award,Nominated,fr
Matt Danner,Annie Awards,2004.0,Annie,Nominated,en
Gerhard Polt,Ernst Lubitsch Award,1984.0,Ernst Lubitsch Award,Won,de
Paul Fraser,Berlin International Film Festival,2007.0,Golden Berlin Bear,Nominated,en
Risto Orko,Jussi Awards,1987.0,Lifetime Achievement Jussi,Won,en
Nikola Ležaić,Sarajevo Film Festival,2010.0,Heart of Sarajevo,Won,sr
Helena Třeštíková,Jihlava International Documentary Film Festival,2012.0,Silver Eye Award,Nominated,en
Maarten Treurniet,Rembrandt Awards,2012.0,Rembrandt Award,Nominated,nl
S. Epatha Merkerson,Screen Actors Guild Awards,1995.0,Actor,Nominated,en
Robert Hughes,Primetime Emmy Awards,2016.0,Primetime Emmy,Nominated,en
Kerry Shawcross,PGA Awards,2013.0,PGA Award,Nominated,en
Santiago Mitre,Buenos Aires International Festival of Independent Cinema,2011.0,Special Jury Prize,Won,es
Sam Neill,Australian Film Institute,1993.0,AFI Award,Nominated,en
Ryan Spindell,"FilmQuest, US",2016.0,Festival Award,Won,en
Ron Howard,Walk of Fame,1981.0,Star on the Walk of Fame,Won,en
Ivan Villamel,Clean Shorts Film Festival,2015.0,Festival Award,Won,en
Jack Eaton,"Academy Awards, USA",1952.0,Oscar,Nominated,en
Magdalena Lazarkiewicz,Santa Barbara International Film Festival,2011.0,Jury Award,Nominated,pl
Stephen Patrick Dunn,Athens International Film Festival,2016.0,Golden Athena,Nominated,en
Nicole Conn,Long Island Gay and Lesbian Film Festival,2005.0,Audience Award,Won,en
Sol Friedman,Sundance Film Festival,2016.0,Short Film Grand Jury Prize,Nominated,en
Jon Jost,Film Independent Spirit Awards,1993.0,Independent Spirit Award,Nominated,en
Erik Gandini,Prague One World Film Festival,2004.0,Czech Radio Award,Won,en
Jasmin Dizdar,Saint-Petersburg International Festival of Festivals,2000.0,Gold Gryphon,Won,en
Linda Mendoza,"Directors Guild of America, USA",2011.0,DGA Award,Nominated,en
João Moreira Salles,"ACIE Awards, Brazil",2005.0,ACIE Award,Won,pt
Ramin Matin,Ankara International Film Festival,2012.0,Most Promising Director,Won,en
Marc Forster,BAFTA Awards,2005.0,David Lean Award for Direction,Nominated,en
Sandro Petraglia,David di Donatello Awards,1997.0,David,Nominated,en
Jehane Noujaim,Los Angeles Film Critics Association Awards,2001.0,LAFCA Award,2nd place,ar
Jay Lowi,Slamdance Film Festival,1999.0,Audience Award,Won,en
Ann Hui,Hong Kong Film Awards,1991.0,Hong Kong Film Award,Nominated,cn
Angelina Jolie,Sarajevo Film Festival,2011.0,Heart of Sarajevo,Won,en
Garry Marshall,"Writers Guild of America, USA",2014.0,Laurel Award for TV Writing Achievement,Won,en
Saeed Akhtar Mirza,Filmfare Awards,1981.0,Filmfare Award,Won,hi
Aske Bang,Ekko Shortlist Awards,2014.0,Shortlist Prisen,Nominated,en
Pawel Borowski,Santa Barbara International Film Festival,2010.0,Jury Award,Nominated,en
Jason Reitman,Satellite Awards,2009.0,Satellite Award,Nominated,en
Jens Assur,Stockholm Film Festival,2012.0,Aluminum Horse,Nominated,en
Kenneth A. Carlson,Film Independent Spirit Awards,2002.0,Independent Spirit Award,Nominated,en
William H. Macy,"Golden Globes, USA",2004.0,Golden Globe,Nominated,en
Simon Pearce,Tabloid Witch Awards,2014.0,Tabloid Witch Award,Won,en
Carlo Di Palma,Italian National Syndicate of Film Journalists,1965.0,Silver Ribbon,Won,en
Alison Chernick,Broad Humor,2011.0,Broad Humor Award,Won,en
Jon Garaño,Toulouse Cinespaña,2011.0,Best Screenplay,Won,eu
Sofia Coppola,"Directors Guild of America, USA",2004.0,DGA Award,Nominated,en
Elnura Osmonalieva,Asiana International Short Film Festival,2016.0,Grand Prize,Won,ky
Marco Spagnoli,David di Donatello Awards,2010.0,David,Nominated,it
Krzysztof Zanussi,Locarno International Film Festival,1973.0,FIPRESCI Prize,Won,pl
Danny Glover,New York Film Critics Circle Awards,1990.0,NYFCC Award,3rd place,en
Brian McKenna,Gemini Awards,2007.0,Gemini,Nominated,en
Eddie Alcazar,Julien Dubuque International Film Festival,2014.0,Silver Feather,Won,en
Ben Russell,Cinéma du Réel,2012.0,Heritage Award - Mention,Won,en
Brian Petsos,Rhode Island International Film Festival,2016.0,Grand Prize,Won,en
David Xarach,"Action on Film International Film Festival, USA",2017.0,HDIFF Award,2nd place,es
Roland Suso Richter,Montréal World Film Festival,2001.0,Grand Prix des Amériques,Nominated,de
Mariano Cohn,"Ariel Awards, Mexico",2011.0,Silver Ariel,Nominated,es
Jon Voight,"National Society of Film Critics Awards, USA",1970.0,NSFC Award,Won,en
Susanne Rostock	,Dublin International Film Festival,2012.0,Audience Award,Nominated,en
Géza M. Tóth,Berlin International Film Festival,1997.0,Golden Berlin Bear,Nominated,en
Baltasar Kormákur,"Edda Awards, Iceland",2013.0,Edda Award,Won,en
Armyan Bernstein,PGA Awards,2000.0,PGA Award,Nominated,en
Denzel Washington,MTV Movie + TV Awards,1993.0,MTV Movie Award,Won,en
Denis Dercourt,Bergamo Film Meeting,2001.0,Bronze Rosa Camuna,Won,fr
Thomas G. Smith,Daytime Emmy Awards,1991.0,Daytime Emmy,Nominated,en
Julia Bacha,Pesaro International Film Festival of New Cinema,2010.0,Audience Award,Won,en
Mark Jonathan Harris,International Documentary Association,2010.0,Preservation and Scholarship Award,Won,en
Jarrad Paul,Sundance Film Festival,2015.0,Grand Jury Prize,Nominated,en
Rojda Sekersöz,Norwegian International Film Festival,2017.0,FIPRESCI Prize,Won,sv
Drew Van Steenbergen,"Out on Film, Atlanta, US",2014.0,Audience Award,Won,en
Christian Genzel,Shocking Shorts Award,2017.0,Shocking Shorts Award,Nominated,en
Bette Midler,"People's Choice Awards, USA",2001.0,People's Choice Award,Won,en
Stefan Arsenijević,Odense International Film Festival,2003.0,Jury Personal Prize,Won,en
Camila Guzmán Urzúa,Lima Latin American Film Festival,2007.0,Best Documentary,Won,en
James A. Ward,"Nevada International Film Festival, US",2013.0,Silver Screen Award,Won,en
Donal Logue,Online Film & Television Association,2014.0,OFTA Television Award,Nominated,en
Keren Yedaya,Bogota Film Festival,2004.0,Golden Precolumbian Circle,Nominated,he
Julia Ivanova,Hot Docs Canadian International Documentary Festival,2011.0,Best Canadian Documentary,Won,en
Francisco Norden,Figueira da Foz International Film Festival,1984.0,Honorable Mention,Won,es
Kôhei Oguri,Cannes Film Festival,1990.0,Grand Prize of the Jury,Won,ja
Dean Jones,"Golden Globes, USA",1972.0,Golden Globe,Nominated,en
Michael Keller,Awards Circuit Community Awards,2016.0,ACCA,Nominated,en
Jonathan Dillon,Dances With Films,2014.0,Grand Jury Award,Won,en
Jia Zhangke,Chlotrudis Awards,2017.0,Chlotrudis Award,Nominated,zh
Helen Hunt,"People's Choice Awards, USA",1998.0,People's Choice Award,Nominated,en
Dana Janklowicz-Mann,Santa Barbara International Film Festival,2002.0,Human Rights Award,Won,en
Grímur Hákonarson,Chicago International Film Festival,2006.0,Silver Hugo,Won,en
Franc. Reyes,ALMA Awards,2002.0,Emerging Filmmaker Award,Won,en
Christopher Spencer,BAFTA Awards,2004.0,BAFTA TV Award,Nominated,en
Angela Ricci Lucchi,Locarno International Film Festival,2013.0,Golden Leopard,Nominated,en
Nina Companéez,SACD Awards,1993.0,Grand Prize,Won,fr
Summer-Joy Main,Columbia University Film Festival,2006.0,Festival Award,Won,en
Johnny Depp,Italian Online Movie Awards (IOMA),2006.0,IOMA,Nominated,en
Tom Tykwer,European Film Awards,2007.0,Audience Award,Nominated,de
Marcin Koszałka,Wiesbaden goEast,2016.0,FIPRESCI Prize,Won,cs
Amir Bar-Lev,"Newport International Film Festival, Rhode Island",2000.0,Jury Award,Won,en
Mike Leigh,Film Independent Spirit Awards,1994.0,Independent Spirit Award,Nominated,en
Ryan Bellgardt,Buffalo Dreams Fantastic Film Festival,2014.0,Festival Prize,Won,en
