director_name,ceremony,year,category,outcome,original_language
Arthur Dong,L.A. Outfest,1994.0,Audience Award,Won,en
Hape Kerkeling,"Golden Camera, Germany",2012.0,Audience Camera,Won,de
Michael Keaton,Online Film & Television Association,2015.0,OFTA Film Award,Won,en
Mariam Jobrani,Nashville Film Festival,2007.0,Best Documentary Short,Won,en
Michael Samuels,"Royal Television Society, UK",2011.0,RTS Television Award,Nominated,en
Michael Cuesta,"Directors Guild of America, USA",2013.0,DGA Award,Nominated,en
Panos Karkanevatos,Thessaloniki Film Festival,1994.0,Greek Competition Award,Won,el
Paolo Taviani,Flaiano International Prizes,1991.0,Career Award,Won,it
Nimród Antal,Grammy Awards,2015.0,Grammy,Nominated,en
Jean Renoir,"Academy Awards, USA",1946.0,Oscar,Nominated,fr
Sandrine Bonnaire,"National Society of Film Critics Awards, USA",1987.0,NSFC Award,2nd place,en
Eli Roth,Gold Derby Awards,2010.0,Gold Derby Award,Won,en
Ivan Cardoso,Gramado Film Festival,1990.0,Golden Kikito,Nominated,pt
Christian-Jaque,Berlin International Film Festival,1958.0,Golden Berlin Bear,Nominated,fr
Carlo Guillermo Proto,Guangzhou International Documentary Film Festival (GZDOC),2012.0,Festival Prize,Nominated,en
Sergei Dvortsevoy,Krakow Film Festival,1996.0,Golden Dragon,Won,ru
Fernanda Chicolet,Vitória Cine Vídeo,2012.0,Special Jury Award,Won,pt
Paul Thomas Anderson,Gijón International Film Festival,2002.0,Best Screenplay,Won,en
Juan Antonio de la Riva,"Ariel Awards, Mexico",1985.0,Golden Ariel,Nominated,es
Luc Dardenne,Traverse City Film Festival,2015.0,Founders Prize,Won,en
Marko Šantić,Warsaw International Film Festival,2013.0,Competition 1-2 Award - Special Mention,Won,en
Achero Mañas,ADIRCAE Awards,2001.0,ADIRCAE Award,Won,en
Pat Williams,"Canadian Screen Awards, CA",2015.0,Canadian Screen Award,Nominated,en
Alberto Arce,Cinéma du Réel,2010.0,RED-Vectracom Award,Won,en
Russ Emanuel,Telly Awards,2006.0,Bronze Telly,3rd place,en
Kim Rossi Stuart,Seville European Film Festival,2006.0,SIGNIS Award - Special Mention,Won,en
Tony Krawitz,Australian Film Institute,2005.0,AFI Award,Won,en
Ivano De Matteo,Golden Graals,2013.0,Golden Graal,Nominated,it
Mohsen Amiryousefi,Mar del Plata Film Festival,2005.0,Special Jury Award,Won,en
Morgan Freeman,Blockbuster Entertainment Awards,1999.0,Blockbuster Entertainment Award,Nominated,en
Dominga Sotomayor Castillo,IndieLisboa International Independent Film Festival,2012.0,Grand Prize City of Lisbon,Won,en
Blaine Thurier,SXSW Film Festival,2001.0,SXSW Competition Award,Won,en
Dušan Hanák,Karlovy Vary International Film Festival,2008.0,Special Prize for Outstanding Contribution to World Cinema,Won,en
Julian Farino,BAFTA Awards,2015.0,BAFTA TV Award,Won,en
Justin Molotnikov,Edmonton International Film Festival,2010.0,Grand Jury Award,Won,en
Ruben Fleischer,Rondo Hatton Classic Horror Awards,2009.0,Rondo Statuette,2nd place,en
Kirsten Dunst,Cannes Film Festival,2011.0,Best Actress,Won,en
Natalia Bruschtein,Mar del Plata Film Festival,2015.0,Best Latin-American Film,Nominated,es
Vincent Paronnaud,Indiewire Critics' Poll,2007.0,ICP Award,Nominated,fr
Hana Jušić,FEST International Film Festival,2017.0,Belgrade Victor,Won,hr
Michael Wahrmann,Lume International Film Festival,2012.0,Jury Award,Nominated,en
Anil Sunkara,Filmfare Awards South,2012.0,Filmfare Award - Telugu Film Industry,Won,te
Tito Davison,"Ariel Awards, Mexico",1958.0,Silver Ariel,Won,es
Jean-Pierre Melville,Venice Film Festival,1961.0,Award of the City of Venice,Won,fr
Jared Hess,Film Independent Spirit Awards,2005.0,Independent Spirit Award,Nominated,en
Danny Boyle,Washington DC Area Film Critics Association Awards,2008.0,WAFCA Award,Won,en
Elizabeth Banks,Primetime Emmy Awards,2012.0,Primetime Emmy,Nominated,en
María Alché,Iquique International Film Festival,2013.0,Special Mention,Won,en
Sara Johnsen,Brussels European Film Festival,2005.0,Golden Iris,Nominated,en
Ulrich Mühe,German Television Awards,1999.0,German Television Award,Nominated,de
Mark Burson,West Virginia Filmmakers Film Festival,2007.0,Festival Award,Won,en
David Tennant,Satellite Awards,2008.0,Satellite Award,Nominated,en
Adriaan Ditvoorst,Fantasporto,1982.0,International Fantasy Film Award,Nominated,nl
Erik Gandini,Chicago International Film Festival,2009.0,Gold Hugo,Nominated,en
Henry Moore Selder,Dresden Film Festival,2014.0,Golden Horseman,Nominated,en
Hideyuki Hirayama,Montréal World Film Festival,1998.0,FIPRESCI Prize,Won,ja
Sabrina Greve,Gramado Film Festival,2012.0,Golden Kikito,Won,pt
Zoltan Spirandelli,Bavarian Film Awards,2002.0,Bavarian Film Award,Won,de
Christopher Jarvis,First Run Festival,2012.0,King Award,3rd place,en
Mahamat-Saleh Haroun,"Magritte Awards, Belgium",2012.0,Magritte Award,Nominated,en
Seth MacFarlane,Online Film & Television Association,2006.0,OFTA Television Award,Nominated,en
Orhan Oğuz,Istanbul International Film Festival,1991.0,Best Turkish Director of the Year,Won,tr
Milan Šteindler,Czech Lions,1995.0,Czech Lion,Won,en
Milagros Mumenthaler,Swiss Film Prize,2012.0,Swiss Film Prize,Nominated,en
Rodrigo Moreno,Lima Latin American Film Festival,2006.0,Elcine First Prize,Won,en
Deepa Mehta,"Canadian Screen Awards, CA",2013.0,Canadian Screen Award,Nominated,en
Jean-Francois Monette,Ann Arbor Film Festival,1999.0,Jury Award,Won,en
Kane Senes,Red Wasp Film Festival,2010.0,Red Wasp Trophy,Won,en
Burt Reynolds,Razzie Awards,2009.0,Razzie Award,Nominated,en
Børge Ring,Ottawa International Animation Festival,1984.0,OIAF Award,2nd place,en
Mohammed Naqvi,Film Independent Spirit Awards,2016.0,Truer Than Fiction Award,Nominated,en
Lee Grant,Primetime Emmy Awards,1971.0,Primetime Emmy,Won,en
Stephen Gaghan,"Academy Awards, USA",2006.0,Oscar,Nominated,en
Clodualdo del Mundo Jr.,Gawad Urian Awards,1985.0,Gawad Urian Award,Nominated,en
Anthony Asquith,Bodil Awards,1952.0,Bodil,Won,en
Matías Bize,Oslo Films from the South Festival,2011.0,Films from the South Award,Nominated,es
Masato Ishioka,Singapore International Film Festival,2001.0,Silver Screen Award,Nominated,en
Diego Luna,Imagen Foundation Awards,2017.0,Imagen Award,Won,es
Duane Hopkins,Venice Film Festival,2014.0,Venice Horizons Award,Nominated,en
Jafar Panahi,CPH:DOX,2011.0,Amnesty Award,Nominated,fa
William Joyce,Annie Awards,2006.0,Annie,Nominated,en
Alan Rickman,Primetime Emmy Awards,1996.0,Primetime Emmy,Won,en
Bong-Nam Park,Amsterdam International Documentary Film Festival,2009.0,Best Mid-Length Documentary,Won,en
Mark O'Rowe,Irish Film and Television Awards,2008.0,IFTA Award,Nominated,en
Makoto Shinozaki,Montréal World Film Festival,1996.0,Montréal First Film Prize,Won,ja
Julia Bacha,Tribeca Film Festival,2010.0,Jury Award,Nominated,en
Ralph Fiennes,Teen Choice Awards,2003.0,Teen Choice Award,Nominated,en
Robert Stromberg,BAFTA Awards,2011.0,BAFTA Film Award,Nominated,en
Marjane Satrapi,Cannes Film Festival,2007.0,Golden Camera,Nominated,en
George Bloomfield,Gemini Awards,1994.0,Gemini,Nominated,en
Marco Luca Cattaneo,Montréal World Film Festival,2010.0,Golden Zenith,Won,it
Nana Patekar,Screen Weekly Awards,2005.0,Screen,Nominated,hi
Giancarlo Esposito,Satellite Awards,2012.0,Satellite Award,Nominated,en
Dan Kuenster,Daytime Emmy Awards,2004.0,Daytime Emmy,Won,en
Gilbert Cates,Primetime Emmy Awards,2003.0,Primetime Emmy,Nominated,en
Marco Rosson,"ToHorror Film Festival, Italy",2017.0,Festival Prize,Nominated,en
Rigoberto Pérezcano,Morelia International Film Festival,2003.0,Documentary Film Competition Award,Won,en
David Ayer,Zurich Film Festival,2012.0,Golden Eye,Nominated,en
Zoltán Várkonyi,Venice Film Festival,1954.0,Golden Lion,Nominated,hu
George Stevens Jr.,Primetime Emmy Awards,1991.0,Primetime Emmy,Won,en
Mark Jonathan Harris,Evening Standard British Film Awards,2001.0,Evening Standard British Film Award,Won,en
Ice Cube,"Kids' Choice Awards, USA",2017.0,Blimp Award,Nominated,en
Otar Iosseliani,Tallinn Black Nights Film Festival,1999.0,Estonian Film Critics Award,Won,en
Nattawut Poonpiriya,Udine Far East Film Festival,2013.0,Audience Award,2nd place,th
Alejandro Pelayo,"Ariel Awards, Mexico",1988.0,Silver Ariel,Won,en
Walter Salles,Sydney Film Festival,2012.0,Sydney Film Prize,Nominated,en
Rian Johnson,Gold Derby Awards,2013.0,Gold Derby Award,Nominated,en
James Cameron,"César Awards, France",2010.0,César,Nominated,en
Jacob Hatley,Carolina Film & Video Festival,2008.0,Kodak Award for Best Cinematography,Won,en
Don Escudero,Gawad Urian Awards,1991.0,Gawad Urian Award,Nominated,en
Ermanno Olmi,David di Donatello Awards,2002.0,David,Won,it
Bob Sabiston,Aspen Shortsfest,1999.0,Special Recognition,Won,en
Dominic Brunt,British Soap Awards,2009.0,British Soap Award,Nominated,en
Chaitanya Tamhane,Singapore International Film Festival,2014.0,Silver Screen Award,Won,en
Kazuo Kuroki,Mainichi Film Concours,2005.0,Mainichi Film Concours,Won,ja
Nanni Moretti,Taormina International Film Festival,2006.0,Best Screenplay,Won,it
Alice Waddington,Bizarrocon Portland Short Competition,2016.0,Best Short Film,Nominated,en
Carmine Gallone,Venice Film Festival,1942.0,Mussolini Cup,Nominated,it
Sandrine Kiberlain,"Étoiles d'Or, France",2001.0,Étoile d'Or,Won,fr
Marcos Jorge,Cinema Brazil Grand Prize,2009.0,Cinema Brazil Grand Prize,Won,pt
Tsipi Reibenbach,Cinéma du Réel,1994.0,SCAM Award,Won,de
Cher,Kansas City Film Critics Circle Awards,1987.0,KCFCC Award,Won,en
Chris Nickin,Julien Dubuque International Film Festival,2014.0,Silver Feather,Nominated,en
Shrihari Sathe,Columbia University Film Festival,2007.0,Audience Choice Award,Won,en
Robert Iscove,Razzie Awards,2004.0,Razzie Award,Nominated,en
Natalie Portman,Golden Schmoes Awards,2010.0,Golden Schmoes,Won,en
Paul Haggis,London Critics Circle Film Awards,2006.0,ALFS Award,Nominated,en
Frances Bodomo,Berlin International Film Festival,2014.0,Golden Berlin Bear,Nominated,en
Peter Jackson,Washington DC Area Film Critics Association Awards,2003.0,WAFCA Award,Won,en
Jiří Barta,Krakow Film Festival,1981.0,Silver Dragon,Won,cs
Aleksandr Proshkin,Moscow International Film Festival,2009.0,Golden St. George,Nominated,ru
George Pavlou,Fantasporto,1987.0,International Fantasy Film Award,Nominated,fr
Lianne Klapper-McNally,Santa Barbara International Film Festival,2001.0,Audience Choice Award,Won,en
Forest Whitaker,NAMIC Vision Awards,2007.0,Vision Award,Won,en
Peter Schamoni,Berlin International Film Festival,1966.0,Silver Berlin Bear,Won,de
Zaida Bergroth,Mons International Festival of Love Films,2012.0,Grand Prize,Won,en
Manny Palo,ASEAN International Film Festival and Awards,2013.0,AIFFA Award,Won,en
Anjelica Huston,"Golden Globes, USA",1991.0,Golden Globe,Nominated,en
David Hare,BAFTA Awards,2009.0,BAFTA Film Award,Nominated,en
Mike Reiss,"Writers Guild of America, USA",2009.0,WGA Award (TV),Nominated,en
Steven McGregor,Australian Academy of Cinema and Television Arts (AACTA) Awards,2013.0,AACTA Award,Won,en
Taron Lexton,Rhode Island International Film Festival,2008.0,Second Prize,Won,en
Daniel Sánchez Arévalo,Chicago International Film Festival,2006.0,Gold Hugo,Nominated,es
Guðmundur Arnar Guðmundsson,Ghent International Film Festival,2013.0,Best European Short Film,Won,en
Joseph Gordon-Levitt,Golden Schmoes Awards,2009.0,Golden Schmoes,Nominated,en
Michael Schroeder,Stony Brook Film Festival,2007.0,Audience Choice Award,Won,en
Sean Penn,Houston Film Critics Society Awards,2008.0,HFCS Award,Nominated,en
Roy Andersson,European Film Awards,2015.0,Audience Award,Nominated,sv
Miguel Bardem,Puchon International Fantastic Film Festival,2000.0,Best of Puchon,Won,es
Seth MacFarlane,Gold Derby Awards,2013.0,Gold Derby Award,Nominated,en
Pier Paolo Pasolini,Cannes Film Festival,1958.0,Best Screenplay,Won,it
Zsombor Dyga,Split International Festival of New Film,2003.0,FIPRESCI Prize - Special Mention,Won,en
Gulzar,Filmfare Awards,2006.0,Filmfare Award,Nominated,hi
Yves Christian Fournier,Banff Television Festival,2016.0,Banff Rockie Award,Nominated,fr
Ra'anan Alexandrowicz,CPH:DOX,2012.0,Amnesty Award,Nominated,en
Avishai Sivan,Stockholm Film Festival,2015.0,Bronze Horse,Nominated,en
Ashley Lazarus,Atlantic City Film Festival,1999.0,Jury Award,Won,en
Josh Selig,Daytime Emmy Awards,1993.0,Daytime Emmy,Nominated,en
Jacob Bernstein,Palm Springs International Film Festival,2016.0,Audience Award,Won,en
Dennis Ho,Accolade Competition,2016.0,Award of Excellence,Won,en
Alfonso Cuarón,Academy of Motion Picture Arts and Sciences of Argentina,2007.0,Award of the Argentinean Academy,Nominated,en
Peter Vacz,Wiesbaden goEast,2013.0,Audience Award - Student Competition,Won,hu
Todd Looby,Chicago International Film Festival,2010.0,Gold Hugo,Nominated,en
Ulrich Krenkler,Chicago International Film Festival,1986.0,Gold Hugo,Nominated,de
Aleksei Popogrebsky,Nika Awards,2011.0,Nika,Won,en
Richard Linklater,International Online Film Critics' Poll,2015.0,IOFCP Award,Nominated,en
Šarūnas Bartas,Nika Awards,2006.0,Nika,Nominated,lt
David Yates,Directors Guild of Great Britain,2004.0,DGGB Award,Won,en
Christopher de Leon,"FAP Awards, Philippines",2009.0,FAP Award,Nominated,en
Richard Taylor,Costume Designers Guild Awards,2015.0,CDG Award,Nominated,en
Jodi Binstock,Academy of Television Arts and Sciences College Television Awards,2012.0,Emmy,Nominated,en
Mariah Carey,Bambi Awards,2005.0,Bambi,Won,en
Mary Lambert,MTV Video Music Awards (VMA),1985.0,VMA,Nominated,en
Chito S. Roño,FAMAS Awards,2002.0,FAMAS Award,Nominated,en
Ken Wiederhorn,"Student Academy Awards, USA",1973.0,Achievement Award,Won,en
Lars Becker,Hamburg Film Festival,2006.0,TV Producer Award,Nominated,de
Andrea Arnold,Oberhausen International Short Film Festival,2004.0,Main Prize,Won,en
Jesús Magaña Vázquez,Warsaw International Film Festival,2014.0,Free Spirit Award,Nominated,es
Mete Gümürhan,Antalya Golden Orange Film Festival,2016.0,Golden Orange,Nominated,tr
Elizabeth Page,Daytime Emmy Awards,2006.0,Daytime Emmy,Nominated,en
Akira Ogata,Mainichi Film Concours,2001.0,Sponichi Grand Prize New Talent Award,Won,ja
Derek Frey,"Honolulu Film Awards, US",2016.0,Gold Kahuna Award,Won,en
Ronald V. Ashcroft,Primetime Emmy Awards,1974.0,Primetime Emmy,Nominated,en
Lorenzo Lamas,Rose d'Or Light Entertainment Festival,2005.0,Golden Rose,Nominated,en
Aisling Walsh,Toronto International Film Festival,2016.0,Best Canadian Feature Film,Nominated,en
Michael Kahn,International Online Film Critics' Poll,2012.0,IOFCP Award,Nominated,en
Walter Reisch,"Academy Awards, USA",1945.0,Oscar,Nominated,de
Sam Mendes,Awards Circuit Community Awards,2008.0,ACCA,Nominated,en
Stuart Baird,Gold Derby Awards,2007.0,Gold Derby Award,Nominated,en
Peter Pau,Hong Kong Film Awards,2017.0,Hong Kong Film Award,Won,en
Manuel Pérez,Huelva Latin American Film Festival,2006.0,Golden Colon,Nominated,es
Janus Metz Pedersen,Miami Film Festival,2011.0,Grand Jury Prize,Nominated,da
Gurinder Chadha,East Lansing Film Festival,2003.0,Audience Award,Won,en
Geoff Redknap,Molins de Rei Horror Film Festival,2016.0,Jury Prize,Nominated,en
Adela Peeva,Golden Rhyton Bulgarian Documentary and Animation Film Festival,2003.0,Golden Rhyton,Won,en
Ivan O'Mahoney,Screen Producers Australia Awards,2016.0,SPA Award,Nominated,en
Frederico Machado,Huesca Film Festival,2010.0,Special Mention,Won,pt
Jun Lana,Vesoul Asian Film Festival,2013.0,Grand Prize of the International Jury,Won,en
Douglas Arrowsmith,SXSW Film Festival,2011.0,Audience Award,Won,en
Jason DaSilva,Tribeca Film Festival,2009.0,Jury Award,Nominated,en
Paul Wright,"BAFTA Awards, Scotland",2013.0,BAFTA Scotland Award,Won,en
Nikolai Gubenko,People's Artist of the Republic,1985.0,People's Artist of the Republic,Won,ru
Fernando Spiner,Argentinean Film Critics Association Awards,1999.0,Silver Condor,Nominated,es
Ethan Coen,PGA Awards,1997.0,PGA Award,Nominated,en
Christopher Nolan,"Directors Guild of America, USA",2009.0,DGA Award,Nominated,en
Simon Blake,Galway Film Fleadh,2014.0,Audience Award,Won,en
Christian Braad Thomsen,Bodil Awards,2016.0,Bodil,Nominated,da
Mohammed Lakhdar-Hamina,Moscow International Film Festival,1967.0,Grand Prix,Nominated,en
Derek Wayne Johnson,"Phenom Film Fest, US",2013.0,Festival Award,Nominated,en
Jon Voight,Montréal World Film Festival,2007.0,Grand Prix Special des Amériques,Won,en
Zhang Ming,Tokyo International Film Festival,2001.0,Tokyo Grand Prix,Nominated,zh
Clive Turner,Directors Guild of Canada,2009.0,DGC Craft Award,Won,en
Karim Aïnouz,Venice Film Festival,2009.0,Venice Horizons Award,Nominated,pt
Agim Sopi,Top Indie Film Awards,2017.0,Top Indie Film Award,Nominated,en
Anocha Suwichakornpong,Rotterdam International Film Festival,2010.0,Prince Claus Fund Film Grant,Won,th
John Milius,DVD Exclusive Awards,2001.0,Video Premiere Award,Nominated,en
Andrew Stanton,Online Film & Television Association,2009.0,OFTA Film Award,Won,en
Karl Markovics,Molodist International Film Festival,2011.0,Scythian Deer,Won,de
Hideo Nakata,Sitges - Catalonian International Film Festival,1999.0,Best Film,Nominated,ja
Louis C.K.,Critics Choice Television Awards,2013.0,Critics' Choice TV Award,Won,en
Karen Shakhnazarov,Karlovy Vary International Film Festival,1998.0,FIPRESCI Prize - Special Mention,Won,ru
Denzel Washington,Satellite Awards,2003.0,Golden Satellite Award,Nominated,en
Valeska Grisebach,Giornate degli autori - Venice Days,2017.0,Lux Prize,Nominated,en
Ellen DeGeneres,CableACE Awards,1995.0,CableACE,Nominated,en
Jeon Soo-il,Pusan International Film Festival,1996.0,Woonpa Award,Won,ko
Joey Agbayani,Gawad Urian Awards,1989.0,Gawad Urian Award,Nominated,en
Kelly Parker,Los Angeles Area Emmy Awards,2017.0,Emmy,Nominated,en
So Yong Kim,Indiewire Critics' Poll,2007.0,ICP Award,3rd place,en
Brendan Cowell,Logie Awards,2007.0,Silver Logie,Nominated,en
Tomas Alfredson,Amsterdam Fantastic Film Festival,2009.0,Black Tulip Award,Won,en
Kornél Mundruczó,Hamburg Film Festival,2014.0,Art Cinema Award,Nominated,hu
Martina Amati,SXSW Film Festival,2011.0,SXSW Competition Award,Nominated,en
David J. Burke,Edgar Allan Poe Awards,1990.0,Edgar,Won,en
Edward Yang,Cannes Film Festival,2000.0,Palme d'Or,Nominated,zh
Alice Rohrwacher,Golden Ciak Awards,2015.0,Golden Ciak,Nominated,it
Alexander Payne,Gold Derby Awards,2010.0,Gold Derby Award,Nominated,en
Emma De Swaef,Tallinn Black Nights Film Festival,2012.0,"Animated Dreams Grand Prize ""Wooden Wolf""",Won,en
Michael Noer,Rotterdam International Film Festival,2015.0,Big Screen Award,Nominated,da
James Franco,Broadcast Film Critics Association Awards,2009.0,Critics Choice Award,Won,en
Catherine Hardwicke,Locarno International Film Festival,2003.0,Golden Leopard,Nominated,en
Gary Walkow,Sundance Film Festival,1987.0,Grand Jury Prize,Won,en
Joaquim Jordà,Goya Awards,2007.0,Goya,Nominated,es
Christopher Nolan,Awards Circuit Community Awards,2010.0,ACCA,Won,en
David S. Ward,BAFTA Awards,1994.0,BAFTA Film Award,Nominated,en
Jamie Foxx,BET Awards,2013.0,BET Award,Won,en
Jon Blair,International Documentary Association,1996.0,IDA Award,Won,en
Greg Huson,Ourense Independent Film Festival,1997.0,Audience Award,Won,en
Želimir Gvardiol,European Film Awards,1991.0,European Discovery of the Year,Nominated,en
Radovan Tadic,"César Awards, France",1986.0,César,Nominated,fr
Ram Gopal Varma,Zee Cine Awards,2005.0,Popular Award,Nominated,hi
Christopher Young,International Film Music Critics Award (IFMCA),2009.0,IFMCA Award,Nominated,en
Stephen Merchant,PGA Awards,2017.0,PGA Award,Nominated,en
Andreas Schaap,Oldenburg Film Festival,2016.0,German Independence Award - Audience Award,Nominated,de
Konstantin Bojanov,Sofia International Film Festival,2012.0,Best Balkan Film,Won,bg
Takis Kanellopoulos,Thessaloniki Film Festival,1972.0,Greek Competition Award,Won,en
Shinji Imaoka,Pink Film Award,1997.0,Pink Film Award,Won,ja
Steven Soderbergh,Berlin International Film Festival,2013.0,Golden Berlin Bear,Nominated,en
Rob Epstein,Film Independent Spirit Awards,1997.0,Truer Than Fiction Award,Nominated,en
Matt Wolf,Sundance Film Festival,2017.0,Short Film Grand Jury Prize,Nominated,en
David Furnish,BAFTA Awards,1997.0,Flaherty Documentary Award (TV),Nominated,en
Antonio Nuić,Bergamo Film Meeting,2007.0,Bronze Rosa Camuna,Won,hr
Bob Spiers,BAFTA Awards,1996.0,BAFTA TV Award,Nominated,en
Stanley Kramer,"Directors Guild of America, USA",1962.0,DGA Award,Nominated,en
Abdellatif Kechiche,"César Awards, France",2014.0,César,Nominated,fr
Silvio Muccino,Golden Ciak Awards,2000.0,Golden Ciak,Nominated,it
Ayassi,Fantasporto,2005.0,Critics' Award,Won,de
Tommy Lee,Houston Film Critics Society Awards,2012.0,HFCS Award,Won,en
Andrea Arnold,Cannes Film Festival,2006.0,Palme d'Or,Nominated,en
Adam Elliot,Toronto World of Comedy International Film Festival,2004.0,Best Animated Short,Won,en
Edward Lachman,Chicago Film Critics Association Awards,2015.0,CFCA Award,Nominated,en
Susanne Bier,Robert Festival,2013.0,Robert,Nominated,da
Joel Coen,"National Society of Film Critics Awards, USA",2008.0,NSFC Award,2nd place,en
Mark Helenowski,Midwest Independent Film Festival,2016.0,Best of the Midwest Award,Nominated,en
Vardit Bilu,Tokyo FILMeX,2006.0,Grand Prize,Nominated,en
Fred Rosenberg,Primetime Emmy Awards,2011.0,Primetime Emmy,Won,en
Nina Gilden Seavey,International Documentary Association,1998.0,Video Source Award,Nominated,en
Martín Rosete,"Long Beach International Film Festival, New York",2016.0,Jury Award,Won,en
Leonid Gorovets,Cottbus Film Festival of Young East European Cinema,1991.0,"""Findling"" Award",Won,en
Sam Garbarski,David di Donatello Awards,2008.0,David,Won,de
Walter Murch,Online Film & Television Association,2005.0,OFTA Film Hall of Fame,Won,en
Beau Bridges,Satellite Awards,1997.0,Golden Satellite Award,Nominated,en
Mikko Kuparinen,Valladolid International Film Festival,2015.0,Meeting Point,Won,fi
Werner Herzog,Berlin International Film Festival,1979.0,Golden Berlin Bear,Nominated,en
Katell Quillévéré,"César Awards, France",2014.0,César,Nominated,fr
Sílvia Munt,Barcelona International Television Festival,2001.0,UNICEF Prize,Won,en
Alfredo B. Crevenna,"Ariel Awards, Mexico",1957.0,Golden Ariel,Nominated,es
Hugh David,BAFTA Awards,1980.0,BAFTA TV Award,Nominated,en
Giancarlo Esposito,Screen Actors Guild Awards,2012.0,Actor,Nominated,en
Marcel Ichac,Berlin International Film Festival,1959.0,Golden Berlin Bear,Nominated,fr
Nicole Weegmann,"Adolf Grimme Awards, Germany",2009.0,Adolf Grimme Award,Won,de
Petrus Cariry,Havana Film Festival,2008.0,Grand Coral - First Prize,Nominated,pt
Marcos Prado,Havana Film Festival,2005.0,Grand Coral - Third Prize,Won,pt
Emilio Aragón,"TP de Oro, Spain",1999.0,TP de Oro,Nominated,en
Giacomo Campiotti,"Kineo Awards, Italy",2008.0,Kineo Award,Nominated,it
Rebecca Zlotowski,"Globes de Cristal Awards, France",2014.0,Globe de Cristal,Nominated,fr
Kichitaro Negishi,Tokyo International Film Festival,2005.0,Audience Award,Won,ja
Emanuele Crialese,Gardanne Film Festival,2002.0,Audience Award,Won,it
Marco Risi,Montréal World Film Festival,2013.0,Grand Prix des Amériques,Nominated,it
Serge Leroy,Montréal World Film Festival,1985.0,Prize of the Ecumenical Jury - Special Mention,Won,fr
John Eastway,Australian Film Institute,2003.0,AFI Award,Nominated,en
Charlotte Zwerin,"Cinema Eye Honors Awards, US",2016.0,Cinema Eye Honors Award,Won,en
David Grubin,International Documentary Association,2001.0,IDA Award,Won,en
Àlex Lora,RiverRun International Film Festival,2014.0,Jury Prize,Won,nl
Henry Winkler,Online Film & Television Association,2004.0,OFTA Television Award,Nominated,en
Vuk Jevremovic,Art Film Festival,2000.0,Financial Prize,Won,en
Lou Ye,Asian Film Awards,2013.0,Asian Film Award,Won,zh
Jon Voight,"Golden Globes, USA",1979.0,Golden Globe,Won,en
Heiner Stadler,Mar del Plata Film Festival,1996.0,Best Film,Nominated,de
Peter Hegedus,International Documentary Association,2000.0,Student Achievement Award - Honorable Mention,Won,en
Adam Pinney,Georgia Film Critics Association (GFCA),2015.0,Oglethorpe Award for Excellence in Georgia Cinema,Nominated,en
David O. Russell,Gotham Awards,2012.0,Tribute Award,Won,en
Robin Neinstein,Gemini Awards,2003.0,Gemini,Nominated,en
Iain B. MacDonald,Edinburgh International Film Festival,2004.0,Best British Short,Won,en
Behnam Behzadi,Biarritz International Festival of Audiovisual Programming,2000.0,Silver FIPA,Won,fa
Sergi Pérez,Málaga Spanish Film Festival,2008.0,Special Mention,Won,ca
George Clooney,"Academy Awards, USA",2008.0,Oscar,Nominated,en
Yolande Moreau,"Magritte Awards, Belgium",2013.0,Magritte Award,Won,en
Jorge W. Atalla,Recife Cine PE Audiovisual Festival,2010.0,Calunga Trophy,Won,en
Ron Judkins,Online Film & Television Association,2006.0,OFTA Film Award,Nominated,en
Catherine Martin,Florida Film Critics Circle Awards,2013.0,FFCC Award,Won,en
Sandrine Kiberlain,Montréal World Film Festival,2001.0,Best Actress,Won,fr
Arthur Penn,Mar del Plata Film Festival,1968.0,Best Film,Won,en
Tom Forman,PGA Awards,2006.0,PGA Award,Nominated,en
Martin Gypkens,Studio Hamburg Newcomer Award,2001.0,Studio Hamburg Newcomer Award,3rd place,de
Charlie Kaufman,Oklahoma Film Critics Circle Awards,2008.0,OFCC Award,Won,en
Joseph Quinn Simpkins,International Christian Film Festival,2015.0,Festival Award,Won,en
Jonathan Kaplan,Berlin International Film Festival,1989.0,Golden Berlin Bear,Nominated,en
Alain Mazars,Venice Film Festival,2015.0,Venezia Classici Award,Nominated,en
Razvan Radulescu,International Online Cinema Awards (INOCA),2014.0,Halfway Award,3rd place,en
Bruce Hickey,Los Angeles Independent Film Festival Awards,2017.0,LAIFF March Award,Won,es
Peter McDonald,"Academy Awards, USA",2012.0,Oscar,Nominated,en
Kornél Mundruczó,Cottbus Film Festival of Young East European Cinema,2005.0,Honorable Mention,Won,hu
Colette Bothof,Buster International Children's Film Festival,2014.0,Audience Award,Nominated,nl
S. Craig Zahler,Fright Meter Awards,2015.0,Fright Meter Award,Nominated,en
Leo Woodhead,Hong Kong International Film Festival,2014.0,Jury Prize,Won,en
Alanis Obomsawin,Genie Awards,1994.0,Genie,Nominated,en
Rola Nashef,Gotham Awards,2011.0,Spotlight on Women Filmmakers 'Live the Dream' Grant,Nominated,en
Karim Aïnouz,"Prêmio Contigo Cinema, Brazil",2006.0,Jury Award,Won,pt
Adam Condal,Sports Emmy Awards,2011.0,Emmy,Nominated,en
Eddie Murphy,"Kids' Choice Awards, USA",2008.0,Blimp Award,Nominated,en
Vishnupant Govind Damle,Venice Film Festival,1937.0,Mussolini Cup,Nominated,mr
Stom Sogo,New York Underground Film Festival,2000.0,Festival Award,Won,en
