director_name,ceremony,year,category,outcome,original_language
Richard Rush,Razzie Awards,1995.0,Razzie Award,Nominated,en
Cristian Mungiu,Chicago International Film Festival,2016.0,Silver Hugo,Won,ro
Moon Molson,Memphis Indie Film Festival,2011.0,Indie Memphis Competiton,Nominated,en
Jan Pinkava,Hiroshima International Animation Festival,1998.0,Special Jury Prize,Won,en
Moon Molson,Harlem International Film Festival,2015.0,Hi Award,Won,en
Eytan Fox,Seville European Film Festival,2007.0,Audience Award,Won,he
Breno Silveira,Recife Cine PE Audiovisual Festival,2012.0,Calunga Trophy,Won,pt
Annemarie Jacir,London Film Festival,2017.0,Best Film,Nominated,en
Joshua Marston,Sundance Film Festival,2004.0,Audience Award,Won,en
Pier Belloni,Torino International Festival of Young Cinema,1995.0,Prize of the City of Torino,Nominated,it
Kirk Douglas,Online Film & Television Association,2014.0,OFTA Film Hall of Fame,Won,en
Ellen Burstyn,Russian Guild of Film Critics,2001.0,Golden Aries,Nominated,en
Tommy Lee Jones,Blockbuster Entertainment Awards,1999.0,Blockbuster Entertainment Award,Nominated,en
Aneta Kopacz,Jihlava International Documentary Film Festival,2013.0,Silver Eye Award,Won,pl
Brie Larson,Gay and Lesbian Entertainment Critics Association (GALECA),2016.0,Dorian Award,Nominated,en
Rosita Lama Muvdi,Dances With Films,2017.0,Grand Jury Award,Won,es
Lucian Muntean,Whistler Film Festival,2008.0,Best Mountain Culture Film,Won,en
Paul Thomas Anderson,Chicago Film Critics Association Awards,2014.0,CFCA Award,Nominated,en
Kevin Tent,"Academy Awards, USA",2012.0,Oscar,Nominated,en
David Bruckner,Film Independent Spirit Awards,2009.0,John Cassavetes Award,Nominated,en
Glendyn Ivin,Australian Directors Guild,2009.0,ADG Award,Nominated,en
Ralston Jover,Gawad Urian Awards,2014.0,Gawad Urian Award,Nominated,en
Juan Pablo Villaseñor,Mexican Cinema Journalists,1998.0,Silver Goddess,Won,es
Todd Haynes,Gotham Awards,2007.0,Gotham Independent Film Award,Nominated,en
Sabyn Mayfield,Nashville Film Festival,2017.0,Grand Jury Prize,Nominated,en
Angela Bassett,Critics Choice Television Awards,2013.0,Critics' Choice TV Award,Nominated,en
Michael Matteo Rossi,L.A. Shorts Fest,2007.0,Best of the Fest,Nominated,en
Ellen Burstyn,Gold Derby Awards,2013.0,Gold Derby TV Award,Nominated,en
Santiago Otheguy,Argentinean Film Critics Association Awards,2009.0,Silver Condor,Nominated,en
Dennis Muren,"Academy Awards, USA",2006.0,Oscar,Nominated,en
Jean-Jacques Zilbermann,Locarno International Film Festival,2014.0,Variety Piazza Grande Award,Nominated,fr
Gorô Kishitani,Awards of the Japanese Academy,2003.0,Award of the Japanese Academy,Nominated,ja
John Frankenheimer,CableACE Awards,1983.0,ACE,Nominated,en
Joe Berlinger,Telly Awards,2014.0,Bronze Telly,Won,en
Martin Jern,Zlín International Film Festival for Children and Youth,2005.0,Prize of the Ecumenical Jury,Won,en
Samuel Genocchio,Melbourne Underground Film Festival,2004.0,Best Gratuitous Use of Violence,Won,en
Yuliya Aug,TEFI,2015.0,TEFI,Won,ru
Paul Negoescu,Venice Film Festival,2012.0,Luigi De Laurentiis Award,Nominated,en
Béla Tarr,Kinema Junpo Awards,2013.0,Kinema Junpo Award,Won,hu
Usher Morgan,The IndieFest Film Awards,2015.0,Award of Merit,Won,en
Anita Killi,Annecy International Animated Film Festival,2010.0,The Annecy Cristal,Nominated,en
Rok Biček,Montpellier Mediterranean Film Festival,2010.0,Short Film Grand Prize,Nominated,sl
Juanma Suárez García,Goya Awards,2015.0,Goya,Nominated,es
Miloš Forman,Kansas City Film Critics Circle Awards,1976.0,KCFCC Award,Won,en
David Bonneville,"Cinema Bloggers Awards, Portugal",2015.0,Cinema Bloggers Award,Nominated,en
Erez Tadmor,Golden Knight International Film and Video Festival,2001.0,Silver Knight,Won,en
Geeta Gandbhir,Traverse City Film Festival,2017.0,Audience Award,Won,en
Sally Potter,Venice Film Festival,1992.0,Elvira Notari Prize,Won,en
Tony Scott,Primetime Emmy Awards,2010.0,Primetime Emmy,Nominated,en
Stuart Urban,New York Festivals,2008.0,Silver Medal,Won,en
Jacques Tati,French Syndicate of Cinema Critics,1959.0,Critics Award,Won,fr
Felix Fuchssteiner,Montréal World Film Festival,2009.0,Golden Zenith,Nominated,de
Gene Kelly,"Golden Globes, USA",1981.0,Cecil B. DeMille Award,Won,en
William Gazecki,Primetime Emmy Awards,1986.0,Primetime Emmy,Nominated,en
Elsa Kvamme,"Amanda Awards, Norway",1999.0,Amanda,Nominated,en
Kang Woo-Suk,Blue Dragon Awards,2004.0,Blue Dragon Award,Won,ko
Ford Austin,Bare Bones International Film & Music Festival,2006.0,Gold Bone Award,Won,en
Joshua Caldwell,MTV Movie + TV Awards,2006.0,mtvU Student Filmmaker Award,Won,en
José Corbacho,Málaga Spanish Film Festival,2008.0,Critics Award,Won,es
Erik Blomberg,Jussi Awards,1955.0,Jussi,Won,fi
Rose Troche,San Sebastián International Film Festival,2001.0,Golden Seashell,Nominated,en
Costas Vrettakos,Thessaloniki Film Festival,1980.0,Hellenic Association of Film Critics Award,Won,en
Michael Ballhaus,Bambi Awards,2009.0,Honorary Bambi,Won,de
Steven Spielberg,PGA Awards,1999.0,PGA Award,Won,en
Pablo Giorgelli,Zurich Film Festival,2011.0,Golden Eye,Nominated,es
Ron Judkins,BAFTA Awards,1999.0,BAFTA Film Award,Won,en
Bob Connolly,International Documentary Association,1994.0,IDA Award,Won,en
Fredrik Edfeldt,Berlin International Film Festival,2009.0,Best Debut Film - Honorable Mention,Won,en
Stacie Passon,Sundance Film Festival,2013.0,Grand Jury Prize,Nominated,en
Anton Holden,Primetime Emmy Awards,2002.0,Primetime Emmy,Nominated,en
Daniel Remón,Iberoamerican Short Film Competition,2014.0,Best Short Film,3rd place,es
Pascale Breton,Torino Film Festival,2004.0,Prize of the City of Torino,Nominated,en
David Valero,Alcalá de Henares Short Film Festival,2007.0,'Caja de Madrid' Award,Won,en
Nicole Garcia,"Globes de Cristal Awards, France",2017.0,Globe de Cristal,Nominated,fr
Apaar Tuli,Canada International Film Festival,2014.0,Royal Reel Award,Won,en
Miles Joris-Peyrafitte,Sundance Film Festival,2016.0,Grand Jury Prize,Nominated,en
B.R. Chopra,Awards of the International Indian Film Academy,2004.0,Popular Award,Nominated,hi
Woody Allen,"Writers Guild of America, USA",1995.0,WGA Award (Screen),Nominated,en
Andrew Cividino,Cannes Film Festival,2015.0,Critics Week Grand Prize,Nominated,en
Richard Ciupka,British Society of Cinematographers,1981.0,Best Cinematography Award,Nominated,fr
Rungano Nyoni,Tampere International Short Film Festival,2015.0,Prix UIP Tampere (European Short Film),Won,en
Dane Cook,"ShoWest Convention, USA",2007.0,ShoWest Award,Won,en
Quentin Tarantino,"American Cinema Editors, USA",2007.0,Golden Eddie Filmmaker of the Year Award,Won,en
Im Kwon-taek,Korean Association of Film Critics Awards,1987.0,Korean Association of Film Critics Award,Won,ko
Sergei Bodrov Jr.,Nika Awards,1997.0,Nika,Won,en
Fruit Chan,Vesoul Asian Film Festival,2002.0,Golden Wheel,Nominated,cn
Richard Attenborough,British Film Institute Awards,1992.0,BFI Fellowship,Won,en
Ester Amrami,Berlin International Film Festival,2014.0,DIALOGUE en Perspective,Won,de
Wayne Hope,Astra Awards,2008.0,Astra Award,Nominated,en
Teresa Villaverde,Venice Film Festival,2001.0,Elvira Notari Prize - Special Mention,Won,pt
Dermot Mulroney,CableACE Awards,1988.0,ACE,Nominated,en
Koji Yamamura,Annecy International Animated Film Festival,2005.0,The Annecy Cristal,Nominated,en
Klára Tasovská,CPH:DOX,2012.0,Amnesty Award,Nominated,cs
Sigalit Lipshitz,Melbourne International Film Festival,2001.0,Best Student Production,Won,en
David Spaltro,New Jersey International Festival,2016.0,Grand Prize,Won,en
Declan Lowney,BAFTA Awards,2006.0,BAFTA TV Award,Won,en
Heather Graham,Young Artist Awards,1992.0,Young Artist Award,Nominated,en
Paolo Genovese,Italian National Syndicate of Film Journalists,2014.0,Silver Ribbon,Nominated,it
Samuel Doux,Poitiers Film Festival,2011.0,Jury Prize,Nominated,en
Dom Rotheroe,Prix Europa,1993.0,Special Commendation,Won,en
Joon-han Yeo,Zurich Film Festival,2008.0,Golden Eye,Nominated,en
Cameron Cairnes,Rhode Island International Film Festival,2009.0,Grand Prize,Won,en
Daniele Gaglianone,Torino Film Festival,2000.0,Prize of the City of Torino,Nominated,it
